Sales Rep Assigned,On-Off Premise,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Buyer Count   6/1/2026 - 8/31/2026
Jaime Colonna,Off Premise,170248,Coolvines Powerhouse,350 Warren St,Jersey City,Hudson,1.00
Javier Melo,On Premise,27001,Fiesta Night Club(P),115 President St,Passaic,Passaic,1.00
Javier Melo,Off Premise,27071,Mariana's Liquors,266 Passaic Street,Passaic,Passaic,1.00
Javier Melo,On Premise,37066,La Fortaleza (Garfield),361 Midland Ave,Garfield,Bergen,1.00
Javier Melo,On Premise,24018,Agave Cantina Mexicana,421 Piaget Ave,Clifton,Passaic,1.00
Javier Melo,On Premise,20055,Paruta's (A),89 Market St,Paterson,Passaic,1.00
Javier Melo,Off Premise,20021,Diamond Liquors (P),507 Summer St,Paterson,Passaic,1.00
Javier Melo,Off Premise,20031,La Joya Liquors,15 Park Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,27111,Davids' Place (P),361 Monroe St,Passaic,Passaic,1.00
Javier Melo,Off Premise,20117,El Cantaro Liquors,416 Market Street,Paterson,Sales,1.00
Javier Melo,On Premise,38046,La Fortaleza (Lodi),10 Route 46,Lodi,Bergen,1.00
Javier Melo,On Premise,20104,Roses Bar & Liquors,102 Market Street,Paterson,Passaic,1.00
Javier Melo,Off Premise,27059,D'bar Liquors (P),898 Main Ave,Passaic,Passaic,1.00
Javier Melo,On Premise,25053,Lamayoria Bar Restaurant,110 Ackerman Ave,Clifton,Sales,1.00
Javier Melo,On Premise,27077,Mojito Bar,159 Market St,Passaic,Passaic,1.00
Javier Melo,Off Premise,21044,Farm Boy,465 Getty Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,26003,La Casona Cafe Restaurant Bar,829 Main Ave,Passaic,Passaic,1.00
Javier Melo,Off Premise,21054,C & S Lucky Liquors (P),299 Grand Street,Paterson,Passaic,1.00
Javier Melo,On Premise,27055,Don Lalo Restaurant,879 Main Ave,Passaic,Passaic,1.00
Javier Melo,Off Premise,27002,President Liqrs (A),158 President St,Passaic,Passaic,1.00
Javier Melo,On Premise,36026,Agave Cocina Mexicana,32 Locust Ave,Wallington,Bergen,1.00
Javier Melo,On Premise,24034,La Fortaleza (Clifton),590 Lexington Ave,Clifton,Passaic,1.00
Javier Melo,Off Premise,20056,East Side Bar Liquors,442 10th Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,32011,La Fortaleza (Carlstadt),335 PATERSON PLANK ROAD,Carlstadt,Sales,1.00
Javier Melo,On Premise,27095,Club Sq (A),40 3rd St,Passaic,Passaic,1.00
Javier Melo,On Premise,20061,Seguidilla 56 Lounge & Liquors,227 Park Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,27144,La Fortaleza (Passaic),32 Market St,Passaic,Passaic,1.00
Javier Melo,On Premise,27053,Rumba Bar,234 Monroe St.,Passaic,Passaic,1.00
Javier Melo,On Premise,27018,Cantina Bar,165 Passaic St,Passaic,Passaic,1.00
Javier Melo,Off Premise,20069,Segundo's (P),293 Madison Ave,Paterson,Passaic,1.00
Javier Melo,Off Premise,27037,Shanik Liqs.(P),952 Main Ave,Passaic,Passaic,1.00
Javier Melo,Off Premise,21006,Camilo Liquors(A),424 6th Ave,Paterson,Passaic,1.00
Javier Melo,Off Premise,21026,C Town Supermarket(P),444 20th Avenue,Paterson,Passaic,1.00
Javier Melo,On Premise,27085,Cazadores Bar (Z) LLC,246 3rd St,Passaic,Passaic,1.00
Javier Melo,Off Premise,15031,Pete's Family Liqs,49 N Main Street,Paterson,Passaic,1.00
Javier Melo,Off Premise,27012,ESTEVEZ LIQUORS LLC,110 Market St,Passaic,Passaic,1.00
Javier Melo,Off Premise,21028,Mr Liquors & Groc.,262 22nd Ave,Paterson,Passaic,1.00
Javier Melo,Off Premise,22024,Edwards (P) Wine & Liq,910 Main Street,Paterson,Passaic,1.00
Javier Melo,Off Premise,21021,Park Avenue Liquors,307 Park Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,27009,La Rancherita,22 Jackson St,Passaic,Passaic,1.00
Javier Melo,On Premise,27106,La Posada,334 Monroe St.,Passaic,Sales,1.00
Javier Melo,Off Premise,24003,Paulison Liquors (P),621 Paulison Ave,Clifton,Passaic,1.00
Javier Melo,On Premise,27094,El Anochecer,154 Passaic St,Passaic,Passaic,1.00
Javier Melo,On Premise,20110,The Cathedral Restaurant,378 Main St,Paterson,Passaic,1.00
Javier Melo,On Premise,21005,La Fuente Bar (A),43 Ellison Street,Paterson,Passaic,1.00
Javier Melo,On Premise,24051,La Bonita,394 Lexington Ave.,Clifton,Sales,1.00
Javier Melo,On Premise,27039,Venus Bar & Restaurant,68 Central Ave,Passaic,Passaic,1.00
Javier Melo,Off Premise,15014,Deli Parchardo Liquors,111 N Main St,Paterson,Passaic,1.00
Javier Melo,Off Premise,21055,C & S Lucky Liquors II,460 Chamberlain Ave,Paterson,Passaic,1.00
Javier Melo,On Premise,27044,Clary's Restaurant & Bar,196 Monroe St,Passaic,Passaic,1.00
Javier Melo,On Premise,24042,Made in Miami Bar Bistro,39 Harding Ave,Clifton,Passaic,1.00
Javier Melo,Off Premise,25012,Bottle Liquor (P),550 Lexington Avenue,Clifton,Passaic,1.00
Javier Melo,On Premise,27146,Foxes Place,201 Parker Ave,Passaic,Passaic,1.00
Javier Melo,On Premise,27110,El Camaron Mazatleco,166 Market St,Passaic,Sales,1.00
Javier Melo,On Premise,27051,Factory 220,220 Passaic St,Passaic,Passaic,1.00
Javier Melo,On Premise,27108,Los Arcos (P) Rest.,305 Monroe St,Passaic,Passaic,1.00
Javier Melo,Off Premise,25047,Parker Liquors (Z),203 Parker Ave,Clifton,Passaic,1.00
Javier Melo,Off Premise,27046,New Eagle Liquors,126 Passaic St,Passaic,Passaic,1.00
Javier Melo,Off Premise,15059,Belmont Liqrs (P),146 Belmont Avenue,Paterson,Passaic,1.00
Javier Melo,On Premise,22065,Mambo Lounge (P),62-64 Dover St,Paterson,Passaic,1.00
Javier Melo,Off Premise,21023,Luna Liquors,291 Park Avenue,Paterson,Passaic,1.00
Javier Melo,Off Premise,27040,Danny's Liquor,268 Monroe St,Passaic,Passaic,1.00
Javier Melo,Off Premise,27034,Liquor Stop (Passaic),321 Broadway,Passaic,Passaic,1.00
Javier Melo,Off Premise,27008,Bermuda Liquors (P),177 Hope Ave,Passaic,Passaic,1.00
Jayson Romine,Off Premise,231215,Mac & Lindy's W & S (A),530 Co Rd 515,Vernon,Sussex,1.00
Jayson Romine,Off Premise,231203,The George Inn,84 NJ-94,Vernon,Sussex,1.00
Jayson Romine,Off Premise,230437,Weis Supermarkets 143 Newton,121 Water St Rt 206,Newton,Sales,1.00
Jayson Romine,Off Premise,231707,Kent's Liquors,333 Rte 206,Branchville,Sussex,1.00
Jayson Romine,Off Premise,230918,Market Place Liquor,99 NJ-23,Hamburg,Sussex,1.00
Jayson Romine,Off Premise,230440,"Brix - Wine, Spirits, Beer (Fredon)",403 NJ-94,Fredon Township,Sussex,1.00
Jayson Romine,Off Premise,230441,Wine Country Newton,49 Hampton House Road,Newton,Sussex,1.00
Jayson Romine,Off Premise,230920,Hamburg Liquor,90-92 NJ-23,Hamburg,Sussex,1.00
Jayson Romine,Off Premise,230121,White Deer Inn,4 White Deer Plaza,Sparta,Sussex,1.00
Jayson Romine,Off Premise,230314,Liquor Factory V Andover,231 Newton Sparta Rd # 3,Newton,Sussex,1.00
Jayson Romine,Off Premise,230911,The Right Bottle,190 Munsonhurst Rd,Franklin,Sussex,1.00
Jayson Romine,Off Premise,191702,Liquor Factory VI Byram,8 Route 206 N,Byram,Morris 1,1.00
Jayson Romine,Off Premise,230412,USA Wine Traders Club Of Newton (A),17 Hampton House Road,Newton,Sussex,1.00
Jayson Romine,Off Premise,230431,Seplow's Liquors,5 Woodside Ave,Newton,Sussex,1.00
Jayson Romine,Off Premise,191010,Liquor Factory II Jefferson,725 NJ-15,Lake Hopatcong,Morris 1,1.00
Jayson Romine,Off Premise,231316,Patricks Wine Barn,38 Hamburg Ave,Sussex,Sussex,1.00
Jayson Romine,Off Premise,230106,Burkes,6 Sparta Ave N,Sparta,Sussex,1.00
Jayson Romine,Off Premise,231501,Highland General Store,111 Highland Lakes Rd,Highland Lakes,Sussex,1.00
Jayson Romine,Off Premise,231701,George's Wine & Spirits,12 Morris Ave.,Branchville,Sussex,1.00
Jayson Romine,Off Premise,230924,Sussex Co.Discount Liq(P),3235 NJ-94,Franklin,Sussex,1.00
Jayson Romine,Off Premise,408,Fredon Liquor (Fredon Deli),428 RT 94,Fredon Township,Sussex,1.00
Jayson Romine,Off Premise,230420,Spring Street Liquors,110 Spring Street,Newton,Sussex,1.00
Jayson Romine,Off Premise,230913,Wine Grand (Franklin),288 Rt 23 North,Franklin,Sussex,1.00
Jayson Romine,Off Premise,231502,Lake Wanda Store,812 Canistear Rd,Highland Lakes,Sussex,1.00
Jayson Romine,Off Premise,230902,Buy Rite Liquors Franklin,244 NJ-23,Franklin,Sussex,1.00
Jayson Romine,Off Premise,230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,Franklin,Sussex,1.00
Jayson Romine,Off Premise,191408,Super Saver Liq,322 Howard Blvd,Mt Arlington,Morris 1,1.00
Jayson Romine,Off Premise,191302,Liquor Factory I Landing,175 Lakeside Blvd # 9,Landing,Morris 1,1.00
Jayson Romine,Off Premise,231308,Wantage Plaza Liq Outlet,205 NJ-23,Wantage,Sussex,1.00
Jayson Romine,Off Premise,230114,Liquor Factory III Sparta,41 Woodport Road,Sparta,Sussex,1.00
Jayson Romine,Off Premise,231315,Woody's Liq Shop (A),83 Hamburg Ave,Wantage,Sussex,1.00
Jayson Romine,Off Premise,230438,Weiss Super Market 147 Franklin,140-146 Rt 23,Franklin,Sales,1.00
Jayson Romine,Off Premise,191526,Liquor Factory IV Hopatcong,128 Lakeside Blvd,Hopatcong,Sussex,1.00
Jayson Romine,Off Premise,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,Newton,Sussex,1.00
Jayson Romine,Off Premise,230105,ShopRite Wines & Spirits of Sparta,16 North Village Blvd,Sparta,Sussex,1.00
Jim Heaney,Off Premise,29013,Lyndhurst Liquors (P),298 Ridge Road,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,30003,Mason's Cellar (A),32 Ames Ave,Rutherford,Bergen,1.00
Jim Heaney,On Premise,30030,Sonoma Bistro,59 Park Ave,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,29011,World of Wine & Liquor,419 Valley Brook Ave.,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,25032,Liquor Mart 46,1081 US-46,Clifton,Passaic,1.00
Jim Heaney,Off Premise,24037,Vasel's (A),586 Bloomfield Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,24021,Liquor Stop (P) (Clifton),565 Clifton Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,25023,Clifton Wine & Liquor,111 Lakeview Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,28007,Metro Liquors (North Arlington),17 Schuyler Ave,North Arlington,Bergen,1.00
Jim Heaney,Off Premise,30007,Village Wine (P),75 Park Ave,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,30006,Forest Dairy (A),10 Spring Dell,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,24020,US#1 Wine & Liquor,534 Van Houten Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,24014,Bottleneck Liquors,120 Market St,Clifton,Passaic,1.00
Jim Heaney,Off Premise,23007,Field Liquors (A),1006 W Rt 46 W,Clifton,Passaic,1.00
Jim Heaney,Off Premise,25042,Town Liquors,805 Van Houten Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,24017,Rainbow Liquor (P),292 Lakeview Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,27016,Marina's Wine & Spirits,497 Van Houten Ave,Passaic,Passaic,1.00
Jim Heaney,Off Premise,24002,Swizzle Stick Liq (A),137 3rd St,Clifton,Passaic,1.00
Jim Heaney,Off Premise,30010,Krauser Food & Liq(A),275 Park Ave,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,24016,Broad Liquors (A),1187 Broad Street,Clifton,Passaic,1.00
Jim Heaney,Off Premise,29009,Quick Buy,149 Ridge Rd,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,25017,Savers Club Liquor Locker,314 Clifton Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,30005,Rutherford Wine (A),270 Park Ave,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,29003,Liquor Shed,740 Ridge Road,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,13008,Little Falls Liq(P),315 Main Street,Little Falls,Passaic,1.00
Jim Heaney,Off Premise,24001,Richfield Liquors,1362 Clifton Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,23002,Valley Liquors (A),343 Hazel St,Clifton,Passaic,1.00
Jim Heaney,Off Premise,25031,Lexington Liquors (Z),430 Lexington Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,28012,Lucky 7 (A),77 River Rd,North Arlington,Bergen,1.00
Jim Heaney,Off Premise,24009,Quik Stop Conv(Z),261 Clifton Avenue,Clifton,Passaic,1.00
Jim Heaney,Off Premise,29008,Krauszers Food,121-123 Valley Brook Ave,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,30004,West End Wine & Liq,311 Union Ave,Rutherford,Bergen,1.00
Jim Heaney,Off Premise,28011,Liquor Mart (North Arlington),126 Ridge Rd,North Arlington,Bergen,1.00
Jim Heaney,Off Premise,29012,Riverside Liquors,601 Riverside Ave,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,24005,Henry's Liquors,1224 Van Houten Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,13017,On The Rocks,101 Newark Pompton Turnpike,Little Falls,Passaic,1.00
Jim Heaney,Off Premise,25008,Clifton Commons S & W,132 Kingsland Rd Suite 4,Clifton,Passaic,1.00
Jim Heaney,Off Premise,23003,Pete's Liquors,383 Valley Road,Clifton,Passaic,1.00
Jim Heaney,Off Premise,29017,Meadow Fine Liquors,425 Lewandowski St.,Lyndhurst,Bergen,1.00
Jim Heaney,Off Premise,24011,Shoppers Vineyard (A),875 Bloomfield Ave,Clifton,Passaic,1.00
Jim Heaney,Off Premise,28004,Schuyler Food,574 Schuyler Ave,North Arlington,Bergen,1.00
Jim Heaney,Off Premise,24012,Dante's Liquor & Wine,729 Van Houten Ave,Clifton,Passaic,1.00
John Neukum,Off Premise,39019,Costco 1214 Teterboro (NA),2 Teterboro Landing Dr,Teterboro,Bergen,1.00
John Neukum,Off Premise,24059,Costco 306 Clifton (NA),20 Bridewell Place,Clifton,Passaic,1.00
John Neukum,Off Premise,12060,Costco Whlse V#32366-Wayn,149 Rt. 23,Wayne,Passaic,1.00
John Neukum,Off Premise,31019,Bj's Warehouse E Rutherfo,300 Rt 17 N,East Rutherford,Bergen,1.00
John Neukum,Off Premise,24010,Western Bev 21088 Clift,20 Bridewell Place,Clifton,Passaic,1.00
John Neukum,Off Premise,201026,Sam's Club (Secaucus),300 Park Plaza Dr,Secaucus,Hudson,1.00
John Neukum,Off Premise,39016,NB Liquors,2 Teterboro Landing Dr,Teterboro,Bergen,1.00
John Neukum,Off Premise,190931,Costco 315 Wharton (NA),315 Rt. 15 North,Wharton,Bergen,1.00
John O'Donoghue,On Premise,190018,Big Ed's (Circle Bowl),1107 Route 46 W,Ledgewood,Morris 2,1.00
John O'Donoghue,Off Premise,190656,"Kenvil Liquor,Wine & Food",601 Us-46 West,Kenvil,Morris 2,1.00
John O'Donoghue,On Premise,192161,Pancho Villa Rodeo,142 E Blackwell St,Dover,Morris 2,1.00
John O'Donoghue,On Premise,250313,Noches de Columbia (Randolph),140 Route 10 West,Randolph,Morris 2,1.00
John O'Donoghue,Off Premise,190060,The Wine Cellar,1194 Sussex Turnpike,Mt Freedom,Morris 2,1.00
John O'Donoghue,On Premise,190068,River Grille,34 River Rd,Chatham,Morris 2,1.00
John O'Donoghue,Off Premise,190001,Gary's Wine & Marketplace (Madison),121 Main Street,Madison,Morris 2,1.00
John O'Donoghue,Off Premise,190929,L & L Package Store,264 Us-46,Mine Hill,Morris 2,1.00
John O'Donoghue,On Premise,190032,The Thirsty Turtle (Florham Park),186 Columbia Turnpike,Florham Park,Morris 2,1.00
John O'Donoghue,On Premise,190035,Revolution Bar,9 South Street,Morristown,Morris 2,1.00
John O'Donoghue,Off Premise,190671,Country Farms,87 Division Ave,Millington,Morris 2,1.00
John O'Donoghue,Off Premise,190324,Powder Mill Plaza Liquors,28 Gibralter Dr,Morris Plains,Morris 2,1.00
John O'Donoghue,Off Premise,190655,Sandy's Wine & Spirits (Flanders),293 Us-206,Flanders,Morris 2,1.00
John O'Donoghue,On Premise,192141,Margarita's Bar & Grill,330 S Salem St.,Dover,Morris 2,1.00
John O'Donoghue,On Premise,190042,Dublin Pub (A),4 Pine Street,Morristown,Morris 2,1.00
John O'Donoghue,On Premise,190618,Sogo,248 Rt 46 West,Denville,Morris 2,1.00
John O'Donoghue,Off Premise,192158,Weis Market,146 Center Grove Rd,Randolph,Morris 2,1.00
John O'Donoghue,Off Premise,250044,Vine Republic (Berkeley Height),500 Springfield Ave,Berkeley Heights,Union,1.00
John O'Donoghue,Off Premise,190030,Florham Park Liquors,184 Columbia Turnpike,Florham Park,Morris 2,1.00
John O'Donoghue,On Premise,190513,Redwoods Bar & Grill,459 Main St.,Chester,Morris 2,1.00
John O'Donoghue,On Premise,190796,The Office Bar/Los Arrieros,34 West Clinton St.,Dover,Morris 2,1.00
John O'Donoghue,Off Premise,191826,Bottle King (Z) Chatham,41 Watchung Avenue,Chatham,Morris 2,1.00
John O'Donoghue,Off Premise,190670,Wine World (A),1001 Valley Road,Long Hill Twp,Morris 2,1.00
John O'Donoghue,Off Premise,190017,Wine & Whiskey Country Morris Plains,16 Burnham Rd,Morris Plains,Morris 2,1.00
John O'Donoghue,On Premise,150099,Prime 94 Steakhouse & Grill,94 Fairfield Road,Fairfield,Essex,1.00
John O'Donoghue,Off Premise,190003,Thomas Liq,26 S Morris St,Dover,Morris 2,1.00
John O'Donoghue,Off Premise,190313,Convenience Liquors,1129 Us-46,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,190652,Shop Rite W & S Chester,120 Us-206,Chester,Morris 2,1.00
John O'Donoghue,On Premise,190016,12 Islands Greek Taverna,1255 Valley Rd,Stirling,Morris 2,1.00
John O'Donoghue,On Premise,190431,SOCIAL HUB BY DHABA,1735 RT 46,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,190616,Partners Discount Liquors,123 E Main St # 2,Denville,Morris 2,1.00
John O'Donoghue,Off Premise,191827,Best Cellars(Ledgewood),1001 Us Highway 46,Ledgewood,Morris 2,1.00
John O'Donoghue,On Premise,191824,Grasshopper Off The Green,41-43 Morris St,Morristown,Morris 2,1.00
John O'Donoghue,Off Premise,190300,Gillette Liquor,399 Valley Rd,Gillette,Morris 2,1.00
John O'Donoghue,On Premise,250900,Arirang Hibachi Steakhous,1230 Us-22,Mountainside,Union,1.00
John O'Donoghue,Off Premise,190509,Krauszers (Long Valley),67 East Mill Road,Long Valley,Morris 2,1.00
John O'Donoghue,Off Premise,190650,Shop Rite Wines & Spirits of Roxbury#832,281-8 NJ-10,Succasunna,Morris 2,1.00
John O'Donoghue,Off Premise,150031,Fairfield Wine Cellar,99 Us-46,Fairfield,Essex,1.00
John O'Donoghue,Off Premise,190500,Wine & Whisky Country,"350 Rte 24, Chester, NJ 07930",Chester,Morris 2,1.00
John O'Donoghue,Off Premise,190224,Stirling Fine Wines,1168 Valley Rd,Stirling,Morris 2,1.00
John O'Donoghue,On Premise,32033,Pulse Gentleman's Club,325 Patterson Plank Rd,Carlstadt,Sales,1.00
John O'Donoghue,Off Premise,190651,Bottle King (A) Ledgewood,260 NJ-10,Succasunna,Morris 2,1.00
John O'Donoghue,On Premise,192009,Bar Cilento,37 Plainfield Rd,Stirling,Morris 2,1.00
John O'Donoghue,Off Premise,190036,Wine Cellar Of Morristown,163 South Street,Morristown,Morris 2,1.00
John O'Donoghue,On Premise,190505,Old Mill Tavern,55 Rte 24,Chester,Morris 2,1.00
John O'Donoghue,Off Premise,190055,Ridgedale Wine & Liq,480 Ridgedale Ave,East Hanover,Morris 2,1.00
John O'Donoghue,Off Premise,191835,The Village Liquor Store_2,178 East Hanover Ave,Cedar Knolls,Morris 2,1.00
John O'Donoghue,Off Premise,190326,Cambridge Wines (191 Morristown),191 E Hanover Ave,Morristown,Morris 2,1.00
John O'Donoghue,On Premise,190299,Vintage Tavern,342 Valley Rd,Gillette,Morris 2,1.00
John O'Donoghue,Off Premise,190111,Bottle King Morris Plains,246 Littleton Rd,Morris Plains,Morris 2,1.00
John O'Donoghue,Off Premise,190012,Joe Canal's Disc Liq,799 Us-46,Parsippany,Morris 2,1.00
John O'Donoghue,On Premise,190429,Sheraton Parsippany Hotel,199 Smith Rd,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,61001,Haworth Fine Wine/Spirits,155 Terrace St,Haworth,Bergen,1.00
John O'Donoghue,On Premise,190721,Liquor Point,260 RT 46 East,Dover,Morris 2,1.00
John O'Donoghue,On Premise,190112,Hoovers Tavern,960 Tabor Rd,Morris Plains,Morris 2,1.00
John O'Donoghue,Off Premise,190015,Buyrite Of Chatham,650 Shunpike Rd,Chatham,Morris 2,1.00
John O'Donoghue,Off Premise,190107,Wine & Whiskey Country Pine Brook,36 Rt 46 West,Pine Brook,Morris 2,1.00
John O'Donoghue,Off Premise,190309,Shop Rite Liq Parsippany,808 Us-46,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,63001,X Plor Wine,27 Park Street,Demarest,Bergen,1.00
John O'Donoghue,Off Premise,192073,Randolph Liquors,301 S Salem St,Dover,Morris 2,1.00
John O'Donoghue,Off Premise,190022,Bottle Republic (Randolph),140 NJ-10W STE 6,Randolph,Morris 2,1.00
John O'Donoghue,Off Premise,190228,Midtown Wine Merchant(A),168 Speedwell Ave,Morristown,Morris 2,1.00
John O'Donoghue,Off Premise,190657,Shay's Liquors_2,286 Us-206,Flanders,Morris 2,1.00
John O'Donoghue,Off Premise,190006,Main St Wines & Liq,300 Main St,Madison,Morris 2,1.00
John O'Donoghue,On Premise,192147,Valley Rest & Pub,59 E Mill Rd #208,Long Valley,Morris 2,1.00
John O'Donoghue,On Premise,192052,Swim And Sports Club,272 Emmans Rd,Flanders,Morris 2,1.00
John O'Donoghue,On Premise,150250,Par 440 Restaurant,440 Parsonage Hill Rd,Short Hills,Essex,1.00
John O'Donoghue,On Premise,190021,Randolph Diner,517 New Jersey 10,Randolph,Morris 2,1.00
John O'Donoghue,Off Premise,60003,Charlie's Liquor and Convenience,68 E Madison Ave,Dumont,Bergen,1.00
John O'Donoghue,On Premise,190512,Omg Burger & Brew,141 Schooley's Mtn. Rd,Long Valley,Morris 2,1.00
John O'Donoghue,Off Premise,190070,Hickory Wine Cellar,641 Shunpike Road,Chatham,Morris 2,1.00
John O'Donoghue,Off Premise,190711,Shop Rite Liquors,437 Rt 46 E,Rockaway,Morris 2,1.00
John O'Donoghue,Off Premise,190504,El Dorado Wine House,340 Us-46,Mountain Lakes,Morris 2,1.00
John O'Donoghue,On Premise,190004,54 Main Cafe,54 Main St,Madison,Morris 2,1.00
John O'Donoghue,Off Premise,250001,Vine Republik (Mountainside),1267 Rte 22,Mountainside,Union,1.00
John O'Donoghue,On Premise,190230,Stirling Hotel,227 Main Ave,Stirling,Morris 2,1.00
John O'Donoghue,On Premise,192008,At The Hop,14 N Morris St,Dover,Morris 2,1.00
John O'Donoghue,Off Premise,190797,Basket Of Cheer (Dover),331 Us Hwy 46,Dover,Morris 2,1.00
John O'Donoghue,Off Premise,190222,Green Hill Liquors (A),168 Parsippany Rd,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,190005,Rose City Liquors,84 Main St,Madison,Morris 2,1.00
John O'Donoghue,Off Premise,190027,Wegmans,34-A Sylvan Way,Parsippany,Morris 2,1.00
John O'Donoghue,Off Premise,190040,Four Seasons Wine & Liq,131 Morris St,Morristown,Morris 2,1.00
John O'Donoghue,Off Premise,191838,Village Wine & Liquors,88 E Main St # G,Mendham,Morris 2,1.00
Klejdi Lamo,Off Premise,190207,Liquor Outlet,289 Myrtle Ave,Boonton,Morris 1,1.00
Klejdi Lamo,Off Premise,191511,Nova Liquors,49 Lakeside Blvd,Hopatcong,Sussex,1.00
Klejdi Lamo,Off Premise,190705,Rockaway W/L,73 W Main St,Rockaway,Morris 1,1.00
Klejdi Lamo,Off Premise,191713,Stanhope Liquors,141 Rt 183,Stanhope,Sussex,1.00
Klejdi Lamo,Off Premise,191518,3 IN 1 LIQUORS INC,47 Hopatchung Rd,Hopatcong,Sussex,1.00
Klejdi Lamo,On Premise,190702,Smith's Tavern,175 E Main St,Rockaway,Morris 1,1.00
Klejdi Lamo,Off Premise,190901,Berkshire(P) Bot. Shop,915 Berkshire Valley Rd,Wharton,Morris 1,1.00
Klejdi Lamo,Off Premise,190216,House of Wine & Liquor,308 E Wootton St,Boonton,Morris 1,1.00
Klejdi Lamo,Off Premise,190101,Montville Wine & Spirits,223 Changebridge Road,Montville,Morris 1,1.00
Klejdi Lamo,Off Premise,190304,Shoppers Disc Liquor,65-69 N Beverwyck Rd,Lake Hiawatha,Morris 1,1.00
Klejdi Lamo,Off Premise,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,Budd Lake,Morris 1,1.00
Klejdi Lamo,Off Premise,191604,The Village Place,31 Allen St,Netcong,Morris 1,1.00
Klejdi Lamo,Off Premise,190804,Midtown Liq,101 White Meadow Rd,Rockaway,Morris 1,1.00
Klejdi Lamo,Off Premise,190603,Denville W & L,43 Broadway,Denville,Morris 1,1.00
Klejdi Lamo,Off Premise,190208,Boonton Liquor Locker,119 Hawkins Pl,Boonton,Morris 1,1.00
Klejdi Lamo,Off Premise,191213,Island Of Spirits (P),3025 Rt 23 N,Oak Ridge,Passaic,1.00
Klejdi Lamo,Off Premise,190913,Main Street Liquor,340 S Main St,Wharton,Morris 1,1.00
Klejdi Lamo,Off Premise,190802,Sam's Liq Wine (P),325 W Clinton St,Dover,Morris 1,1.00
Klejdi Lamo,Off Premise,190302,Basket Of Cheer Ii (Lake Hiawatha),149 N Beverwyck Rd,Lake Hiawatha,Morris 1,1.00
Klejdi Lamo,Off Premise,191803,Kingston Liquors,7 Naughright Rd,Hackettstown,Morris 1,1.00
Klejdi Lamo,Off Premise,190917,Shop Rite Liq (A)Wharton,306 NJ-15,Wharton,Morris 3,1.00
Klejdi Lamo,Off Premise,191606,Quick Check Liquor (A),70 Main St,Netcong,Morris 1,1.00
Klejdi Lamo,Off Premise,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,Stanhope,Sussex,1.00
Klejdi Lamo,Off Premise,191608,Shop-Rite(A) Netcong,75 Us-46 Lackawanna Plaza,Netcong,Morris 1,1.00
Klejdi Lamo,Off Premise,191210,Milton Inn,3 Ridge Rd & Berkshire,Oak Ridge,Morris 1,1.00
Klejdi Lamo,Off Premise,191812,Patel Liqr & Gro(P),114 Us-46,Budd Lake,Morris 1,1.00
Klejdi Lamo,Off Premise,1003,23 liquor & Tobacco,3051 Route 23,Oak Ridge,Sales,1.00
Klejdi Lamo,Off Premise,190907,Wharton Liquor Store,41 N Main St,Wharton,Morris 1,1.00
Matt Powierski,Off Premise,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,1.00
Matt Powierski,Off Premise,42002,L. F. Wine Country (P),299 Bergen Pike,Little Ferry,Bergen,1.00
