Supplier,Brand Family,Segment,Sub-Segments,Package,Cases   1/1/2025 - 7/31/2025,Cases   1/1/2026 - 7/31/2026,Cases Unit Difference,Cases Percentage Difference,$Vol   1/1/2025 - 7/31/2025,$Vol   1/1/2026 - 7/31/2026,$Vol Unit Difference,$Vol Percentage Difference
Heineken USA,Dos Equis,Beer,Beer - Import,2/12/12oz NR,1577.00,1513.00,-64.00,-4.1%,"$44,236.30","$40,810.90","($3,425.40)",-7.7%
Heineken USA,Newcastle,Beer,Beer - Import,4/6/11.2oz NR,,327.00,327.00,0.0%,,"$9,821.80","$9,821.80",0.0%
Heineken USA,Heineken Silver,Beer,Beer - Import,1/12/24oz Can,44.00,-1.00,-45.00,-102.3%,"$1,297.70",($31.80),"($1,329.50)",-102.5%
Heineken USA,Tecate,Beer,Beer - Import,1/12/24oz Can,4736.00,4828.00,92.00,1.9%,"$80,221.80","$81,892.85","$1,671.05",2.1%
Heineken USA,Heineken Light,Beer,Beer - Import,2/12/12oz NR,4516.00,3614.00,-902.00,-20.0%,"$141,766.75","$112,461.00","($29,305.75)",-20.7%
Heineken USA,Strongbow,Cider,Cider,4/6/11.2oz NR,391.00,380.00,-11.00,-2.8%,"$13,489.50","$13,110.00",($379.50),-2.8%
Heineken USA,Red Stripe,Beer,Beer - Import,4/6/11.2oz NR,2327.00,2464.00,137.00,5.9%,"$64,088.00","$67,859.00","$3,771.00",5.9%
Hofbrauhaus USA,Hofbrau Usa,Beer,Beer - Import,24/11.2oz NR,702.00,,-702.00,-100.0%,"$18,554.40",,"($18,554.40)",-100.0%
Hofbrauhaus USA,Hofbrau Usa,Beer,Beer - Import,50 Liter Keg (13.2 Gal),451.00,551.00,100.00,22.2%,"$91,220.00","$111,865.00","$20,645.00",22.6%
Hofbrauhaus USA,Hofbrau Usa,Beer,Beer - Import,4/6/11.2oz NR,3037.00,3876.00,839.00,27.6%,"$120,618.00","$156,307.60","$35,689.60",29.6%
Hofbrauhaus USA,Hofbrau Usa,Beer,Beer - Import,2/5 Liter Keg,244.00,8.00,-236.00,-96.7%,"$10,446.00",$369.00,"($10,077.00)",-96.5%
Hofbrauhaus USA,Hofbrau Usa,Beer,Beer - Import,6/4/16.9oz Can,119.00,,-119.00,-100.0%,"$5,363.00",,"($5,363.00)",-100.0%
HOP WTR,HOP WTR,Non-Alc,Non-Alc - Soda,2/12/12oz Can,322.00,204.00,-118.00,-36.6%,"$9,614.90","$6,048.80","($3,566.10)",-37.1%
HOP WTR,HOP WTR,Non-Alc,Non-Alc - Soda,4/6/12oz Can,277.00,37.00,-240.00,-86.6%,"$8,101.40","$1,105.45","($6,995.95)",-86.4%
HOP WTR,HOP WTR,Non-Alc,Non-Alc - Soda,4/6/11.2oz Can,48.00,0.00,-48.00,-100.0%,"$1,397.80",$0.00,"($1,397.80)",-100.0%
Hornell Brewing Company,Arizona Hard,RTD,RTD,1/24/12oz Can,19.00,67.00,48.00,252.6%,$892.00,"$2,691.00","$1,799.00",201.7%
Hornell Brewing Company,Arizona Hard,RTD,RTD,3/8/12oz Can,1840.00,363.00,-1477.00,-80.3%,"$82,388.00","$13,655.00","($68,733.00)",-83.4%
Hygrade Beverage,Soda Birch,Non-Alc,Non-Alc - Soda,15.5 Gal Keg,-1.00,,1.00,-100.0%,($82.00),,$82.00,-100.0%
Island Brands USA,Island Brands,Beer,Beer - Craft,4/6/12oz Can,-16.00,,16.00,-100.0%,($517.00),,$517.00,-100.0%
Island Brands USA,Island Brands,FMB,FMB,6/4/16oz Can,3.00,,-3.00,-100.0%,$102.00,,($102.00),-100.0%
Island Brands USA,Island Brands,Beer,Beer - Craft,2/12/12oz Can,-4.00,,4.00,-100.0%,($136.00),,$136.00,-100.0%
Ithaca,Ithaca,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),35.00,24.00,-11.00,-31.4%,"$3,840.00","$2,637.00","($1,203.00)",-31.3%
Ithaca,Ithaca,Beer,Beer - Craft,15.5 Gal Keg,16.00,,-16.00,-100.0%,"$3,470.00",,"($3,470.00)",-100.0%
Ithaca,Ithaca,Beer,Beer - Craft,5.2 Gal Keg,8.00,,-8.00,-100.0%,$837.00,,($837.00),-100.0%
Ithaca,Ithaca,Beer,Beer - Craft,6/4/16oz Can,39.00,6.00,-33.00,-84.6%,"$1,937.00",$318.00,"($1,619.00)",-83.6%
Ithaca,Ithaca,Beer,Beer - Craft,4/6/16oz Can,2.00,,-2.00,-100.0%,$92.00,,($92.00),-100.0%
Ithaca,Ithaca,Beer,Beer - Craft,4/6/12oz NR,225.00,193.00,-32.00,-14.2%,"$8,299.00","$7,069.00","($1,230.00)",-14.8%
Jersey Girl,Jersey Girl,Beer,Beer - Craft,15.5 Gal Keg,4.00,,-4.00,-100.0%,$875.00,,($875.00),-100.0%
Jersey Girl,Jersey Girl,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),-1.00,,1.00,-100.0%,($127.00),,$127.00,-100.0%
Jersey Girl,Jersey Girl,Beer,Beer - Craft,6/4/16oz Can,-28.00,,28.00,-100.0%,"($1,564.00)",,"$1,564.00",-100.0%
Jerzey Jungle LLC,Jerzey Jungle,Spirits,Spirits - Other,1/12/750ml Btl,3.00,7.00,4.00,133.3%,$426.00,$910.00,$484.00,113.6%
Jerzey Jungle LLC,Jerzey Jungle,Spirits,Spirits - Other,6/1.75 Liter Btl,13.00,4.00,-9.00,-69.2%,"$1,248.00",$366.00,($882.00),-70.7%
Kimo Spirits,Trusted Friend Cocktails,RTD,RTD,12/375ml Btl,2.00,,-2.00,-100.0%,$161.25,,($161.25),-100.0%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,2/12/12oz NR,1320.00,1232.00,-88.00,-6.7%,"$42,543.00","$40,816.00","($1,727.00)",-4.1%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,15.5 Gal Keg,146.00,151.00,5.00,3.4%,"$28,602.00","$29,669.00","$1,067.00",3.7%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,2/12/12oz Can,3618.00,3706.00,88.00,2.4%,"$116,618.00","$122,425.00","$5,807.00",5.0%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,1/12/19.2oz,44.00,6.00,-38.00,-86.4%,"$1,489.00",$211.00,"($1,278.00)",-85.8%
Lagunitas Brewing Co,Lagunitas NA,Beer,Beer - Non-Alc,6/4/12oz NR,24.00,10.00,-14.00,-58.3%,$614.40,$256.65,($357.75),-58.2%
Lagunitas Brewing Co,Lagunitas NA,Beer,Beer - Non-Alc,2/12/12oz Can,116.00,109.00,-7.00,-6.0%,"$2,958.00","$3,585.00",$627.00,21.2%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,1/24/12oz Can,224.00,431.00,207.00,92.4%,"$6,005.00","$11,565.00","$5,560.00",92.6%
Lagunitas Brewing Co,Lagunitas NA,Beer,Beer - Non-Alc,4/6/12oz Can,182.00,122.00,-60.00,-33.0%,"$5,543.00","$4,173.50","($1,369.50)",-24.7%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,1/4 BBL Keg (7.75 Gal),92.00,53.00,-39.00,-42.4%,"$11,955.46","$6,894.75","($5,060.71)",-42.3%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Import,4/6/12oz Can,,35.00,35.00,0.0%,,"$1,292.00","$1,292.00",0.0%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,4/6/12oz Can,2625.00,2623.00,-2.00,-0.1%,"$97,065.75","$97,754.40",$688.65,0.7%
Lagunitas Brewing Co,Lagunitas NA,Beer,Beer - Non-Alc,4/6/12oz NR,66.00,,-66.00,-100.0%,"$2,067.50",,"($2,067.50)",-100.0%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Import,1/4 BBL Keg (7.75 Gal),,8.00,8.00,0.0%,,"$1,062.00","$1,062.00",0.0%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,12/19.2oz Can,430.00,344.00,-86.00,-20.0%,"$13,713.85","$11,677.50","($2,036.35)",-14.8%
Lagunitas Brewing Co,Lagunitas,Beer,Beer - Craft,4/6/12oz NR,2418.00,2249.00,-169.00,-7.0%,"$88,341.15","$83,515.20","($4,825.95)",-5.5%
Licores Artesanales,Desquite,Spirits,Spirits - Tequila,1/6/750 mL (BO),,83.17,83.17,0.0%,,"$8,304.33","$8,304.33",0.0%
Little Water Distillery,Whitecap,Spirits,Spirits - Whiskey,6/750ml Btl,1.00,1.00,0.00,0.0%,$170.00,$170.00,$0.00,0.0%
Little Water Distillery,Rusted Revolver,Spirits,Spirits - Gin,6/750ml Btl,5.00,5.00,0.00,0.0%,$780.00,$780.00,$0.00,0.0%
Little Water Distillery,Whitecap,Spirits,Spirits - Other,6/750ml Btl,,2.00,2.00,0.0%,,$330.00,$330.00,0.0%
Little Water Distillery,48 Blocks,Spirits,Spirits - Other,6/750ml Btl,19.00,18.00,-1.00,-5.3%,"$2,897.50","$2,601.00",($296.50),-10.2%
Little Water Distillery,48 Blocks,Spirits,Spirits - Vodka,6/750ml Btl,,2.00,2.00,0.0%,,$240.00,$240.00,0.0%
Lo Secco LLC,Lo Secco,Wine,Wine - Sparkling,1/12/750ml Btl,,21.00,21.00,0.0%,,"$4,080.00","$4,080.00",0.0%
Local Choice Inc,Striped Pig,Spirits,Spirits - Whiskey,1/6/750 mL (BO),,5.33,5.33,0.0%,,"$2,430.00","$2,430.00",0.0%
Local Choice Inc,Striped Pig,Spirits,Spirits - Vodka,1/6/750 mL (BO),,16.00,16.00,0.0%,,"$1,824.00","$1,824.00",0.0%
Local Choice Inc,Striped Pig,Spirits,Spirits - Whiskey,1/6/750 mL,,11.00,11.00,0.0%,,"$1,254.00","$1,254.00",0.0%
Lodo Brands,LoDo,THC,THC,1/6/750 mL,39.00,62.00,23.00,59.0%,"$8,194.00","$7,257.00",($937.00),-11.4%
Lodo Brands,LoDo,THC,THC,48/60 ML,127.00,28.00,-99.00,-78.0%,"$10,801.00","$2,454.00","($8,347.00)",-77.3%
Lodo Brands,LoDo,THC,THC,6/750ml Btl,,87.00,87.00,0.0%,,"$9,267.00","$9,267.00",0.0%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,2/12/12oz Can,4397.00,2858.00,-1539.00,-35.0%,"$132,422.50","$85,563.50","($46,859.00)",-35.4%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,4/6/12oz Can,,1873.00,1873.00,0.0%,,"$59,070.25","$59,070.25",0.0%
Mark Anthony,Ole,RTD,RTD,3/8/12oz Can,,413.00,413.00,0.0%,,"$19,811.00","$19,811.00",0.0%
Mark Anthony,Mike's Harder,FMB,FMB,12/23.5oz Can,6022.00,5488.00,-534.00,-8.9%,"$162,989.00","$159,482.00","($3,507.00)",-2.2%
Mark Anthony,Ole,RTD,RTD,6/4/12oz Can,,165.00,165.00,0.0%,,"$7,998.00","$7,998.00",0.0%
Mark Anthony,White Claw,RTD,RTD,6/4/12oz Can,-1.00,,1.00,-100.0%,($60.00),,$60.00,-100.0%
Mark Anthony,White Claw,Seltzer,Seltzer,24/1/16.00 oz,140.00,,-140.00,-100.0%,"$2,840.00",,"($2,840.00)",-100.0%
Mark Anthony,Mike's Harder,FMB,FMB,1/12/24oz Can,191.00,175.00,-16.00,-8.4%,"$5,169.50","$5,075.00",($94.50),-1.8%
Mark Anthony,Cayman Jack,RTD,RTD,4/6/11.2oz NR,8548.00,9261.00,713.00,8.3%,"$269,286.00","$290,295.75","$21,009.75",7.8%
Mark Anthony,White Claw,Seltzer,FMB,1/24/12oz Can,,347.00,347.00,0.0%,,"$9,425.30","$9,425.30",0.0%
Mark Anthony,White Claw,Seltzer,Seltzer,2/12/12oz Can,84767.00,74451.00,-10316.00,-12.2%,"$2,610,021.99","$2,298,497.94","($311,524.05)",-11.9%
Mark Anthony,White Claw,FMB,FMB,2/12/12oz Can,3174.00,2223.00,-951.00,-30.0%,"$96,692.54","$68,113.52","($28,579.02)",-29.6%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,4/6/11.2oz NR,14569.00,10754.00,-3815.00,-26.2%,"$457,556.50","$340,415.75","($117,140.75)",-25.6%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,24/11.2oz NR,332.00,,-332.00,-100.0%,"$7,305.97",,"($7,305.97)",-100.0%
Mark Anthony,Mike's Harder,FMB,FMB,2/12/12oz Can,577.00,589.00,12.00,2.1%,"$17,418.00","$17,711.50",$293.50,1.7%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,1/12/24oz Can,102.00,106.00,4.00,3.9%,"$2,771.50","$3,076.00",$304.50,11.0%
Mark Anthony,Dillon's Cocktails,RTD,RTD,3/8/12oz Can,251.00,355.00,104.00,41.4%,"$11,480.00","$16,375.00","$4,895.00",42.6%
Mark Anthony,White Claw,Seltzer,Seltzer,3/8/12oz Can,209.00,-1.00,-210.00,-100.5%,"$9,304.00",($60.00),"($9,364.00)",-100.6%
Mark Anthony,Cayman Jack,RTD,RTD,2/12/12oz Can,7250.00,7292.00,42.00,0.6%,"$217,969.25","$218,067.00",$97.75,0.0%
Mark Anthony,Mxd Cocktails,FMB,FMB,1/24/16.00 oz,1277.00,1730.00,453.00,35.5%,"$40,910.80","$55,395.10","$14,484.30",35.4%
Mark Anthony,Mike's Hard Dirty Lemonade,FMB,FMB,1/12/24oz Can,,140.00,140.00,0.0%,,"$4,072.00","$4,072.00",0.0%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,2/12/11.2oz NR,2297.00,1899.00,-398.00,-17.3%,"$69,238.00","$57,337.50","($11,900.50)",-17.2%
Mark Anthony,White Claw,Seltzer,Beer - Non-Alc,2/12/12oz Can,463.00,488.00,25.00,5.4%,"$14,455.00","$15,177.90",$722.90,5.0%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,4/6/12oz NR,686.00,-2.00,-688.00,-100.3%,"$21,460.50",($62.50),"($21,523.00)",-100.3%
Mark Anthony,White Claw,RTD,RTD,3/8/12oz Can,329.00,8.00,-321.00,-97.6%,"$14,928.00",$270.00,"($14,658.00)",-98.2%
Mark Anthony,Mxd Cocktails,FMB,FMB,6/4/12oz Can,,67.00,67.00,0.0%,,"$2,163.50","$2,163.50",0.0%
Mark Anthony,White Claw,RTD,RTD,1/24/12oz Can,8.00,,-8.00,-100.0%,$160.00,,($160.00),-100.0%
Mark Anthony,Cayman Jack,RTD,RTD,1/12/24oz Can,460.00,233.00,-227.00,-49.3%,"$12,520.00","$6,815.50","($5,704.50)",-45.6%
Mark Anthony,Mike's Hard Dirty Lemonade,FMB,FMB,2/12/12oz Can,,455.00,455.00,0.0%,,"$13,774.50","$13,774.50",0.0%
Mark Anthony,Ole,RTD,RTD,1/12/19.2 oz Can,,69.00,69.00,0.0%,,"$2,911.50","$2,911.50",0.0%
Mark Anthony,White Claw,Seltzer,Beer - Non-Alc,4/6/12oz Can,140.00,65.00,-75.00,-53.6%,"$4,719.55","$2,132.80","($2,586.75)",-54.8%
Mark Anthony,White Claw,Seltzer,Seltzer,12/19.2oz Can,29138.00,29888.00,750.00,2.6%,"$788,477.00","$869,366.00","$80,889.00",10.3%
Mark Anthony,Dillon's Cocktails,RTD,RTD,6/4/12oz Can,115.00,75.00,-40.00,-34.8%,"$5,295.00","$3,545.00","($1,750.00)",-33.1%
Mark Anthony,White Claw,Seltzer,Seltzer,4/6/12oz Can,37776.00,34927.00,-2849.00,-7.5%,"$1,261,860.68","$1,219,566.35","($42,294.33)",-3.4%
Mark Anthony,Cayman Jack,RTD,RTD,1/24/12oz Can,1906.00,2029.00,123.00,6.5%,"$49,258.50","$52,775.50","$3,517.00",7.1%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,1/24/12oz Can,1424.00,435.00,-989.00,-69.5%,"$36,223.40","$11,357.85","($24,865.55)",-68.6%
Mark Anthony,White Claw,FMB,FMB,1/12/19.2oz,168.00,140.00,-28.00,-16.7%,"$4,562.00","$4,094.00",($468.00),-10.3%
Mark Anthony,White Claw,Seltzer,Seltzer,1/24/12oz Can,22076.00,19361.00,-2715.00,-12.3%,"$567,570.33","$499,063.40","($68,506.93)",-12.1%
Mark Anthony,Mike's Hard Lemonade,FMB,FMB,12/23.5oz Can,126.00,23.00,-103.00,-81.7%,"$3,407.00",$667.00,"($2,740.00)",-80.4%
Mark Anthony,Cayman Jack,RTD,RTD,4/6/12oz NR,,1880.00,1880.00,0.0%,,"$58,875.73","$58,875.73",0.0%
Mark Anthony,Cayman Jack,RTD,RTD,1/12/19.2oz,189.00,945.00,756.00,400.0%,"$5,133.00","$27,459.00","$22,326.00",435.0%
Mark Anthony,White Claw,Seltzer,Seltzer,1/24/16.00 oz,3597.00,1039.00,-2558.00,-71.1%,"$107,198.00","$30,528.40","($76,669.60)",-71.5%
Modern Infusions,Hi5,THC,THC,48/60 ML,,1.00,1.00,0.0%,,$84.00,$84.00,0.0%
Modern Infusions,Fiveislands,THC,THC,2/12/12oz Can,,538.00,538.00,0.0%,,"$27,761.00","$27,761.00",0.0%
Modern Infusions,Hi5,THC,THC,4/6/12oz Can,15.00,46.00,31.00,206.7%,$712.00,"$2,291.00","$1,579.00",221.8%
Modern Infusions,Fiveislands,THC,THC,6/4/12oz Can,,124.00,124.00,0.0%,,"$7,859.00","$7,859.00",0.0%
Modern Infusions,Hi5,THC,THC,6/4/12oz Can,40.00,34.00,-6.00,-15.0%,"$1,724.00","$1,576.00",($148.00),-8.6%
Molly's,Molly's,Spirits,Spirits - Other,60/50ml Btl,6.00,16.00,10.00,166.7%,$411.00,"$1,104.00",$693.00,168.6%
Molly's,Molly's,Spirits,Spirits - Other,6/1.75 Liter Btl,121.00,101.00,-20.00,-16.5%,"$16,297.36","$12,724.05","($3,573.31)",-21.9%
Molly's,Molly's,Spirits,Spirits - Other,6/750ml Btl,,3.00,3.00,0.0%,,$142.09,$142.09,0.0%
Molly's,Molly's,Spirits,Spirits - Other,1/12/750ml Btl,92.00,78.00,-14.00,-15.2%,"$12,372.48","$10,155.76","($2,216.72)",-17.9%
Molly's,Molly's,Spirits,Spirits - Other,12/1 Liter Btl,18.00,17.00,-1.00,-5.6%,"$3,040.80","$2,659.20",($381.60),-12.5%
MolsonCoors Beverage Company,Steel Reserve,Beer,Beer - Economy,2/12/12oz Can,214.00,258.00,44.00,20.6%,"$3,072.55","$3,703.95",$631.40,20.5%
MolsonCoors Beverage Company,Steel Reserve Alloy Series,Beer,Beer - Economy,1/12/24oz Can,8.00,,-8.00,-100.0%,$165.60,,($165.60),-100.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,24/16oz Btl,13469.00,12058.00,-1411.00,-10.5%,"$305,530.90","$272,666.60","($32,864.30)",-10.8%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,1/4 BBL Keg (7.75 Gal),1152.00,994.00,-158.00,-13.7%,"$101,813.13","$91,266.13","($10,547.00)",-10.4%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,15/16oz Btl,445.00,1170.00,725.00,162.9%,"$7,932.50","$23,352.60","$15,420.10",194.4%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,15.5 Gal Keg,137.00,163.00,26.00,19.0%,"$15,833.00","$19,810.00","$3,977.00",25.1%
MolsonCoors Beverage Company,Miller Extra Light,Beer,Beer - Super Premium,18/12oz Can,279.00,146.00,-133.00,-47.7%,"$4,913.00","$2,569.60","($2,343.40)",-47.7%
MolsonCoors Beverage Company,NaKed Life,Non-Alc,Non-Alc - Soda,6/4/8.4oz Can,,5.00,5.00,0.0%,,$208.45,$208.45,0.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,4/6/7oz NR,19681.00,14420.00,-5261.00,-26.7%,"$269,665.20","$197,586.50","($72,078.70)",-26.7%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,2/12/12oz NR,3457.00,3128.00,-329.00,-9.5%,"$107,075.69","$96,979.69","($10,096.00)",-9.4%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,1/12/19.2oz,390.00,330.00,-60.00,-15.4%,"$9,109.20","$7,703.80","($1,405.40)",-15.4%
MolsonCoors Beverage Company,Molson,Beer,Beer - Import,4/6/12oz NR,1700.00,1619.00,-81.00,-4.8%,"$44,597.35","$42,437.75","($2,159.60)",-4.8%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,1/12/24oz Can,,0.00,0.00,0.0%,,$0.00,$0.00,0.0%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,4/6/8oz Can,4551.00,2279.00,-2272.00,-49.9%,"$72,053.80","$36,072.20","($35,981.60)",-49.9%
MolsonCoors Beverage Company,Grolsch,Beer,Beer - Import,6/4/15.2oz NR,0.00,,0.00,0.0%,$0.00,,$0.00,0.0%
MolsonCoors Beverage Company,Arnold Palmer,FMB,FMB,2/12/12oz Can,9249.00,5946.00,-3303.00,-35.7%,"$260,701.21","$174,869.80","($85,831.41)",-32.9%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,18/16oz Btl,862.00,638.00,-224.00,-26.0%,"$21,756.90","$16,272.90","($5,484.00)",-25.2%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,2/12/12oz Can,8218.00,8302.00,84.00,1.0%,"$202,426.38","$204,691.16","$2,264.78",1.1%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,24/12oz NR,1533.00,1738.00,205.00,13.4%,"$28,933.40","$34,072.00","$5,138.60",17.8%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,1/4 BBL Keg (7.75 Gal),720.00,670.00,-50.00,-6.9%,"$94,429.00","$87,561.71","($6,867.29)",-7.3%
MolsonCoors Beverage Company,Leinenkugel,Beer,Beer - Craft,4/6/12oz NR,4622.00,4261.00,-361.00,-7.8%,"$161,323.92","$145,314.06","($16,009.86)",-9.9%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,18/12oz Can,26324.00,25172.00,-1152.00,-4.4%,"$463,218.79","$443,231.66","($19,987.13)",-4.3%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,2/12/16oz Can,792.00,1118.00,326.00,41.2%,"$19,696.75","$28,832.90","$9,136.15",46.4%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,2/12/12oz NR,11031.00,9811.00,-1220.00,-11.1%,"$272,259.83","$242,171.40","($30,088.43)",-11.1%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,4/6/12oz Can,1487.00,1157.00,-330.00,-22.2%,"$40,298.10","$31,956.20","($8,341.90)",-20.7%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,18/16oz Btl,6726.00,6532.00,-194.00,-2.9%,"$169,671.00","$166,514.30","($3,156.70)",-1.9%
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,24/12oz NR,349.00,208.00,-141.00,-40.4%,"$7,849.25","$4,663.00","($3,186.25)",-40.6%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,18/12oz Can,370.00,373.00,3.00,0.8%,"$5,439.25","$5,483.10",$43.85,0.8%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,1/24/12oz Can,408.00,549.00,141.00,34.6%,"$9,032.00","$11,858.10","$2,826.10",31.3%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,2/12/7.5oz Can,,118.00,118.00,0.0%,,"$1,685.25","$1,685.25",0.0%
MolsonCoors Beverage Company,Monaco,RTD,RTD,2/12/12oz Can,,231.00,231.00,0.0%,,"$10,849.20","$10,849.20",0.0%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,4/6/16oz Can,2753.00,2789.00,36.00,1.3%,"$74,409.00","$77,117.60","$2,708.60",3.6%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,15.5 Gal Keg,4417.00,4605.00,188.00,4.3%,"$506,243.56","$559,257.26","$53,013.70",10.5%
MolsonCoors Beverage Company,Miller Extra Light,Beer,Beer - Super Premium,4/6/12oz NR,819.00,635.00,-184.00,-22.5%,"$22,177.30","$17,592.74","($4,584.56)",-20.7%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Non-Alc,2/12/12oz Can,,298.00,298.00,0.0%,,"$8,469.96","$8,469.96",0.0%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,12/19.2oz Can,4100.00,3955.00,-145.00,-3.5%,"$95,718.30","$92,210.70","($3,507.60)",-3.7%
MolsonCoors Beverage Company,Peroni,Beer,Beer - Import,1/12/24oz Can,,537.00,537.00,0.0%,,"$16,426.50","$16,426.50",0.0%
MolsonCoors Beverage Company,Keystone,Beer,Beer - Economy,1/12/24oz Can,6502.00,5840.00,-662.00,-10.2%,"$76,097.20","$68,330.00","($7,767.20)",-10.2%
MolsonCoors Beverage Company,Sol,Beer,Beer - Import,4/6/12oz NR,304.00,266.00,-38.00,-12.5%,"$9,123.55","$7,930.80","($1,192.75)",-13.1%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,1/12/24oz Can,104483.00,112538.00,8055.00,7.7%,"$1,776,522.95","$1,976,036.20","$199,513.25",11.2%
MolsonCoors Beverage Company,Pilsner Urquell,Beer,Beer - Import,1/4 BBL Keg (7.75 Gal),106.00,108.00,2.00,1.9%,"$13,391.07","$13,612.00",$220.93,1.6%
MolsonCoors Beverage Company,Topo Chico,FMB,FMB,1/12/24oz Can,68.00,16.00,-52.00,-76.5%,"$1,746.80",$416.00,"($1,330.80)",-76.2%
MolsonCoors Beverage Company,Blue Moon,Beer,Beer - Craft,4/6/12oz NR,12240.00,10441.00,-1799.00,-14.7%,"$424,316.39","$360,387.89","($63,928.50)",-15.1%
MolsonCoors Beverage Company,Topo Chico,FMB,FMB,4/6/12oz Can,,100.00,100.00,0.0%,,"$3,549.46","$3,549.46",0.0%
MolsonCoors Beverage Company,Lite,Beer,Beer - Premium,30/12oz Can,71317.00,64949.00,-6368.00,-8.9%,"$1,849,848.00","$1,726,969.50","($122,878.50)",-6.6%
MolsonCoors Beverage Company,Miller High Life,Beer,Beer - Economy,12/32oz Can,4297.00,3983.00,-314.00,-7.3%,"$68,977.35","$63,946.05","($5,031.30)",-7.3%
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,4/6/12oz NR,1292.00,1207.00,-85.00,-6.6%,"$34,986.00","$33,450.30","($1,535.70)",-4.4%
MolsonCoors Beverage Company,Miller Genuine Draft,Beer,Beer - Economy,2/12/12oz NR,1378.00,956.00,-422.00,-30.6%,"$33,958.30","$23,572.15","($10,386.15)",-30.6%
MolsonCoors Beverage Company,Coors Light,Beer,Beer - Premium,4/6/12oz NR,14917.00,13657.00,-1260.00,-8.4%,"$406,129.38","$380,442.72","($25,686.66)",-6.3%
MolsonCoors Beverage Company,Old English,Beer,Beer - Economy,12/40oz NR,1066.00,967.00,-99.00,-9.3%,"$26,653.40","$24,137.20","($2,516.20)",-9.4%
MolsonCoors Beverage Company,Coors,Beer,Beer - Premium,2/12/12oz NR,4431.00,4323.00,-108.00,-2.4%,"$109,073.55","$106,415.10","($2,658.45)",-2.4%
MolsonCoors Beverage Company,Fever Tree,Non-Alc,Non-Alc - Soda,6/750ml Btl,37.00,183.00,146.00,394.6%,"$1,297.00","$6,421.00","$5,124.00",395.1%
MolsonCoors Beverage Company,Coors 0.0,Beer,Beer - Non-Alc,4/6/12oz NR,,139.00,139.00,0.0%,,"$3,890.20","$3,890.20",0.0%
MolsonCoors Beverage Company,George Killian's,Beer,Beer - Premium,15.5 Gal Keg,90.00,75.00,-15.00,-16.7%,"$12,350.00","$10,305.00","($2,045.00)",-16.6%
