Brand Family,Supplier,Package,City,County,Sales Rep Assigned,Case Equiv 1/1/2025 - 7/31/2025,Case Equiv 1/1/2026 - 7/31/2026,Case Equiv ±,Case Equiv % ±
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Hamburg,Sussex,Jayson Romine,23.33,0.00, (23.33),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Hamburg,Sussex,Anthony Palmisano,3.33,0.00, (3.33),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Hackettstown,Morris,Klejdi Lamo,7.50,0.00, (7.50),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Gillette,Morris,John O'Donoghue,7.50,0.00, (7.50),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Fairfield,Essex,John O'Donoghue,4.17,0.00, (4.17),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Fair Lawn,Bergen,Chris Payton,5.83,0.00, (5.83),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Clifton,Passaic,Pablo Lopez,5.83,0.00, (5.83),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,4/6/10oz NR,Butler,Morris,Anthony Palmisano,9.17,0.00, (9.17),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,West Milford,Passaic,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Wantage,Sussex,Jayson Romine,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,South Hackensac,Bergen,Phil Ernst,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Secaucus,Hudson,Dylan Rubino,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Scotch Plains,Union,Andrew Lundy,10.00,0.00, (10.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Saddle Brook,Bergen,Chris Payton,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Randolph,Morris,John O'Donoghue,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Pompton Plains,Morris,Anthony Palmisano,13.00,0.00, (13.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Pompton Lakes,Passaic,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Northvale,Bergen,Shane Barreca,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,New Milford,Bergen,Dave Ehlers,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Montvale,Bergen,Shane Barreca,4.00,0.00, (4.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Montclair,Essex,Michael Harboy,10.00,0.00, (10.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Midland Park,Bergen,Phil Ernst,6.00,0.00, (6.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Lyndhurst,Bergen,Phil Ernst,10.00,0.00, (10.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Lyndhurst,Bergen,Jim Heaney, (2.00),0.00,2.00,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Lyndhurst,Bergen,Alisa Acciardi,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Landing,Morris,Jayson Romine,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Lake Hopatcong,Morris,Jayson Romine,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Kenvil,Morris,John O'Donoghue,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Hopatcong,Sussex,Jayson Romine,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Haledon,Passaic,Mike Ast,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Glen Rock,Bergen,Phil Ernst,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Gillette,Morris,John O'Donoghue, (3.00),0.00,3.00,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Garfield,Bergen,Matt Powierski,6.00,0.00, (6.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Fair Lawn,Bergen,Phil Ernst,25.00,0.00, (25.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Fair Lawn,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Elmwood Park,Bergen,Matt Powierski,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Dumont,Bergen,Shane Barreca,6.00,0.00, (6.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Chatham,Morris,John O'Donoghue, (1.00),0.00,1.00,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/12oz Can,Allendale,Bergen,Phil Ernst,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Plainfield,Union,Alex Rodriguez,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Paterson,Passaic,Derrick Laws,7.00,0.00, (7.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Newark,Essex,Alex Rodriguez,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Montvale,Bergen,Shane Barreca,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Lyndhurst,Bergen,Jim Heaney,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Lyndhurst,Bergen,Alisa Acciardi,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Lincoln Park,Morris,Mike Ast,5.00,0.00, (5.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Kenvil,Morris,John O'Donoghue, (1.00),0.00,1.00,100.00%
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Glen Rock,Bergen,Phil Ernst,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Franklin,Sussex,Jayson Romine,9.00,0.00, (9.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Flanders,Morris,John O'Donoghue,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Fairview,Bergen,Dan Lagala,3.00,0.00, (3.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,East Rutherford,Bergen,Matt Powierski,2.00,0.00, (2.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,2/12/10oz NR,Bergenfield,Bergen,Dave Ehlers,1.00,0.00, (1.00),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Wayne,Passaic,Phil Ernst,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Stanhope,Sussex,Klejdi Lamo,5.88,0.00, (5.88),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,South Hackensac,Bergen,Dave Ehlers,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Saddle Brook,Bergen,Phil Ernst,4.90,0.00, (4.90),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Paterson,Passaic,Pablo Lopez,2.94,0.00, (2.94),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Paterson,Passaic,Javier Melo,0.98,0.00, (0.98),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Passaic,Passaic,Matt Powierski,3.92,0.00, (3.92),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,North Bergen,Hudson,Dylan Rubino,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Newfoundland,Morris,Anthony Palmisano,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Newark,Essex,Alex Rodriguez,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Kenvil,Morris,John O'Donoghue,0.98,0.00, (0.98),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Hackettstown,Morris,Klejdi Lamo,0.98,0.00, (0.98),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Glen Ridge,Essex,Alisa Acciardi,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Emerson,Bergen,Shane Barreca,5.88,0.00, (5.88),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Elmwood Park,Bergen,Matt Powierski,3.92,0.00, (3.92),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Elizabeth,Union,Alex Rodriguez,3.92,0.00, (3.92),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Dumont,Bergen,Shane Barreca,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Clifton,Passaic,Pablo Lopez,2.94,0.00, (2.94),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Bloomfield,Essex,Alisa Acciardi,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Belleville,Essex,Alisa Acciardi,1.96,0.00, (1.96),(100.00%)
Jack Daniels Country Cocktails,Pabst Brewing Company,12/23.5oz Can,Allendale,Bergen,Phil Ernst, (0.98),0.00,0.98,100.00%
Ithaca,Ithaca,6/4/16oz Can,Verona,Essex,Michael Harboy,4.00,0.00, (4.00),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Totowa,Passaic,Dave Ehlers,4.00,0.00, (4.00),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,South Orange,Essex,Hakan Sadik,2.67,0.00, (2.67),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Pompton Lakes,Passaic,Allison Scott,1.33,0.00, (1.33),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Mahwah,Bergen,Mike Ast,4.00,0.00, (4.00),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Hoboken,Hudson,Jaime Colonna,12.00,0.00, (12.00),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Glen Rock,Bergen,Phil Ernst,1.33,0.00, (1.33),(100.00%)
Ithaca,Ithaca,6/4/16oz Can,Glen Ridge,Essex,Alisa Acciardi,2.67,0.00, (2.67),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,West Milford,Passaic,Anthony Palmisano,2.29,0.00, (2.29),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,Saddle Brook,Bergen,Paul Mclaughlin,0.00,0.00,0.00,100.00%
Ithaca,Ithaca,5.2 Gal Keg,Ramsey,Bergen,Nick Melissari,2.29,0.00, (2.29),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,Hewitt,Passaic,Anthony Palmisano,6.88,0.00, (6.88),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,Hawthorne,Passaic,Nick Melissari,0.00,0.00,0.00,100.00%
Ithaca,Ithaca,5.2 Gal Keg,Hasbrouck Heights,Bergen,Nick Melissari,2.29,0.00, (2.29),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,Glen Rock,Bergen,Mike Ast,2.29,0.00, (2.29),(100.00%)
Ithaca,Ithaca,5.2 Gal Keg,Bogota,Bergen,Paul Mclaughlin,2.29,0.00, (2.29),(100.00%)
Ithaca,Ithaca,4/6/16oz Can,Jersey City,Hudson,Dylan Rubino,2.67,0.00, (2.67),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,West New York,Hudson,Jaime Colonna,11.00,0.00, (11.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Tenafly,Bergen,Paul Mclaughlin,3.00,0.00, (3.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,North Caldwell,Essex,Michael Harboy,5.00,0.00, (5.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Montclair,Essex,Alisa Acciardi,3.00,0.00, (3.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Lyndhurst,Bergen,Phil Ernst, (1.00),0.00,1.00,100.00%
Ithaca,Ithaca,4/6/12oz NR,Kearny,Hudson,Alisa Acciardi,3.00,0.00, (3.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Fair Lawn,Bergen,Chris Payton,5.00,0.00, (5.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,East Rutherford,Bergen,Nick Melissari,2.00,0.00, (2.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Carlstadt,Bergen,Matt Powierski,1.00,0.00, (1.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Caldwell,Essex,Michael Harboy,3.00,0.00, (3.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Boonton,Morris,Brian Sengebush,2.00,0.00, (2.00),(100.00%)
Ithaca,Ithaca,4/6/12oz NR,Bayonne,Hudson,Alisa Acciardi,5.00,0.00, (5.00),(100.00%)
Ithaca,Ithaca,15.5 Gal Keg,Jersey City,Hudson,Jaime Colonna,110.22,0.00, (110.22),(100.00%)
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Wayne,Passaic,Michael Harboy,2.31,0.00, (2.31),(100.00%)
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Verona,Essex,Michael Harboy,2.31,0.00, (2.31),(100.00%)
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Tenafly,Bergen,Paul Mclaughlin,0.00,0.00,0.00,100.00%
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),South Orange,Essex,Hakan Sadik,9.25,0.00, (9.25),(100.00%)
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Oakland,Bergen,Nick Melissari,0.00,0.00,0.00,100.00%
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Montville,Morris,Brian Sengebush,4.63,0.00, (4.63),(100.00%)
Ithaca,Ithaca,1/6 BBL Keg (5.2 Gal),Hawthorne,Passaic,Nick Melissari,2.31,0.00, (2.31),(100.00%)
Island Brands,Island Brands USA,6/4/16oz Can,Wantage,Sussex,Jayson Romine,4.00,0.00, (4.00),(100.00%)
Island Brands,Island Brands USA,4/6/12oz Can,Wallington,Bergen,Matt Powierski, (2.00),0.00,2.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Ridgefield,Bergen,Dan Lagala, (2.00),0.00,2.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Lyndhurst,Bergen,Phil Ernst, (4.00),0.00,4.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Fairview,Bergen,Phil Ernst, (1.00),0.00,1.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Fairview,Bergen,Dan Lagala, (2.00),0.00,2.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Clifton,Passaic,Jim Heaney, (1.00),0.00,1.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Cliffside Park,Bergen,Dan Lagala, (2.00),0.00,2.00,100.00%
Island Brands,Island Brands USA,4/6/12oz Can,Carlstadt,Bergen,Matt Powierski, (2.00),0.00,2.00,100.00%
Island Brands,Island Brands USA,2/12/12oz Can,Lyndhurst,Bergen,Jim Heaney, (1.00),0.00,1.00,100.00%
Island Brands,Island Brands USA,2/12/12oz Can,Clifton,Passaic,Jim Heaney, (3.00),0.00,3.00,100.00%
Innis & Gunn,US Beverage,6/4/16oz Can,West Orange,Essex,Michael Harboy,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,West New York,Hudson,Jaime Colonna,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Wayne,Passaic,Phil Ernst,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Teaneck,Bergen,Chris Payton,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Succasunna,Morris,John O'Donoghue,2.67,0.00, (2.67),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Stanhope,Sussex,Klejdi Lamo,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,South Orange,Essex,Hakan Sadik,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Scotch Plains,Union,Andrew Lundy,2.67,0.00, (2.67),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Saddle Brook,Bergen,Phil Ernst,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Picatinny,Morris,Brian Sengebush,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Paterson,Passaic,Phil Ernst,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Maplewood,Essex,Hakan Sadik,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Madison,Morris,John O'Donoghue,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Hamburg,Sussex,Anthony Palmisano,2.67,0.00, (2.67),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Florham Park,Morris,John O'Donoghue,4.00,0.00, (4.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Flanders,Morris,John O'Donoghue,8.00,0.00, (8.00),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Emerson,Bergen,Shane Barreca,5.33,0.00, (5.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Elmwood Park,Bergen,Matt Powierski,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Dumont,Bergen,Shane Barreca,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Carlstadt,Bergen,Matt Powierski,1.33,0.00, (1.33),(100.00%)
Innis & Gunn,US Beverage,6/4/16oz Can,Budd Lake,Morris,Klejdi Lamo,1.33,0.00, (1.33),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Wayne,Passaic,Mike Ast,2.00,0.00, (2.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Rahway,Union,Andrew Lundy,4.00,0.00, (4.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Plainfield,Union,Andrew Lundy,5.00,0.00, (5.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Plainfield,Union,Alex Rodriguez,1.00,0.00, (1.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Passaic,Passaic,Pablo Lopez,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Orange,Essex,Hakan Sadik,6.00,0.00, (6.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,New Providence,Union,Andrew Lundy,10.00,0.00, (10.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Lyndhurst,Bergen,Jim Heaney,1.00,0.00, (1.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Lodi,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Livingston,Essex,Alex Rodriguez,2.00,0.00, (2.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Kenilworth,Union,Andrew Lundy,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Kearny,Hudson,Alisa Acciardi, (3.00),0.00,3.00,100.00%
Imperial,FIFCO,4/6/12oz NR,Jersey City,Hudson,Jaime Colonna,10.00,0.00, (10.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Hawthorne,Passaic,Mike Ast,9.00,0.00, (9.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Haledon,Passaic,Mike Ast,14.00,0.00, (14.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Haledon,Passaic,Allison Scott,2.00,0.00, (2.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Hackensack,Bergen,Dave Ehlers,10.00,0.00, (10.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Fort Lee,Bergen,Dan Lagala,5.00,0.00, (5.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Fairview,Bergen,Phil Ernst,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Clifton,Passaic,Pablo Lopez,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Clifton,Passaic,Jim Heaney, (4.00),0.00,4.00,100.00%
Imperial,FIFCO,4/6/12oz NR,Carlstadt,Bergen,Matt Powierski,1.00,0.00, (1.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Caldwell,Essex,Michael Harboy,6.00,0.00, (6.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Bloomingdale,Passaic,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Bloomfield,Essex,Hakan Sadik,6.00,0.00, (6.00),(100.00%)
Imperial,FIFCO,4/6/12oz NR,Bloomfield,Essex,Alisa Acciardi,3.00,0.00, (3.00),(100.00%)
Imperial,FIFCO,2/12/12oz Can,Ridgewood,Bergen,Mike Ast,16.00,0.00, (16.00),(100.00%)
Imperial,FIFCO,2/12/12oz Can,Rahway,Union,Andrew Lundy,2.00,0.00, (2.00),(100.00%)
Imperial,FIFCO,2/12/12oz Can,Paterson,Passaic,Pablo Lopez,4.00,0.00, (4.00),(100.00%)
Imperial,FIFCO,2/12/12oz Can,Newark,Essex,Hakan Sadik,18.00,0.00, (18.00),(100.00%)
Imperial,FIFCO,2/12/12oz Can,Elizabeth,Union,Andrew Lundy,1.00,0.00, (1.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,West Milford,Passaic,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Wanaque,Passaic,Anthony Palmisano,6.00,0.00, (6.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Totowa,Passaic,Dave Ehlers,5.00,0.00, (5.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Stanhope,Sussex,Klejdi Lamo,19.00,0.00, (19.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Saddle Brook,Bergen,Phil Ernst,12.00,0.00, (12.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Ridgewood,Bergen,Mike Ast,2.00,0.00, (2.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Newton,Sussex,Jayson Romine,9.00,0.00, (9.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Montague,Sussex,Anthony Palmisano,5.00,0.00, (5.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Lyndhurst,Bergen,Phil Ernst,4.00,0.00, (4.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Lincoln Park,Morris,Michael Harboy,4.00,0.00, (4.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Hasbrouck Heights,Bergen,Chris Payton,0.00,0.00,0.00,100.00%
HOP WTR,HOP WTR,4/6/12oz Can,Hamburg,Sussex,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Glen Rock,Bergen,Phil Ernst,9.00,0.00, (9.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Fair Lawn,Bergen,Mike Ast,4.00,0.00, (4.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Closter,Bergen,Shane Barreca,12.00,0.00, (12.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Carlstadt,Bergen,Matt Powierski,9.00,0.00, (9.00),(100.00%)
HOP WTR,HOP WTR,4/6/12oz Can,Boonton,Morris,Klejdi Lamo,4.00,0.00, (4.00),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Stanhope,Sussex,Klejdi Lamo,3.74,0.00, (3.74),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Saddle Brook,Bergen,Phil Ernst,2.80,0.00, (2.80),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Ringwood,Passaic,Anthony Palmisano,9.34,0.00, (9.34),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Ramsey,Bergen,Shane Barreca,18.68,0.00, (18.68),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Newton,Sussex,Jayson Romine,0.93,0.00, (0.93),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Montvale,Bergen,Shane Barreca,3.74,0.00, (3.74),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Lincoln Park,Morris,Michael Harboy,0.93,0.00, (0.93),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Hasbrouck Heights,Bergen,Chris Payton,0.00,0.00,0.00,100.00%
HOP WTR,HOP WTR,4/6/11.2oz Can,Hamburg,Sussex,Anthony Palmisano,1.87,0.00, (1.87),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Hackensack,Bergen,Dave Ehlers,0.93,0.00, (0.93),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Glen Rock,Bergen,Phil Ernst,0.93,0.00, (0.93),(100.00%)
HOP WTR,HOP WTR,4/6/11.2oz Can,Carlstadt,Bergen,Matt Powierski,0.93,0.00, (0.93),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Sussex,Sussex,Jayson Romine,5.00,0.00, (5.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Rochelle Park,Bergen,Phil Ernst,2.00,0.00, (2.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Ringwood,Passaic,Anthony Palmisano,12.00,0.00, (12.00),(100.00%)
