Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Area,Cases   2026
Robin Feldman,2009,Frungillo Caterers,7 Morris Road,Ringwood,Passaic-FF,123.00
Robin Feldman,8016,Elks Pompton Lakes,1 Perrin Avenue,Pompton Lakes,Passaic,68.00
Robin Feldman,25018,Tick-Tock Diner (A),281 Alwood Rd,Clifton,Passaic,37.00
Robin Feldman,28017,Lassoni Ristorante(P),602 Ridge Rd,North Arlington,Bergen,195.00
Robin Feldman,42001,Garden Shabu,1 Valley Road,Little Ferry,Bergen,63.00
Robin Feldman,50036,Moose Lodge 961 (Z),201 W Englewood Av Bx 717,Teaneck,Bergen,364.00
Robin Feldman,71009,American Lgn Park Ridge,118 Ridge Ave,Park Ridge,Bergen,42.00
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,Bergen,575.00
Robin Feldman,93018,Courtyard Mahwah,140 Rt 17 S,Mahwah,Bergen,77.00
Robin Feldman,190210,Matta Donna (Z),304 Myrtle Ave,Boonton,Morris 1,56.00
Robin Feldman,10002,American Lgn Pequannock 450,11 Oak Ave,Pequannock,Morris 3,130.00
Robin Feldman,14013,Elks Post 2111 (A),1 Fellner Place,Totowa,Passaic,112.00
Robin Feldman,230305,Casa Bellisma (A),269 Newton Sparta Rd,Andover,Sussex,50.00
Robin Feldman,12046,Packanack Lake Comm Asso,52 Lake Drive West,Wayne,Passaic,23.00
Robin Feldman,12066,Residence Inn,30 Nevins Rd,Wayne,Passaic,22.00
Robin Feldman,190301,American Lgn Lake Hiawath,91 N Beverwyck Rd,Lake Hiawatha,Morris 1,51.00
Robin Feldman,12024,Park Wayne Diner,721 Hamburg Turnpike,Wayne,Passaic,24.00
Robin Feldman,47006,Elks Post 1506,30 Spruce St,Ridgefield Park,Bergen,169.00
Robin Feldman,230433,Stillwater Area Vol Fire,929 Stillwater Rd,Stillwater,Sussex,58.00
Robin Feldman,190714,Green Pond Yacht Club (Z),7 Dawson Drive,Green Pond,Morris 1,27.00
Robin Feldman,24036,Elks Post (Z) #1569,775 Clifton Ave,Clifton,Passaic,20.00
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,Bergen,348.00
Robin Feldman,76013,Vfw Of Saddlebrook,44 Market St,Saddle Brook,Bergen,398.00
Robin Feldman,94016,Doc Watsons NJ,20 Elm St,Oakland,Bergen,363.00
Robin Feldman,28026,Elks Post 1992 (Z),129 Ridge Rd,North Arlington,Bergen,469.00
Robin Feldman,28033,Homewood Suites By Hilton,125 Rt.17 South,East Rutherford,Bergen,58.00
Robin Feldman,190717,Luzzi's (Z),439 Green Pond Rd,Rockaway,Morris 1,48.00
Robin Feldman,80033,Elks Post 2001 Paramus,200 Rt 17,Paramus,Bergen,50.00
Robin Feldman,74019,K Of C Westwood,40 Crest St,Westwood,Bergen,14.00
Robin Feldman,3012,Tree Tavern (A),17 Park St,Wanaque,Passaic-FF,89.00
Robin Feldman,12047,American Lgn 174 Wayne,55 Mountain View Blvd,Wayne,Passaic,234.50
Shane Barreca,201098,Winemart Discount,95 Washington Ave,Woodcliff Lake,Bergen,251231.50
Shane Barreca,75002,Shop Rite Liq (A)Emerson,425 Old Hook Rd,Emerson,Bergen,7207.00
Shane Barreca,67004,Beverage Barn (A),224 Livingston St,Northvale,Bergen,21449.00
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,16962.00
Shane Barreca,74005,Winemart Discount,700 Broadway Suite 42,Westwood,Bergen,6732.33
Shane Barreca,71006,Ridgemont Liquors (A),195 Kinderkamack Rd,Park Ridge,Bergen,2643.67
Shane Barreca,62006,Murphy's Fine Wines & Liquors (UNI 4H Inc.),230 Closter Dock Rd,Closter,Bergen,1050.00
Shane Barreca,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,Oradell,Bergen,2235.00
Shane Barreca,70003,Montvale Wine & Spirits,18 S. Kinderkamack Rd,Montvale,Bergen,1580.00
Shane Barreca,65001,Wine & Whiskey (A),7 Broad St,Norwood,Bergen,2957.00
Shane Barreca,74009,Westwood Wine and Liquors,725 Broadway,Westwood,Bergen,4442.17
Shane Barreca,71003,Brand Bar & Bev (A),73 Park Ave,Park Ridge,Bergen,6132.00
Shane Barreca,86003,Township Liq (P),309 Pascack Rd,Washington Twsp,Bergen,6203.00
Shane Barreca,201098,Whole Foods #8407 (Woodcliff Lake),500 Chestnut Ridge Rd.,Woodcliff Lake,Bergen,363.00
Shane Barreca,92008,Ramsey Wine & Liquor,47 W Main St,Ramsey,Bergen,21129.00
Shane Barreca,75004,Cork & Keg (A),89 Kinderkamack Rd,Emerson,Bergen,10391.83
Shane Barreca,62001,Garden State Deli (A),135 Oakland Ave,Closter,Bergen,5771.00
Shane Barreca,60001,Bottle King (A) Dumont,95 Washington Ave,Dumont,Bergen,31664.00
Shane Barreca,55001,Coasters Liquors,37 Union Ave,Cresskill,Bergen,2528.00
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,17444.00
Shane Barreca,201097,Whole Foods #10381 (Closter),45 Vervalen St.,Closter,Bergen,325.00
Shane Barreca,92011,Bottle King (A) Ramsey,476 Rt 17 N,Ramsey,Bergen,38222.00
Shane Barreca,73008,Shop Rite Liq (A)Hillsdal,371 Broadway,Hillsdale,Bergen,13230.50
Shane Barreca,60010,D & L Dumont Liquors,46 Grant Ave,Dumont,Bergen,1823.00
Shane Barreca,68002,Wine And Beverage Spirits,14 Bi State Shop Ctr 72d,Old Tappan,Bergen,4158.00
Shane Barreca,74007,Djm Liq Inc. (P)(Andrew),48 Washington Ave,Westwood,Bergen,2341.00
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,15116.00
Shane Barreca,59003,Oradell Mini Mart(P),219 Kinderkamack Road,Oradell,Bergen,1376.00
Shane Barreca,64002,The Store,102 La Roche Ave,Harrington Park,Bergen,130.00
Shane Barreca,62009,Gary's Wine & Marketplace (Closter),67 Ver Valen St,Closter,Bergen,5626.00
