Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Area,Cases   2026
Javier Melo,21021,Park Avenue Liquors,307 Park Ave,Paterson,Passaic,3544.00
Javier Melo,27037,Shanik Liqs.(P),952 Main Ave,Passaic,Passaic,9486.00
Javier Melo,27009,La Rancherita,22 Jackson St,Passaic,Passaic,4624.48
Javier Melo,27094,El Anochecer,154 Passaic St,Passaic,Passaic,3482.00
Javier Melo,22024,Edwards (P) Wine & Liq,910 Main Street,Paterson,Passaic,42042.65
Javier Melo,25047,Parker Liquors (Z),203 Parker Ave,Clifton,Passaic,11703.00
Javier Melo,27008,Bermuda Liquors (P),177 Hope Ave,Passaic,Passaic,7785.00
Javier Melo,27018,Cantina Bar,165 Passaic St,Passaic,Passaic,300.00
Javier Melo,20031,La Joya Liquors,15 Park Ave,Paterson,Passaic,6564.00
Javier Melo,21055,C & S Lucky Liquors II,460 Chamberlain Ave,Paterson,Passaic,5029.00
Javier Melo,15059,Belmont Liqrs (P),146 Belmont Avenue,Paterson,Passaic,3124.00
Javier Melo,37066,La Fortaleza (Garfield),361 Midland Ave,Garfield,Bergen,759.00
Javier Melo,24018,Agave Cantina Mexicana,421 Piaget Ave,Clifton,Passaic,263.00
Javier Melo,20055,Paruta's (A),89 Market St,Paterson,Passaic,6376.50
Javier Melo,20061,Seguidilla 56 Lounge & Liquors,227 Park Ave,Paterson,Passaic,10692.00
Javier Melo,15085,Reign,138 Belmont Ave,Paterson,Passaic,300.00
Javier Melo,21054,C & S Lucky Liquors (P),299 Grand Street,Paterson,Passaic,5358.00
Javier Melo,36026,Agave Cocina Mexicana,32 Locust Ave,Wallington,Bergen,119.00
Javier Melo,20104,Roses Bar & Liquors,102 Market Street,Paterson,Passaic,1456.00
Javier Melo,20110,The Cathedral Restaurant,378 Main St,Paterson,Passaic,593.00
Javier Melo,27002,President Liqrs (A),158 President St,Passaic,Passaic,18218.05
Javier Melo,21023,Luna Liquors,291 Park Avenue,Paterson,Passaic,10071.00
Javier Melo,24042,Made in Miami Bar Bistro,39 Harding Ave,Clifton,Passaic,72.00
Javier Melo,20056,East Side Bar Liquors,442 10th Ave,Paterson,Passaic,8144.00
Javier Melo,27053,Rumba Bar,234 Monroe St.,Passaic,Passaic,93.00
Javier Melo,27046,New Eagle Liquors,126 Passaic St,Passaic,Passaic,11740.00
Javier Melo,27095,Club Sq (A),40 3rd St,Passaic,Passaic,2577.00
Javier Melo,20069,Segundo's (P),293 Madison Ave,Paterson,Passaic,6560.00
Javier Melo,27077,Mojito Bar,159 Market St,Passaic,Passaic,24763.00
Javier Melo,27085,Cazadores Bar (Z) LLC,246 3rd St,Passaic,Passaic,1005.00
Javier Melo,27071,Mariana's Liquors,266 Passaic Street,Passaic,Passaic,3575.00
Javier Melo,15031,Pete's Family Liqs,49 N Main Street,Paterson,Passaic,3101.00
Javier Melo,26003,La Casona Cafe Restaurant Bar,829 Main Ave,Passaic,Passaic,4297.00
Javier Melo,25012,Bottle Liquor (P),550 Lexington Avenue,Clifton,Passaic,11947.00
Javier Melo,27146,Foxes Place,201 Parker Ave,Passaic,Passaic,23315.23
Javier Melo,21028,Estevez Liquors & Grocery 2 LLC,262 22nd Ave,Paterson,Passaic,5319.00
Javier Melo,21044,Farm Boy,465 Getty Ave,Paterson,Passaic,12220.00
Javier Melo,27111,Davids' Place (P),361 Monroe St,Passaic,Passaic,628.00
Javier Melo,27108,Los Arcos (P) Rest.,305 Monroe St,Passaic,Passaic,485.00
Javier Melo,27102,Fragancia Sports Bar,161 8th St,Passaic,Passaic,16467.11
Javier Melo,27039,Venus Bar & Restaurant,68 Central Ave,Passaic,Passaic,255.00
Javier Melo,27040,Danny's Liquor,268 Monroe St,Passaic,Passaic,10219.00
Javier Melo,27012,ESTEVEZ LIQUORS LLC,110 Market St,Passaic,Passaic,10075.00
Javier Melo,27001,Fiesta Night Club(P),115 President St,Passaic,Passaic,3608.00
Javier Melo,27059,D'bar Liquors (P),898 Main Ave,Passaic,Passaic,27177.98
Javier Melo,24003,Paulison Liquors (P),621 Paulison Ave,Clifton,Passaic,6255.00
Javier Melo,27076,El Asadero Mexican Grill (Passaic),305 Passaic St,Passaic,Passaic,27775.54
Javier Melo,21006,Camilo Liquors(A),424 6th Ave,Paterson,Passaic,4061.00
Javier Melo,38046,La Fortaleza (Lodi),10 Route 46,Lodi,Bergen,538.00
Jayson Romine,231707,Woody's Liq Shop (A),99 NJ-23,Wantage,Sussex,248615.18
Jayson Romine,230121,White Deer Inn,4 White Deer Plaza,Sparta,Sussex,3109.00
Jayson Romine,231315,Woody's Liq Shop (A),83 Hamburg Ave,Wantage,Sussex,3557.00
Jayson Romine,191010,Liquor Factory II Jefferson,725 NJ-15,Lake Hopatcong,Morris 1,12626.00
Jayson Romine,230918,Market Place Liquor,99 NJ-23,Hamburg,Sussex,1365.00
Jayson Romine,230911,The Right Bottle,190 Munsonhurst Rd,Franklin,Sussex,4287.00
Jayson Romine,191702,Liquor Factory VI Byram,8 Route 206 N,Byram,Morris 1,8436.00
Jayson Romine,230431,Seplow's Liquors,5 Woodside Ave,Newton,Sussex,4906.00
Jayson Romine,230913,Wine Grand (Franklin),288 Rt 23 North,Franklin,Sussex,1585.35
Jayson Romine,231707,Kent's Liquors,333 Rte 206,Branchville,Sussex,1608.00
Jayson Romine,230420,Spring Street Liquors,110 Spring Street,Newton,Sussex,7231.00
Jayson Romine,231308,Wantage Plaza Liq Outlet,205 NJ-23,Wantage,Sussex,7571.00
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),17 Hampton House Road,Newton,Sussex,18314.00
Jayson Romine,230920,Hamburg Liquor,90-92 NJ-23,Hamburg,Sussex,3158.00
Jayson Romine,231502,Lake Wanda Store,812 Canistear Rd,Highland Lakes,Sussex,989.00
Jayson Romine,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,Newton,Sussex,13582.00
Jayson Romine,230106,Burkes,6 Sparta Ave N,Sparta,Sussex,1559.17
Jayson Romine,230314,Liquor Factory V Andover,231 Newton Sparta Rd # 3,Newton,Sussex,8405.00
Jayson Romine,230902,Buy Rite Liquors Franklin,244 NJ-23,Franklin,Sussex,13541.00
Jayson Romine,231501,Highland General Store,111 Highland Lakes Rd,Highland Lakes,Sussex,3448.00
Jayson Romine,191408,Super Saver Liq,322 Howard Blvd,Mt Arlington,Morris 1,5806.00
Jayson Romine,230440,"Brix - Wine, Spirits, Beer (Fredon)",403 NJ-94,Fredon Township,Sussex,3320.00
Jayson Romine,191526,Liquor Factory IV Hopatcong,128 Lakeside Blvd,Hopatcong,Sussex,10532.00
Jayson Romine,231701,George's Wine & Spirits,12 Morris Ave.,Branchville,Sussex,3277.00
Jayson Romine,191302,Liquor Factory I Landing,175 Lakeside Blvd # 9,Landing,Morris 1,7596.00
Jayson Romine,230441,Wine Country Newton,49 Hampton House Road,Newton,Sussex,6132.00
Jayson Romine,230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,Franklin,Sussex,12003.00
Jayson Romine,230924,Sussex Co.Discount Liq(P),3235 NJ-94,Franklin,Sussex,3924.00
Jayson Romine,230114,Liquor Factory III Sparta,41 Woodport Road,Sparta,Sussex,15894.83
Jayson Romine,408,Fredon Liquor (Fredon Deli),428 RT 94,Fredon Township,Sussex,2737.00
Jayson Romine,231316,Patricks Wine Barn,38 Hamburg Ave,Sussex,Sussex,18664.00
Jayson Romine,230105,ShopRite Wines & Spirits of Sparta,16 North Village Blvd,Sparta,Sussex,18147.00
Jayson Romine,231203,The George Inn,84 NJ-94,Vernon,Sussex,8717.00
Jayson Romine,231215,Mac & Lindy's W & S (A),530 Co Rd 515,Vernon,Sussex,12587.83
Jim Heaney,30030,World of Wine & Liquor,875 Bloomfield Ave,Totowa,Passaic,421537.62
Jim Heaney,25032,Liquor Mart 46,1081 US-46,Clifton,Passaic,688.00
Jim Heaney,30007,Village Wine (P),75 Park Ave,Rutherford,Bergen,2461.15
Jim Heaney,29003,Liquor Shed,740 Ridge Road,Lyndhurst,Bergen,4179.33
Jim Heaney,24037,Vasel's (A),586 Bloomfield Ave,Clifton,Passaic,1827.00
Jim Heaney,30006,Forest Dairy (A),10 Spring Dell,Rutherford,Bergen,1801.00
Jim Heaney,24017,Rainbow Liquor (P),292 Lakeview Ave,Clifton,Passaic,9126.17
Jim Heaney,24005,Henry's Liquors,1224 Van Houten Ave,Clifton,Passaic,2751.00
Jim Heaney,13008,Little Falls Liq(P),315 Main Street,Little Falls,Passaic,7264.00
Jim Heaney,30004,West End Wine & Liq,311 Union Ave,Rutherford,Bergen,4157.00
Jim Heaney,24001,Richfield Liquors,1362 Clifton Ave,Clifton,Passaic,2074.00
Jim Heaney,28012,Lucky 7 (A),77 River Rd,North Arlington,Bergen,9827.50
Jim Heaney,25031,Lexington Liquors (Z),430 Lexington Ave,Clifton,Passaic,14808.00
Jim Heaney,30030,Sonoma Bistro,59 Park Ave,Rutherford,Bergen,123.00
Jim Heaney,25008,Clifton Commons S & W,132 Kingsland Rd Suite 4,Clifton,Passaic,13173.00
Jim Heaney,29011,World of Wine & Liquor,419 Valley Brook Ave.,Lyndhurst,Bergen,27754.08
Jim Heaney,13017,On The Rocks,101 Newark Pompton Turnpike,Little Falls,Passaic,3411.00
Jim Heaney,30010,Krauser Food & Liq(A),275 Park Ave,Rutherford,Bergen,2119.00
Jim Heaney,29017,Meadow Fine Liquors,425 Lewandowski St.,Lyndhurst,Bergen,3248.00
Jim Heaney,24020,US#1 Wine & Liquor,534 Van Houten Ave,Clifton,Passaic,6021.00
Jim Heaney,24014,Bottleneck Liquors,120 Market St,Clifton,Passaic,1718.00
Jim Heaney,24009,Quik Stop Conv(Z),261 Clifton Avenue,Clifton,Passaic,4298.00
Jim Heaney,24011,Shoppers Vineyard (A),875 Bloomfield Ave,Clifton,Passaic,29578.00
Jim Heaney,25017,Savers Club Liquor Locker,314 Clifton Ave,Clifton,Passaic,7498.00
Jim Heaney,29008,Krauszers Food,121-123 Valley Brook Ave,Lyndhurst,Bergen,802.00
Jim Heaney,23003,Pete's Liquors,383 Valley Road,Clifton,Passaic,3379.00
Jim Heaney,24021,Liquor Stop (P) (Clifton),565 Clifton Ave,Clifton,Passaic,745.00
Jim Heaney,24016,Broad Liquors (A),1187 Broad Street,Clifton,Passaic,10873.00
Jim Heaney,23002,Valley Liquors (A),343 Hazel St,Clifton,Passaic,4923.00
Jim Heaney,25023,Clifton Wine & Liquor,111 Lakeview Ave,Clifton,Passaic,1711.00
Jim Heaney,25042,Town Liquors,805 Van Houten Ave,Clifton,Passaic,5301.00
Jim Heaney,28004,Schuyler Food,574 Schuyler Ave,North Arlington,Bergen,2077.00
Jim Heaney,24012,Dante's Liquor & Wine,729 Van Houten Ave,Clifton,Passaic,4210.00
Jim Heaney,30003,Mason's Cellar (A),32 Ames Ave,Rutherford,Bergen,8409.70
Jim Heaney,28011,Liquor Mart (North Arlington),126 Ridge Rd,North Arlington,Bergen,2978.17
Jim Heaney,29009,Quick Buy,149 Ridge Rd,Lyndhurst,Bergen,2267.00
Jim Heaney,30005,Rutherford Wine (A),270 Park Ave,Rutherford,Bergen,6217.94
Jim Heaney,24002,Swizzle Stick Liq (A),137 3rd St,Clifton,Passaic,3909.00
Jim Heaney,24015,Allwood Liquor Store,60 Market St,Clifton,Passaic,32609.34
Jim Heaney,28007,Metro Liquors (North Arlington),17 Schuyler Ave,North Arlington,Bergen,4663.00
Jim Heaney,29013,Lyndhurst Liquors (P),298 Ridge Road,Lyndhurst,Bergen,2527.33
Jim Heaney,23007,Field Liquors (A),1006 W Rt 46 W,Clifton,Passaic,1914.00
Jim Heaney,27016,Marina's Wine & Spirits,497 Van Houten Ave,Passaic,Passaic,8453.94
Jim Heaney,14001,Wine & Bev. Depot (A),823 Riverview Dr N,Totowa,Passaic,150504.97
Jim Heaney,29012,Riverside Liquors,601 Riverside Ave,Lyndhurst,Bergen,3157.00
John Neukum,190931,Western Bev 21088 Clift,315 Rt. 15 North,Wharton,Passaic,357667.00
John Neukum,24059,Costco 306 Clifton (NA),20 Bridewell Place,Clifton,Passaic,500.00
John Neukum,12060,Costco Whlse V#32366-Wayn,149 Rt. 23,Wayne,Passaic,45206.00
John Neukum,39019,Costco 1214 Teterboro (NA),2 Teterboro Landing Dr,Teterboro,Bergen,1297.00
John Neukum,24010,Western Bev 21088 Clift,20 Bridewell Place,Clifton,Passaic,67948.00
John Neukum,190931,Costco 315 Wharton (NA),315 Rt. 15 North,Wharton,Bergen,1000.00
John Neukum,31019,Bj's Warehouse E Rutherfo,300 Rt 17 N,East Rutherford,Bergen,198907.00
John Neukum,39016,NB Liquors,2 Teterboro Landing Dr,Teterboro,Bergen,42809.00
John O'Donoghue,63001,X Plor Wine,68 E Madison Ave,Haworth,Bergen,1092.00
John O'Donoghue,61001,Haworth Fine Wine/Spirits,155 Terrace St,Haworth,Bergen,192.00
John O'Donoghue,60003,Charlie's Liquor and Convenience,68 E Madison Ave,Dumont,Bergen,705.00
John O'Donoghue,63001,X Plor Wine,27 Park Street,Demarest,Bergen,195.00
Klejdi Lamo,191814,Wharton Liquor Store,98 US Highway 46,Wharton,Sussex,326194.30
Klejdi Lamo,191803,Kingston Liquors,7 Naughright Rd,Hackettstown,Morris 1,4030.00
Klejdi Lamo,190907,Wharton Liquor Store,41 N Main St,Wharton,Morris 1,4763.00
Klejdi Lamo,190802,Sam's Liq Wine (P),325 W Clinton St,Dover,Morris 1,5362.00
Klejdi Lamo,190304,Shoppers Disc Liquor,65-69 N Beverwyck Rd,Lake Hiawatha,Morris 1,8243.67
Klejdi Lamo,190101,Montville Wine & Spirits,223 Changebridge Road,Montville,Morris 1,4047.17
Klejdi Lamo,190302,Basket Of Cheer Ii (Lake Hiawatha),149 N Beverwyck Rd,Lake Hiawatha,Morris 1,4801.00
Klejdi Lamo,191210,Milton Inn,3 Ridge Rd & Berkshire,Oak Ridge,Morris 1,16645.00
Klejdi Lamo,191606,Quick Check Liquor (A),70 Main St,Netcong,Morris 1,11377.65
Klejdi Lamo,190207,Liquor Outlet,289 Myrtle Ave,Boonton,Morris 1,26487.50
Klejdi Lamo,191213,Island Of Spirits (P),3025 Rt 23 N,Oak Ridge,Passaic,5616.00
Klejdi Lamo,190901,Berkshire(P) Bot. Shop,915 Berkshire Valley Rd,Wharton,Morris 1,993.00
Klejdi Lamo,191604,The Village Place,31 Allen St,Netcong,Morris 1,818.00
Klejdi Lamo,190208,Boonton Liquor Locker,119 Hawkins Pl,Boonton,Morris 1,4761.00
Klejdi Lamo,190913,Main Street Liquor,340 S Main St,Wharton,Morris 1,4297.33
Klejdi Lamo,190702,Smith's Tavern,175 E Main St,Rockaway,Morris 1,763.00
Klejdi Lamo,190501,House of Wine & Liquor Mountain Lakes,5 Romaine Rd,Mountain Lakes,Morris 1,28534.50
Klejdi Lamo,190705,Rockaway W/L,73 W Main St,Rockaway,Morris 1,7904.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,306 NJ-15,Wharton,Morris 3,28543.00
Klejdi Lamo,190804,Midtown Liq,101 White Meadow Rd,Rockaway,Morris 1,5515.17
Klejdi Lamo,191511,Nova Liquors,49 Lakeside Blvd,Hopatcong,Sussex,8660.89
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,Stanhope,Sussex,18413.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,Budd Lake,Morris 1,17452.00
Klejdi Lamo,191608,Shop-Rite(A) Netcong,75 Us-46 Lackawanna Plaza,Netcong,Morris 1,7727.00
Klejdi Lamo,191518,3 IN 1 LIQUORS INC,47 Hopatchung Rd,Hopatcong,Sussex,3333.33
Klejdi Lamo,191713,Stanhope Liquors,141 Rt 183,Stanhope,Sussex,3103.00
Klejdi Lamo,191812,Patel Liqr & Gro(P),114 Us-46,Budd Lake,Morris 1,3309.33
Klejdi Lamo,190216,House of Wine & Liquor,308 E Wootton St,Boonton,Morris 1,87257.76
Klejdi Lamo,190603,Denville W & L,43 Broadway,Denville,Morris 1,3436.00
Matt Powierski,77022,Worldwide Liquors (A),894 River Dr,Wallington,Passaic,183204.96
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,7782.50
Matt Powierski,37002,Garfield Bar & Liq (P),46 Wood St,Garfield,Bergen,2631.00
Matt Powierski,26001,Luigi's Liquor (A),175 Jefferson St,Passaic,Passaic,5848.00
Matt Powierski,33006,Bazzarellis (Z),117 Moonachie Rd,Moonachie,Bergen,50.00
Matt Powierski,37013,Joe's Liquors,114 Outwater Lane,Garfield,Bergen,1422.00
Matt Powierski,37027,Piast Meats & Prov.,1 Passaic St,Garfield,Bergen,554.00
Matt Powierski,33003,Segovia,150 Moonachie Road,Moonachie,Bergen,89.00
Matt Powierski,37038,Wisla Center (Z),73 Main St,Garfield,Bergen,222.00
Matt Powierski,31033,Capri Deli&Liq (P),226 Paterson Ave,East Rutherford,Bergen,4064.00
Matt Powierski,37060,Pazza Luna (P),52 Chestnut St,Garfield,Bergen,47.00
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,16291.38
Matt Powierski,37007,Jay's Liquormart,142 Division Ave,Garfield,Bergen,987.00
Matt Powierski,42002,L. F. Wine Country (P),299 Bergen Pike,Little Ferry,Bergen,2391.00
Matt Powierski,42012,Vinny's Disc Liq (P),315 Main St,Little Ferry,Bergen,3632.00
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,6691.00
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,9076.33
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Wallington,Bergen,9685.17
Matt Powierski,33002,Moonachie Liquors,46 Moonachie Rd,Moonachie,Bergen,3795.00
Matt Powierski,37050,Royal Manor,454 Midland Ave,Garfield,Bergen,118.00
Matt Powierski,36031,Ayla Restaurant & Bar,209 Paterson Ave,Wallington,Bergen,3719.69
Matt Powierski,37075,Deja Vu (Z),50 River Drive,Garfield,Bergen,58.00
Matt Powierski,77014,Blvd Bar & Grill (Z),401 Boulevard,Elmwood Park,Bergen,272.00
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,4190.00
Matt Powierski,77002,Birchwood Liq & Deli (Z),545 Boulevard,Elmwood Park,Bergen,4783.00
Matt Powierski,37026,"Michele (Z) Rest,",32 Passaic St,Garfield,Bergen,10.00
Matt Powierski,37006,Garfield Discount Liquors,76 Jewell St,Garfield,Bergen,3001.00
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,3740.00
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Carlstadt,Bergen,2154.00
Matt Powierski,36043,Sports Bar & Liquors,171 Hathaway St,Wallington,Bergen,232.00
Matt Powierski,32009,American Lgn (P) (Carlstadt),412 Third St,Carlstadt,Bergen,560.00
Matt Powierski,77011,Asu Mare Peru Restobar,430 Market St,Elmwood Park,Bergen,133.00
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,3041.05
Matt Powierski,27031,Home Wine Liquor (Passaic),593 Main Ave,Passaic,Passaic,24542.00
Matt Powierski,27063,Archies (P),229 Main Ave,Passaic,Passaic,7916.00
Matt Powierski,37001,Good Fella's (Z) Rest.,661 Midland Ave,Garfield,Bergen,92.00
Matt Powierski,33004,Gray Cliff (A),290 Moonachie Ave,Moonachie,Bergen,337.00
Matt Powierski,37025,All Nations Liq,80 Passaic St,Garfield,Bergen,617.00
Matt Powierski,42014,Segovia Steak House(A),217 Main St,Little Ferry,Bergen,198.00
Matt Powierski,42017,Cast Iron Pot Signature,260 Bergen Turnpike,Little Ferry,Bergen,216.00
Matt Powierski,42010,Little Ferry Wines/Liquor,66 Marshall Ave,Little Ferry,Bergen,2186.00
Matt Powierski,77022,All Star Wine & Liquor,21 Midland Ave,Elmwood Park,Bergen,4443.00
Matt Powierski,37023,Worldwide Liquors (A),68 Van Winkle Ave,Garfield,Bergen,1402.00
Matt Powierski,77007,Wine Land,894 River Dr,Elmwood Park,Bergen,3592.00
Matt Powierski,77016,Metro Liquor (Elmwood Park),100 Broadway,Elmwood Park,Bergen,9499.00
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,4717.67
Matt Powierski,36038,Tatra Haus Restaurant,115 Main Ave,Wallington,Bergen,33.00
Matt Powierski,37040,The Venetian,546 River Rd,Garfield,Bergen,502.00
Matt Powierski,77001,Food Mart Liquor,430 Market St,Elmwood Park,Bergen,892.00
Matt Powierski,36008,Vicki's Bar & Liquors,166 Maple Ave,Wallington,Bergen,1743.00
Matt Powierski,36025,Karol's Pub (A),252 Maple Ave,Wallington,Bergen,324.00
Matt Powierski,37029,River Drive Bar (P),85 River Dr,Garfield,Bergen,3735.00
Matt Powierski,77012,Payless Liquor & Dell,251 Elm St,Elmwood Park,Bergen,2240.00
Matt Powierski,37047,Dp's Pub & Seafood Grill,732 River Dr,Garfield,Bergen,439.00
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Elmwood Park,Bergen,12089.17
Matt Powierski,77017,Hook & Reel,100 Broaway Suite 13,Elmwood Park,Bergen,180.00
Michael Harboy,12017,Wolfson Market,86 Boonton Ave,Wayne,Passaic,52296.26
Michael Harboy,11014,Wayne Liquor Locker,598 Valley Rd,Wayne,Passaic,4969.00
Michael Harboy,6004,Kinnelon Country Wine & Liquor,86 Boonton Ave,Kinnelon,Morris 3,13000.45
Michael Harboy,12017,Shays Liquors,1489 NJ-23,Wayne,Passaic,8127.00
Michael Harboy,12003,Whole Foods Market (Wayne),580 Valley Road,Wayne,Passaic,222.00
Michael Harboy,11001,Lincoln Center Liq,261 Comly Road,Lincoln Park,Morris 3,11624.64
Michael Harboy,12005,Shay's Liquors,1166 Hamburg Tnpk,Wayne,Passaic,10326.17
Michael Harboy,11005,Wolfson Market,480 Boonton Turnpike,Lincoln Park,Morris 3,4027.00
Mike Ast,201099,Wine & Spirits World (Hohokus),930 Prospect St,Wyckoff,Passaic,221178.30
Mike Ast,96002,Wine & Spirit World(W),303 Franklin Ave,Wyckoff,Bergen,13195.00
Mike Ast,89005,Allendale Wine Shoppe,101 W Allendale Ave,Allendale,Bergen,5385.00
Mike Ast,17012,Speedy Mart (P),311 Haledon Ave,Haledon,Passaic,5534.00
Mike Ast,84010,Ridgewood Super Cellar,32 South Broad,Ridgewood,Bergen,3687.50
Mike Ast,87006,Hohokus Inn & Tavern,1 Franklin Tpke,Hohokus,Bergen,72.00
Mike Ast,83005,Glen Rock Inn,222 Rock Rd,Glen Rock,Bergen,295.00
Mike Ast,95004,Franklin Lake Liq,799 Franklin Ave,Franklin Lakes,Bergen,4147.00
Mike Ast,19008,Hawthorne Liq (A),610 Lafayette Ave,Hawthorne,Passaic,14801.42
Mike Ast,83011,Stone & Rail,175 Rock Rd,Glen Rock,Bergen,182.00
Mike Ast,18001,Grand Opening Liq (A)_2,1068 High Mountain Road,North Haledon,Passaic,7731.00
Mike Ast,94008,Oakland Wine (A),390 Ramapo Valley Rd,Oakland,Bergen,6177.00
Mike Ast,84004,Quick Stop Liquor & Wine,83 Godwin Ave,Ridgewood,Bergen,1838.67
Mike Ast,94001,Long Hill Liquors (A),14 Post Rd,Oakland,Bergen,12516.00
Mike Ast,19009,Diamond Liquor,203 Diamond Bridge Ave,Hawthorne,Passaic,5614.00
Mike Ast,84009,Mac Murphy,8 Godwin Ave,Ridgewood,Bergen,855.00
Mike Ast,11003,Lincoln Park Fine Wines & Spirits,60 Beaverbrook Road,Lincoln Park,Morris 3,12661.50
Mike Ast,84006,Roots Ridgewood (A),17 Chestnut St,Ridgewood,Bergen,40.00
Mike Ast,93009,Scherer & Company,7 Miller Road,Mahwah,Bergen,3933.00
Mike Ast,17011,Nico's Wine & Spirits,408 Haledon Ave,Haledon,Passaic,10108.00
Mike Ast,17010,Frank's Fine Wine & Foods,431 Belmont Ave,Haledon,Passaic,11976.00
Mike Ast,84002,GREEN WAY MARKETS,112 N. Maple Ave,Ridgewood,Bergen,1294.00
Mike Ast,84007,Steel Wheel Tavern,51 N Broad St,Ridgewood,Bergen,341.00
Mike Ast,83003,Beekman's Wines and Liquors,246 Rock Rd,Glen Rock,Bergen,1437.00
Mike Ast,201099,Whole Foods #10106 (Ridgewood),44 Godwin Ave,Ridgewood,Bergen,398.00
Mike Ast,87002,Wine & Spirits World (Hohokus),626 N Maple Ave,Hohokus,Bergen,264.33
Mike Ast,95001,Pazza,794 Franklin Ave,Franklin Lakes,Bergen,287.00
Mike Ast,83008,Glen Rock Ac Clb(P),221 Main St,Glen Rock,Bergen,448.00
Mike Ast,18002,Cinco De Mayo,371 High Mt Road,North Haledon,Passaic,99.00
Mike Ast,84022,Park West Tavern,30 Oak Street,Ridgewood,Bergen,721.33
Mike Ast,87004,Garbo's Ital Deli&Liq(Z),7 Sheridan Ave,Hohokus,Bergen,552.20
Mike Ast,84015,The Office 2131 Ridgewood,32-34 Chestnut St,Ridgewood,Bergen,198.00
Mike Ast,81006,Fair Lawn Wine & Spirits,21-00 Maple Ave,Fair Lawn,Bergen,16970.82
Mike Ast,84001,Public Ridgewood,6 Van Neste Sq,Ridgewood,Bergen,376.00
Mike Ast,87001,Uncorked Wine & Spirits (Hohokus),611 N Maple Ave,Hohokus,Bergen,2031.00
Mike Ast,93006,Mahwah Wine & Liquor (A),340 Ridge Rd Unit B,Mahwah,Bergen,3209.00
Mike Ast,19027,Goffle Road Wine and More,1100 Goffle Rd,Hawthorne,Passaic,6349.83
Mike Ast,93003,Mahwah Liqrs (P),139 Franklin Tpk,Mahwah,Bergen,7574.17
Mike Ast,88004,Discount Liq (P)_2,28 Franklin Tpke,Waldwick,Bergen,4163.00
Mike Ast,84012,Bareburger (Ridgewood),15 E Ridgewood Ave,Ridgewood,Bergen,575.00
Mike Ast,83009,Jalapeno Mex. Grille(A),930 Prospect St,Glen Rock,Bergen,204.00
Mike Ast,84008,The Wine Seller,6 W Ridgewood Ave,Ridgewood,Bergen,466.00
Mike Ast,12011,Bottle King (A) Wayne,1950 NJ-23,Wayne,Passaic,32959.00
Mike Ast,88005,Waldwick Wine/Spirits,23 Wyckoff Ave,Waldwick,Bergen,17673.53
Mike Ast,84003,Stop & Shop (A)Ridgewood,175 Franklin Ave,Ridgewood,Bergen,1838.00
Nick Melissari,120147,Yard House 8390,Fashion Ctr Mall Rt17 N,Wyckoff,Passaic,112668.05
Nick Melissari,30032,Panebianco Cucina Italiana,88 Park Ave,Rutherford,Bergen,55.00
Nick Melissari,32008,Steve's Bar & Grill (A),620 Rt 17,Carlstadt,Bergen,386.00
Nick Melissari,37070,The Hive Bar & Bistro,142 Outwater Lane,Garfield,Bergen,282.00
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,Passaic,992.33
Nick Melissari,30026,Simulcast,1 Racetrack Drive,East Rutherford,Bergen,627.00
Nick Melissari,34017,Ktb Coffee Shop,183 Boulevard,Hasbrouck Heights,Bergen,101.00
Nick Melissari,49060,Franco's Metro Rest (P),1475 Bergen Blvd,Fort Lee,Bergen,59.00
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Mahwah,Bergen,544.00
Nick Melissari,94009,Oakland Diner,72 Ramapo Valley Rd,Oakland,Bergen,77.00
Nick Melissari,80054,Chili's Paramus,75 Rt17 Garden State Pl,Paramus,Bergen,215.00
Nick Melissari,41025,Morton's The Stkhse Hacke,274 Riverside Square Mall,Hackensack,Bergen,132.00
Nick Melissari,80031,Grand Lux Cafe (A),1 Garden State Plaza,Paramus,Bergen,172.00
