Sales Rep Assigned,Customer Num,Customer Name,On-Off Premise,Product Num,Product Name,Package,Date,Placement Count   1/1/2025 - 12/31/2025,Placement Count   6/1/2026 - 8/31/2026,Placement Count   9/1/2026 - 9/30/2026,Cases   1/1/2025 - 12/31/2025,Cases   6/1/2026 - 8/31/2026,Cases   9/1/2026 - 9/30/2026
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,5/6/2025,1.00,,,0.00,,
Robin Feldman,12023,The Village Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,5/6/2025,1.00,,,0.00,,
Allison Scott,15004,Blackjack Mulligan's Public House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,5/6/2025,1.00,,,0.00,,
Jaime Colonna,171018,Urban Coal House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,5/6/2025,1.00,,,0.00,,
Andrew Lundy,250071,Total Wine & More (Union),Off Premise,77013,Evil Genius Stacy's Mom Citra IPA 2/12/12 oz Can,2/12/12oz Can,5/2/2025,1.00,,,5.00,,
Dylan Rubino,170169,Buy Rite North Bergen,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,5/2/2025,1.00,,,2.00,,
Brian Sengebush,230312,Skyland Baseball,On Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,5/2/2025,1.00,,,3.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,5/2/2025,1.00,,,2.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,5/1/2025,1.00,,,1.00,,
Hakan Sadik,150055,Bottle King Livingston,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,5/1/2025,1.00,,,1.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,5/1/2025,1.00,,,1.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,5/1/2025,1.00,,,2.00,,
Michael Harboy,150008,Total Wine & More (West Orange),Off Premise,77013,Evil Genius Stacy's Mom Citra IPA 2/12/12 oz Can,2/12/12oz Can,5/1/2025,1.00,,,3.00,,
Robin Feldman,12023,The Village Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/30/2025,1.00,,,1.00,,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/30/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/30/2025,1.00,,,5.00,,
Brian Sengebush,231715,Gyp's Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/29/2025,1.00,,,1.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/29/2025,1.00,,,1.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/29/2025,1.00,,,1.00,,
Alisa Acciardi,174150,Bayonne Patio Bar & Grill,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/25/2025,1.00,,,1.00,,
Allison Scott,15004,Blackjack Mulligan's Public House,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/25/2025,1.00,,,-1.00,,
John O'Donoghue,190657,Shay's Liquors_2,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/25/2025,1.00,,,1.00,,
John O'Donoghue,190505,Old Mill Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/25/2025,1.00,,,1.00,,
Hakan Sadik,150055,Bottle King Livingston,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/25/2025,1.00,,,-1.00,,
Nick Melissari,28003,Ktb Coffee Shop & Lounge,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/25/2025,1.00,,,1.00,,
John O'Donoghue,190072,Laundromat,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/24/2025,1.00,,,2.00,,
Brian Sengebush,230109,Skyview Golf Course (A),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/24/2025,1.00,,,2.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/24/2025,1.00,,,2.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/23/2025,1.00,,,1.00,,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/23/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/23/2025,1.00,,,4.00,,
Paul Mclaughlin,61004,Andiamo,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/22/2025,1.00,,,1.00,,
John O'Donoghue,192158,Weis Market,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/21/2025,1.00,,,2.00,,
Klejdi Lamo,190501,Mountain Lakes Wine & Liquor,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/17/2025,1.00,,,2.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/17/2025,1.00,,,1.00,,
Andrew Lundy,250071,Total Wine & More (Union),Off Premise,77013,Evil Genius Stacy's Mom Citra IPA 2/12/12 oz Can,2/12/12oz Can,4/17/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/16/2025,1.00,,,1.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/16/2025,1.00,,,2.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/15/2025,1.00,,,1.00,,
Mike Ast,12011,Bottle King (A) Wayne,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/15/2025,1.00,,,1.00,,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/15/2025,1.00,,,2.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/15/2025,1.00,,,1.00,,
Jaime Colonna,171018,Urban Coal House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/15/2025,1.00,,,1.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/15/2025,1.00,,,1.00,,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/14/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,77013,Evil Genius Stacy's Mom Citra IPA 2/12/12 oz Can,2/12/12oz Can,4/11/2025,1.00,,,3.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/11/2025,1.00,,,3.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/10/2025,1.00,,,1.00,,
Anthony Palmisano,231805,Meloi Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/10/2025,1.00,,,3.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/10/2025,1.00,,,2.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/10/2025,1.00,,,2.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/9/2025,1.00,,,2.00,,
Allison Scott,15004,Blackjack Mulligan's Public House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/9/2025,1.00,,,1.00,,
Michael Harboy,150004,Merit (P),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/9/2025,1.00,,,3.00,,
Allison Scott,5008,Celtic Crossings,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/8/2025,1.00,,,1.00,,
Alisa Acciardi,150302,The Blue Steel Pizza Co.,On Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,4/8/2025,1.00,,,2.00,,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/8/2025,1.00,,,1.00,,
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/8/2025,1.00,,,1.00,,
Robin Feldman,84021,Upper Ridgewood Tennis(A),On Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/7/2025,1.00,,,2.00,,
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/7/2025,1.00,,,3.00,,
Anthony Palmisano,3001,Best Cellars (Wanaque),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/7/2025,1.00,,,3.00,,
Andrew Lundy,250071,Total Wine & More (Union),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/4/2025,1.00,,,2.00,,
Nick Melissari,38025,Rebar (Z),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,0.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,0.00,,
Anthony Palmisano,230929,Airport Pub & Pkg,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,0.00,,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Jaime Colonna,170132,Cork City Pub,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Robin Feldman,12023,The Village Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,0.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Jaime Colonna,171018,Urban Coal House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Allison Scott,5008,Celtic Crossings,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Allison Scott,15004,Blackjack Mulligan's Public House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Jaime Colonna,178011,The Highwood,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,1.00,,
Allison Scott,11011,Sunset Pub & Grill(Z),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,1.00,,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,1.00,,
Robin Feldman,12023,The Village Inn,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,4/4/2025,1.00,,,0.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,4/4/2025,1.00,,,2.00,,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,0.00,,
John O'Donoghue,190505,Old Mill Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/4/2025,1.00,,,1.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/3/2025,1.00,,,1.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/1/2025,1.00,,,1.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,4/1/2025,1.00,,,1.00,,
John O'Donoghue,190711,Shop Rite Liquors,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/31/2025,1.00,,,-1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/28/2025,1.00,,,3.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/28/2025,1.00,,,1.00,,
Anthony Palmisano,230929,Airport Pub & Pkg,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/27/2025,1.00,,,1.00,,
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,3/27/2025,1.00,,,1.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/27/2025,1.00,,,1.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/27/2025,1.00,,,1.00,,
Allison Scott,5008,Celtic Crossings,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/27/2025,1.00,,,1.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,3/27/2025,1.00,,,2.00,,
Chris Payton,50020,Wineland,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,3/27/2025,1.00,,,1.00,,
Jaime Colonna,171018,Urban Coal House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/26/2025,1.00,,,1.00,,
Shane Barreca,70001,Montvale Wine/Liq & Beer,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/25/2025,1.00,,,2.00,,
Mike Ast,12011,Bottle King (A) Wayne,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/25/2025,1.00,,,1.00,,
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/24/2025,1.00,,,2.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/21/2025,1.00,,,1.00,,
Allison Scott,15004,Blackjack Mulligan's Public House,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/21/2025,1.00,,,1.00,,
Anthony Palmisano,231307,Skylands Wine& Beer Garden,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/21/2025,1.00,,,1.00,,
Nick Melissari,38025,Rebar (Z),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/20/2025,1.00,,,1.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/20/2025,1.00,,,2.00,,
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/19/2025,1.00,,,2.00,,
Jaime Colonna,170132,Cork City Pub,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/19/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/19/2025,1.00,,,2.00,,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/19/2025,1.00,,,2.00,,
Nick Melissari,38020,Lodi Lanes (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/19/2025,1.00,,,3.00,,
Robin Feldman,12023,The Village Inn,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/19/2025,1.00,,,1.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/18/2025,1.00,,,1.00,,
Shane Barreca,75004,Cork & Keg (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/17/2025,1.00,,,0.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/17/2025,1.00,,,1.00,,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/14/2025,1.00,,,1.00,,
Dave Ehlers,14007,Total Wine & More (Totowa),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/14/2025,1.00,,,3.00,,
Alisa Acciardi,150302,The Blue Steel Pizza Co.,On Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,3/14/2025,1.00,,,2.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/13/2025,1.00,,,2.00,,
John O'Donoghue,190309,Shop Rite Liq Parsippany,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/13/2025,1.00,,,3.00,,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/13/2025,1.00,,,-1.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/13/2025,1.00,,,2.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/13/2025,1.00,,,2.00,,
Chris Payton,50020,Wineland,Off Premise,7790,Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,12/19.2oz Can,3/13/2025,1.00,,,1.00,,
Alisa Acciardi,150052,Bottle King Glen Ridge,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/12/2025,1.00,,,2.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/12/2025,1.00,,,1.00,,
Robin Feldman,12023,The Village Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/12/2025,1.00,,,1.00,,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/11/2025,1.00,,,2.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/11/2025,1.00,,,1.00,,
Jayson Romine,230114,Liquor Factory III Sparta,Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/10/2025,1.00,,,3.00,,
Shane Barreca,75004,Cork & Keg (A),Off Premise,7797,Evil Genius Stacy's Mom Citra IPA 4/6/12 oz Can,4/6/12oz Can,3/10/2025,1.00,,,1.00,,
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/10/2025,1.00,,,3.00,,
Michael Harboy,150137,Danahers,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Brian Sengebush,190205,Sharky's West (P),On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/7/2025,1.00,,,0.00,,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
John O'Donoghue,190505,Old Mill Tavern,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,1.00,,
Allison Scott,12057,YARD HOUSE 8384,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Allison Scott,5008,Celtic Crossings,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Nick Melissari,31043,House of Que (East Rutherford),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Robin Feldman,12023,The Village Inn,On Premise,7707,Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,5.2 Gal Keg,3/7/2025,1.00,,,0.00,,
Brian Sengebush,190601,Thatcher Mcghee's (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Allison Scott,8015,Thatcher Mc Ghees (A),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
Jaime Colonna,170008,Zeppelin Hall (Z),On Premise,7711,Evil Genius Stacy's Mom Citra IPA Keg 15.5 Gal Keg,15.5 Gal Keg,3/7/2025,1.00,,,0.00,,
