customer_num,name,premise,address,county,area,rep,dm
87002,Wine & Spirits World (Hohokus),Off,626 N Maple Ave,Bergen,Bergen,Mike Ast,Paul Deady
87004,Garbo's Ital Deli&Liq(Z),Off,7 Sheridan Ave,Bergen,Bergen,Mike Ast,Paul Deady
87006,Hohokus Inn & Tavern,On,1 Franklin Tpke,Bergen,Bergen,Mike Ast,Paul Deady
88001,Liquorland (Waldwick),Off,5 Franklin Tpke,Bergen,Bergen,Mike Ast,Paul Deady
88002,Nellie's Place (P),On,9 Franklin Tpk,Bergen,Bergen,Nick Melissari,Chris McCrohan
88003,W's Village Grille,On,71 Crescent Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
88004,Discount Liq (P)_2,Off,28 Franklin Tpke,Bergen,Bergen,Mike Ast,Paul Deady
88005,Waldwick Wine/Spirits,Off,23 Wyckoff Ave,Bergen,Bergen,Mike Ast,Paul Deady
88006,Andrea's Restaurant,On,20 E Prospect St,Bergen,Bergen,Nick Melissari,Chris McCrohan
88007,Charlie's Place,On,18 W Prospect St,Bergen,Bergen,Nick Melissari,Chris McCrohan
88008,American Lgn (P) (Waldwick),On,46 Franklin Tpke,Bergen,Bergen,Nick Melissari,Chris McCrohan
88009,Matthew Colonial Rest(A),On,4 Franklin Tpke,Bergen,Bergen,Robin Feldman,Chris McCrohan
89001,Savini Rest (A),On,168 W Cresent Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
89002,Allendale Bar & Grill,On,67 Allendale Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
89003,Allendale Social,On,9 Franklin Tpk,Bergen,Bergen,Nick Melissari,Chris McCrohan
89005,Allendale Wine Shoppe,Off,101 W Allendale Ave,Bergen,Bergen,Mike Ast,Paul Deady
89007,Acme Markets (Allendale),Off,45 De Mercurio Dr.,Bergen,Bergen,Phil Ernst,Mike Engel
92001,Ramsey Tap Room,On,1315 Rt 17 Soth,Bergen,Bergen,Nick Melissari,Chris McCrohan
92002,Anthony's CF Pizza (A) (Ramsey),On,984 Route 17 No Suite B,Bergen,Bergen,Nick Melissari,Chris McCrohan
92003,Bar Boutique,On,110 E Main St,Bergen,Bergen,Nick Melissari,Chris McCrohan
92004,Brothers Smokehouse,On,900 Rte 17 No,Bergen,Bergen,Nick Melissari,Chris McCrohan
92005,Kinchley's,On,586 Franklin Tpk,Bergen,Bergen,Nick Melissari,Chris McCrohan
92006,Chili's Ramsey (A),On,900 Rt 17 N,Bergen,Bergen,Nick Melissari,Chris McCrohan
92007,Brady's At(A)The Station,On,5 W Main St,Bergen,Bergen,Nick Melissari,Chris McCrohan
92008,Ramsey Wine & Liquor,Off,47 W Main St,Bergen,Bergen,Shane Barreca,Paul Deady
92010,Houlihan's Ramsey,On,706 Rt 17 N,Bergen,Bergen,Nick Melissari,Chris McCrohan
92011,Bottle King (A) Ramsey,Off,476 Rt 17 N,Bergen,Bergen,Shane Barreca,Paul Deady
92012,The Shannon Rose/Ramsey,On,1200 Rt 17 N,Bergen,Bergen,Nick Melissari,Chris McCrohan
92013,Varka,On,30 N Spruce St,Bergen,Bergen,Nick Melissari,Chris McCrohan
92014,Ramsey Country Clb,On,105 Lakeside Dr,Bergen,Bergen,Nick Melissari,Chris McCrohan
92016,K Of C Ramsey,On,48 Mechanic St,Bergen,Bergen,Robin Feldman,Chris McCrohan
93001,Stateline Diner (P),On,375 Rt 17 N,Bergen,Bergen,Robin Feldman,Chris McCrohan
93002,Roxanne's A),On,150 Franklin Tpk,Bergen,Bergen,Nick Melissari,Chris McCrohan
93003,Mahwah Liqrs (P),Off,139 Franklin Tpk,Bergen,Bergen,Mike Ast,Paul Deady
93004,Mahwah B & G (A),On,2 Island Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
93005,Mason Jar Restaurant,On,219 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
93006,Mahwah Wine & Liquor (A),Off,340 Ridge Rd Unit B,Bergen,Bergen,Mike Ast,Paul Deady
93007,Rp Prime Restaurant,On,209 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
93008,Nonna's Pizza,On,11 Franklin Tpke,Bergen,Bergen,Nick Melissari,Chris McCrohan
93009,Scherer & Company,Off,7 Miller Road,Bergen,Bergen,Mike Ast,Paul Deady
93013,Elks Post 1941 (Z),On,1 Foxwood Ln,Bergen,Bergen,Robin Feldman,Chris McCrohan
93014,Double Tree By Hilton,On,180 Rt 17 S,Bergen,Bergen,Nick Melissari,Chris McCrohan
93016,Sangria Taps/Rest(Z),On,1033 Mac Arthur Blvd(Ctr),Bergen,Bergen,Robin Feldman,Chris McCrohan
93018,Courtyard Mahwah,On,140 Rt 17 S,Bergen,Bergen,Robin Feldman,Chris McCrohan
94001,Long Hill Liquors (A),Off,14 Post Rd,Bergen,Bergen,Mike Ast,Paul Deady
94002,Trovato's Due (Z),On,4 Barbara Lane,Bergen,Bergen,Nick Melissari,Chris McCrohan
94003,Segovia Tavern,On,110 W Oakland Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
94004,Hansil's Bar (P),On,7 Ramapo Valley Rd.,Bergen,Bergen,Nick Melissari,Chris McCrohan
94005,Cenzino's (P),On,589 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
94006,Harvest and Ale,On,588 Ramapo Valley Rd,Bergen,Sales,Nick Melissari,Chris McCrohan
94007,American Legion Oakland Post369,On,65 Oak St,Bergen,Bergen,Robin Feldman,Chris McCrohan
94008,Oakland Wine (A),Off,390 Ramapo Valley Rd,Bergen,Bergen,Mike Ast,Paul Deady
94009,Oakland Diner,On,72 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
94010,Portobello Banquets,On,155 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
94011,Elks Post 2167,On,33 Ramapo Valley Rd,Bergen,Bergen,Robin Feldman,Chris McCrohan
94012,Holiday Bowl,On,29 Spruce St,Bergen,Bergen,Nick Melissari,Chris McCrohan
94013,Portobello Feasts,On,175 Ramapo Valley Rd,Bergen,Bergen,Nick Melissari,Chris McCrohan
94016,Doc Watsons NJ,On,20 Elm St,Bergen,Bergen,Robin Feldman,Chris McCrohan
95001,Pazza,On,794 Franklin Ave,Bergen,Bergen,Mike Ast,Paul Deady
95002,Indian Trail Club,On,830 Franklin Lakes Rd,Bergen,Bergen,Robin Feldman,Chris McCrohan
95004,Franklin Lake Liq,Off,799 Franklin Ave,Bergen,Bergen,Mike Ast,Paul Deady
96001,Wyckoff Tavern Kitchen and Bar,On,315 Franklin Ave,Bergen,Sales,Nick Melissari,Chris McCrohan
96002,Wine & Spirit World(W),Off,303 Franklin Ave,Bergen,Bergen,Mike Ast,Paul Deady
96005,The Brick House (P),On,179 Godwin Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
96006,Blue Moon Mexican Cafe,On,327j Franklin Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
96007,The Original Barn,On,359 Sicomac Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
96010,Aldo's Italian Rest(Z),On,640 Wyckoff Ave,Bergen,Bergen,Nick Melissari,Chris McCrohan
120002,PICNIC,Off,150 Wagaraw Road,Passaic,Passaic,Default,None
120079,U S 1 Buy Rite (A),Off,771-773 Edgar Rd,Union,Union,Andrew Lundy,Mike Kennedy
120146,NJ VETERANS NETWORK RENAISSANCE FESTIVAL,Off,521 WHITE LAKE ROAD,Sussex,Passaic,Default,None
120147,Port Imperial HOQ LLC,Off,1 American Dream Way,Bergen,Passaic,Nick Melissari,Chris McCrohan
121004,Harry's Wine Cellar,Off,297 Broadway,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
150001,Verona Wine Cellar,Off,360 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150002,Shoprite Wine & Spirits,Off,478 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150004,Merit (P),Off,599 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150005,The Bottle Stop (Caldwell),Off,153 Roseland Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150007,Kilkenny Alehouse,On,27 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150008,Total Wine & More (West Orange),Off,495 Prospect Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150009,Gaslight Brewery & Rest.,On,15 S Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150010,Cloverleaf Tavern,On,395 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150011,Kingdom Liquors (A),Off,508 N 11th Street,Essex,Essex,Hakan Sadik,Mike Kennedy
150012,Kings Super Markets,Off,778 Morris Turnpike,Essex,Essex,Alex Rodriguez,Mike Kennedy
150014,Tierney's Tavern(A),On,138 Valley Road,Essex,Essex,Paul Mclaughlin,Chris McCrohan
150015,Michael Roscommon Hs(A),On,531 Joralemon St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150016,Nutley Wine Shop,Off,558 N Franklin Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150018,Cedar Grove Liq (P),Off,597 Pompton Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150020,Gallaghers Wine & Cheese,Off,559 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150021,Town House Liq (A)& Wine,Off,115 Watchung Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150023,Brookdale W & S (A),Off,1057 Broad St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150024,Mcgovern's Tavern(A),On,58 New Street,Essex,Essex,Hakan Sadik,Mike Kennedy
150026,FERRY WINE & LIQUOR STOP,Off,178 Ferry St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150029,Oso Felipe Mexican Kitchen,On,2 Erie St.,Essex,Sales,Michael Harboy,Mike Kennedy
150031,Fairfield Wine Cellar,Off,99 Us-46,Essex,Essex,John O'Donoghue,Mike Kennedy
150033,Discount Liquors Bloomfield,Off,24 1st Avenue,Essex,Essex,Alisa Acciardi,Mike Kennedy
150036,Romany Liquor Shop (A),Off,227 Glenridge Avenue,Essex,Essex,Michael Harboy,Mike Kennedy
150037,Heller & Heller Liquors (Nutley),Off,200 N Franklin Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150038,Pioneer Wine's & Liquors,Off,652 Joralemon Street,Essex,Essex,Alisa Acciardi,Mike Kennedy
150040,Krauser's Liquor Locker,Off,645 Bloomfield Avenue,Essex,Essex,Michael Harboy,Mike Kennedy
150041,A&M Liquor,Off,517 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150042,St Cloud Liquors,Off,533 Northfield Avenue,Essex,Essex,Michael Harboy,Mike Kennedy
150043,The Clubhouse,On,410 US-46 East,Essex,Essex,Michael Harboy,Mike Kennedy
150044,South Orange Fine Wine & Spirits,Off,1153 South Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150048,Cedar Grove Wine Cellar,Off,402 Pompton Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150049,Verona Inn(Z),On,624 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150050,Fitzgerald 1928,On,13 Herman St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150052,Bottle King Glen Ridge,Off,710 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150053,Pilgrim Liquor,Off,283 Pompton Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150054,Mad For Chicken Newark,On,224 Market St,Essex,Essex,Hakan Sadik,Mike Kennedy
150055,Bottle King Livingston,Off,343 W.Mount Pleasant Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150058,Fairchilds Market Place,Off,171 Eagle Rock Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150060,Belleville Liquors,Off,736 Belleville Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150061,Heller & Heller (East Orange),Off,39 4th Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150062,United Liquor,Off,362 Washington St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150063,Victory Wine & Liquor,Off,457 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150064,New Silver Key Liquor,Off,250 Broadway,Essex,Essex,Hakan Sadik,Mike Kennedy
150065,Vailsburg Wine/Liq (A),Off,986 So.Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150066,New Home Liquor,Off,458-64 Rosevile Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150067,T&T Liquors (A),Off,759 Broadway,Essex,Essex,Hakan Sadik,Mike Kennedy
150068,Rajashree Wine & Liq,Off,751 Lyons Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150073,Oasis Liquor & Deli,Off,521 Ferry St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150076,Rapp Beer & Soda (A),Off,1000 Clinton Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150078,Tory Corner Liquors (P),Off,261 Main St,Essex,Essex,Michael Harboy,Mike Kennedy
150080,Berkeley Liquors,Off,129 Franklin St.,Essex,Essex,Alisa Acciardi,Mike Kennedy
150081,Lucky 7 Wine & Liq (A),Off,10 South Valley Rd,Essex,Essex,Michael Harboy,Mike Kennedy
150082,Liquorland (South Orange),Off,25 Valley Street,Essex,Essex,Hakan Sadik,Mike Kennedy
150084,Pineapple Express Barbecue,On,1 Lackawanna Plaza,Essex,Sales,Michael Harboy,Mike Kennedy
150085,The Oakley Kitchen,On,789 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150086,Cordes Wine & Liquor,Off,370 Broad St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150087,La Santa Bar & Grill,On,412 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150089,Buy Rite Wine & Liquor,Off,400 Valley St,Essex,Essex,Hakan Sadik,Mike Kennedy
150090,Olshins Pharmacy,Off,114 Congress St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150092,Shillelagh Club,On,648 Prospect Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150095,Calandra's,On,234 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150096,Prudential Center,On,165 Mulberry St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150098,Lisbon Wines & Liquors,Off,114 Ferry St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150099,Prime 94 Steakhouse & Grill,On,94 Fairfield Road,Essex,Essex,John O'Donoghue,Mike Kennedy
150100,Angelbeck's,Off,621 Valley Rd,Essex,Essex,Michael Harboy,Mike Kennedy
150101,Party Liquors,Off,469 Mt.Pleasant Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150103,Jacks Supermarket,Off,370 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150104,Sidelines Bar And Grill,On,198 Us-46,Essex,Essex,John O'Donoghue,Mike Kennedy
150106,Iron Bound Wines & Spirit,Off,124 Adams St.,Essex,Essex,Alisa Acciardi,Mike Kennedy
150108,Caggiano Liquors,Off,65-67 Glenridge Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150109,Kelly's Liquors,Off,726 Washington Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150110,Mountain Ridge Cc,On,713 Passaic Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150112,The Old Canal Inn,On,2 East Passaic Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150113,Express Two Liquors,Off,53 South Jefferson St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150118,Wine Legend,Off,277 Eisenhower Pkwy,Essex,Essex,Alex Rodriguez,Mike Kennedy
150122,Nomada,On,706 Bloomfield Ave,Essex,Sales,Michael Harboy,Mike Kennedy
150123,Cowans Public,On,229 Centre St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150124,Just Jakes,On,30 Park St,Essex,Essex,Michael Harboy,Mike Kennedy
150125,American Whiskey Newark,On,51 Edison Place,Essex,Essex,Hakan Sadik,Mike Kennedy
150126,Valley Liquors,Off,426 Valley Rd,Essex,Essex,Michael Harboy,Mike Kennedy
150128,C & I Liquors(Superfresh),Off,165 Belmont Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150129,White Oaks Liquors,Off,418 Union Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150130,Seabra Liquors,Off,83 Wilson Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150131,Lbv Cellars,Off,266 Chestnut St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150132,Boot Leggers W/L,Off,528 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150133,The Wine Rack Millburn,Off,186 Essex St,Essex,Essex,Andrew Lundy,Mike Kennedy
150134,Bell Liquor,Off,2 Bloomfield Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150135,Home Liquors(520 East Orange),Off,520 Main St,Essex,Essex,Hakan Sadik,Mike Kennedy
150136,Double Dee Liquors,Off,354 Main St,Essex,Essex,Hakan Sadik,Mike Kennedy
150137,Danahers,On,31 Passaic Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150139,Mompou Restaurant,On,77 Ferry St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150142,Fornos Of Spain (A),On,47 Ferry St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150144,Home Liquors(480 Newark) (P),Off,480 Market St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150145,Wine 2 Spirits,Off,696-704 Mt.Prospect Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150146,Bello's,On,376 Market St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150147,Irvington Liquors,Off,1394 Springfield Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150148,St.James Gate Public House,On,167 Maplewood Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150149,Homer Liquors,Off,1079 Broad St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150151,Maple Liquors,Off,356 Main St,Essex,Essex,Hakan Sadik,Mike Kennedy
150152,Krauszer Food & Liquor,Off,1263 Broad St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150153,Wine Depot Of Livingston,Off,603 S Livingston Ave,Essex,Essex,Alex Rodriguez,Mike Kennedy
150154,Toast Of The Town,Off,283 Scotland Rd,Essex,Essex,Hakan Sadik,Mike Kennedy
150155,L Town Liquors,Off,214 N. Livingston Ave,Essex,Essex,Alex Rodriguez,Mike Kennedy
150156,Ivy Plaza Liquors,Off,521 Irvington Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150157,Plaza Wine & Liquor,Off,123 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150159,Castle Rock Bar and Grill,On,440 Main St,Essex,Essex,Michael Harboy,Mike Kennedy
150161,Essex County Cc (A),On,350 Mt.Pleasant Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150162,Krauszer's Food & Liq,Off,2 Central Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150163,Colony Liquors,Off,322 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150164,Best Quality Liquor,Off,138 South Essex Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150165,Marriott @Newark Liberty,On,1 Hotel Rd,Essex,Essex,Hakan Sadik,Mike Kennedy
150166,Liquor Zone,Off,58 Broadway,Essex,Essex,Hakan Sadik,Mike Kennedy
150169,Pueblo Liquor,Off,880 Mt. Prospect Ave #2,Essex,Essex,Hakan Sadik,Mike Kennedy
150170,Express Liquors,Off,828 N 6th St,Essex,Essex,Hakan Sadik,Mike Kennedy
150171,21 Plaza Wine & Liquor,Off,1411 Mccarter Hwy,Essex,Essex,Alisa Acciardi,Mike Kennedy
150172,Maple Check,Off,1942 Springfield Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150173,Bloomfield Buyrite,Off,35 Lackawanna Pl,Essex,Essex,Hakan Sadik,Mike Kennedy
150175,Primavera Liquor,Off,49 Pacific St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150176,Lou's Corner,Off,168 Van Buren St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150177,Tonys Liquor Store,Off,572 Broadway,Essex,Essex,Hakan Sadik,Mike Kennedy
150179,The Hudson Rose,On,238 N Franklin Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150182,Liquor Cave,Off,309 Irvington Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150183,Home Liquors(773 Newark),Off,773 South Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150184,Newark Discount Wine and Spirits,Off,355 Bloomfield Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150185,Redds Biergarten,On,216-220 Market St,Essex,Essex,Hakan Sadik,Mike Kennedy
150186,Buy And Savings Liquor,Off,133 Roseville Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150187,Burke's Tavern,On,150 Lafeyette St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150188,Gigantes Liquor,Off,605 Broadway,Essex,Essex,Hakan Sadik,Mike Kennedy
150190,Quick Stop Liquors,Off,627 Eagle Rock Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150191,Home Wines & Liquors (927 Newark),Off,927-929 Franklin Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150192,South End Liquors,Off,310 Orange Rd,Essex,Essex,Michael Harboy,Mike Kennedy
150195,DOUGH,On,168 Passaic Ave,Essex,Sales,Michael Harboy,Mike Kennedy
150196,Franklin Steakhouse Tvrn,On,318 Passaic Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150199,Town Pub Of Bloomfeild,On,378 Broad St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150202,Brinks Wine & Liquors,Off,39 Harrison Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150203,B & B Liquors (West Orange),Off,7 Northfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150205,Dillon's,On,45 Freeman St,Essex,Essex,Michael Harboy,Mike Kennedy
150208,Sakura Grill & Buffet,On,495 Prospect Ave #19,Essex,Essex,Michael Harboy,Mike Kennedy
150210,Scotland Arms Liquors,Off,711-713 Scotland Rd,Essex,Essex,Hakan Sadik,Mike Kennedy
150211,Harmony Bar & Liquors,Off,117 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150212,Home Wines & Liquors (Orange),Off,209 Main St,Essex,Essex,Hakan Sadik,Mike Kennedy
150214,Three Corners Liquor/Bar,Off,321-322 North Day St,Essex,Essex,Hakan Sadik,Mike Kennedy
150215,Castaway Restaurant,On,284 Watchung Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150216,Brandy's Lounge And Liquors,Off,155-157 Main St,Essex,Essex,Hakan Sadik,Mike Kennedy
150217,Galaxy Liquor,Off,410 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150218,Lyons Discount,Off,13-29 CORDIER ST,Essex,Essex,Hakan Sadik,Mike Kennedy
150219,Las Canastillas,On,326 Broad St,Essex,Essex,Hakan Sadik,Mike Kennedy
150220,New JD Liquors,Off,506 Prospect St,Essex,Essex,Hakan Sadik,Mike Kennedy
150221,Jonathan's Liquor Store,Off,263 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150222,Tremont Liquors,Off,272 Sanford St,Essex,Essex,Hakan Sadik,Mike Kennedy
150223,New Gold Rose Liquors,Off,392 Williams St,Essex,Essex,Hakan Sadik,Mike Kennedy
150224,East Orange Liquor,Off,160 North Grove St,Essex,Essex,Hakan Sadik,Mike Kennedy
150225,Park Ave Wine & Liquors,Off,412 Park Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150226,Silver Wine & Liquor,Off,51 Central Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150228,Antik Greek Kitchens,On,335 Fairfield Road,Essex,Essex,John O'Donoghue,Mike Kennedy
150229,City Discount Liquors,Off,114-130 Stockton St.,Essex,Essex,Alisa Acciardi,Mike Kennedy
150230,King's W & L,Off,230 Springdale Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150231,Village Hall,On,101 South Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150232,Avenue Bistro,On,558 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150235,460 BISTRO,On,460 Pleasant Valley Way,Essex,Essex,Michael Harboy,Mike Kennedy
150244,Bacchanal Junction,On,558 Arlington Ave,Essex,Sales,Alisa Acciardi,Mike Kennedy
150245,Levy @ The Prudential Center,On,165 Mulberry St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150246,Noches de Colombia Belleville,On,369-371 Washington Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150247,Cityrub Steak & Smokehouse,On,118 Stockton St.,Essex,Essex,Alisa Acciardi,Mike Kennedy
150248,The Wine Rack North Caldwell,Off,27 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150249,Millburn Standard,On,42 Main St,Essex,Essex,Andrew Lundy,Mike Kennedy
150250,Par 440 Restaurant,On,440 Parsonage Hill Rd,Essex,Essex,John O'Donoghue,Mike Kennedy
150252,Guys & Dolls Billiards & Sports Bar,On,524 Washington Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150253,El Patio Liquor Store,Off,56 Main St.,Essex,Essex,Michael Harboy,Mike Kennedy
150260,Glen Ridge Country Club,On,555 Ridgewood Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150271,Cedar Hill Golf/Cc,Off,100 Walnut St,Essex,Essex,Michael Harboy,Mike Kennedy
150300,Obals Inn,On,439 Broad St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150302,The Blue Steel Pizza Co.,On,285 Glenwood Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150305,Six Points Pub,On,574 Bloomfield Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150400,Liquor City,Off,481 Washington Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150402,Coolvines Newark,Off,625 Broad St. Ste 110,Essex,Essex,Hakan Sadik,Mike Kennedy
150450,Ringside Pub,On,379 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150451,Wine Village,Off,363 Bloomfield Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150499,Garden State Tavern,On,811 Passaic Ave,Essex,Essex,Michael Harboy,Mike Kennedy
150501,Nikko Hibachi Steakhouse,On,38 2 Bridges Rd,Essex,Essex,Michael Harboy,Mike Kennedy
150601,El Nuevo Caballo Blanco,Off,660 Mt. Prospect Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150602,Extra Wine & Liquor,Off,278 Orange St,Essex,Essex,Hakan Sadik,Mike Kennedy
150603,Quality Liquors,Off,267 South Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150604,Royal Liquors,Off,363 South Orange Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150606,Skyline Liquors,Off,735 Martin L.King Blvd,Essex,Essex,Hakan Sadik,Mike Kennedy
150607,Angel Liquors,Off,634 Dr. Mlk Jr. Blvd,Essex,Essex,Hakan Sadik,Mike Kennedy
150608,Chapel Liquors,Off,72 Chapel St,Essex,Essex,Alisa Acciardi,Mike Kennedy
150609,Home Liquors(465 Newark),Off,465 Orange St,Essex,Essex,Alex Rodriguez,Mike Kennedy
150611,Jim Dandy's,On,563 Franklin Ave,Essex,Essex,Alisa Acciardi,Mike Kennedy
150612,All Brothers Ii (Irvington),Off,859 18th Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
150613,Coopers Liquor & Deli,Off,594 Orange St.,Essex,Essex,Hakan Sadik,Mike Kennedy
150614,International Liquor,Off,1070 Springfield Ave,Essex,Essex,Hakan Sadik,Mike Kennedy
