customer_num,name,premise,address,county,area,rep,dm
20013,Silk City Lounge (P),On,10 1st Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20014,Bombolon Liquor & Grocery,Off,192 E 16th St,Passaic,Passaic,Pablo Lopez,Denise Montes
20021,Diamond Liquors (P),Off,507 Summer St,Passaic,Passaic,Javier Melo,Denise Montes
20022,Caraballo's,Off,495 Market Street,Passaic,Passaic,Pablo Lopez,Denise Montes
20025,Mercer Bar & Liquors,Off,73 Mercer St,Passaic,Passaic,Derrick Laws,Denise Montes
20027,230 Liq & Groc.(A),Off,230 Rosa Parks Blvd,Passaic,Passaic,Derrick Laws,Denise Montes
20028,Integrity Masonic,On,224 Broadway,Passaic,Passaic,Derrick Laws,Denise Montes
20029,Star Liquor Store,Off,13 12th Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20030,10th Ave Liq & Food (P),Off,350 10th Ave,Passaic,Passaic,Derrick Laws,Denise Montes
20031,La Joya Liquors,Off,15 Park Ave,Passaic,Passaic,Javier Melo,Denise Montes
20032,Riverside Liquors (Paterson),Off,402 River St,Passaic,Sales,Pablo Lopez,Denise Montes
20037,The Point Liquor & Bar,Off,620 Main Street,Passaic,Passaic,Derrick Laws,Denise Montes
20038,Patsy's (A) Tavern,On,72 7th Ave,Passaic,Passaic,Derrick Laws,Denise Montes
20040,Hiciano Liquor Store,Off,71 73 Park Ave,Passaic,Passaic,Derrick Laws,Denise Montes
20041,Yaremy Liquors,Off,29 Park Ave,Passaic,Passaic,Derrick Laws,Denise Montes
20042,Midtown Liquors,Off,274 Broadway,Passaic,Passaic,Pablo Lopez,Denise Montes
20046,Circle Cafe (A),On,144 Washington St,Passaic,Passaic,Pablo Lopez,Denise Montes
20048,Downtown Cafe (P),On,29 Church St,Passaic,Passaic,Derrick Laws,Denise Montes
20051,Costambar Bar & Liquor Corp.,Off,292-294 Market Street,Passaic,Passaic,Pablo Lopez,Denise Montes
20055,Paruta's (A),On,89 Market St,Passaic,Passaic,Javier Melo,Denise Montes
20056,East Side Bar Liquors,Off,442 10th Ave,Passaic,Passaic,Javier Melo,Denise Montes
20058,Krystal Bar(P) & Liqs.,On,123 Highland St,Passaic,Passaic,Derrick Laws,Denise Montes
20060,Moya E.Bar&Liq.(Z),Off,428 East 18th St,Passaic,Passaic,Derrick Laws,Denise Montes
20061,Seguidilla 56 Lounge & Liquors,On,227 Park Ave,Passaic,Passaic,Javier Melo,Denise Montes
20062,Intensity Lounge/Angie's Liquors,Off,109 Main St,Passaic,Passaic,Pablo Lopez,Denise Montes
20066,J & B Bar & Liq (Z),Off,468 Broadway,Passaic,Passaic,Derrick Laws,Denise Montes
20068,Florida Drugs (A),Off,507 Broadway,Passaic,Passaic,Pablo Lopez,Denise Montes
20069,Segundo's (P),Off,293 Madison Ave,Passaic,Passaic,Javier Melo,Denise Montes
20070,Joe's Liquor (A),Off,328 11th Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20075,Griselda Rest.(A),On,81 Market Street,Passaic,Passaic,Derrick Laws,Denise Montes
20076,Moca Liquors Ii,Off,497 Broadway,Passaic,Sales,Derrick Laws,Denise Montes
20077,Mamajuana Cafe (P),On,177 3rd Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20079,Limestone Liquors (A),Off,349 Union Ave,Passaic,Passaic,Derrick Laws,Denise Montes
20080,Raphael & Angel Liq (A),Off,390 Main St,Passaic,Passaic,Derrick Laws,Denise Montes
20081,Hacienda (P),On,102 Mclean Blvd,Passaic,Passaic,Pablo Lopez,Denise Montes
20082,Central Restobar & Lounge,On,89-91 Prospect St,Passaic,Passaic,Pablo Lopez,Denise Montes
20089,Carlitto's Bar(P),On,402 Main Street,Passaic,Passaic,Derrick Laws,Denise Montes
20090,D'classico (P),On,58 Ellison St,Passaic,Passaic,Pablo Lopez,Denise Montes
20096,Alto Rango Liq/Lounge (P),Off,253 12th Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20100,Serie 92 Bar & Liquor,On,21 West Broadway,Passaic,Sales,Pablo Lopez,Denise Montes
20102,La Fiesta,On,50 Cianci St,Passaic,Passaic,Pablo Lopez,Denise Montes
20103,Moonlight (P) Lounge,On,100 Market St,Passaic,Passaic,Office Tell Sell,Chris McCrohan
20104,Roses Bar & Liquors,On,102 Market Street,Passaic,Passaic,Javier Melo,Denise Montes
20106,Super Wine Warehse(P)Pate,Off,42 E 30th St,Passaic,Passaic,Phil Ernst,Mike Engel
20108,5th Avenue (P) Tavern,On,138 5th Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
20110,The Cathedral Restaurant,On,378 Main St,Passaic,Passaic,Javier Melo,Denise Montes
20112,Hamilton&Ward Steakhs (P),On,101 Ward St,Passaic,Passaic,Derrick Laws,Denise Montes
20114,Ronny's Liqrs (Z),Off,389 Madison Avenue,Passaic,Passaic,Pablo Lopez,Denise Montes
20117,El Cantaro Liquors,Off,416 Market Street,Passaic,Sales,Javier Melo,Denise Montes
20124,Lena y Carbon Broaster,Off,21 Mill St.,Passaic,Sales,Pablo Lopez,Denise Montes
20125,El Escondite Bar and Restaurant,On,243 21st Ave,Passaic,Sales,Derrick Laws,Denise Montes
20126,Scheps Discount Bar/Liq,Off,152 23rd Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
20127,Brothers A&C Pizza (P),On,343 21st Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
20129,Main Discount (P) Liqs.,Off,1137 Main St,Passaic,Passaic,Derrick Laws,Denise Montes
20130,412 Lounge & Latin Bar,On,410-412 Main St,Passaic,Sales,Pablo Lopez,Denise Montes
20131,El Fogon Rest,On,475 Union Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
20132,Lovelust,On,108 Market St,Passaic,Passaic,Derrick Laws,Denise Montes
21001,Rocky's Liquor Store,Off,48-50 Third Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
21005,La Fuente Bar (A),On,43 Ellison Street,Passaic,Passaic,Javier Melo,Denise Montes
21006,Camilo Liquors(A),Off,424 6th Ave,Passaic,Passaic,Javier Melo,Denise Montes
21012,Elks Ldge 333 (Z) Pater.,On,272 Ellison St,Passaic,Passaic,Derrick Laws,Denise Montes
21014,Ranchito Mi Peru,On,487 21st Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
21020,Rincon Criollo Restaurant,On,715 E 18th Street,Passaic,Passaic,Office Tell Sell,Chris McCrohan
21021,Park Avenue Liquors,Off,307 Park Ave,Passaic,Passaic,Javier Melo,Denise Montes
21022,Costa Marina Lounge(A),On,182 Market St.,Passaic,Passaic,Pablo Lopez,Denise Montes
21023,Luna Liquors,Off,291 Park Avenue,Passaic,Passaic,Javier Melo,Denise Montes
21024,Altiero Liquors,Off,498 Ellison St.,Passaic,Passaic,Pablo Lopez,Denise Montes
21025,56 Discount Liquors,Off,253 Park Avenue,Passaic,Passaic,Javier Melo,Denise Montes
21026,C Town Supermarket(P),Off,444 20th Avenue,Passaic,Passaic,Javier Melo,Denise Montes
21028,Estevez Liquors & Grocery 2 LLC,Off,262 22nd Ave,Passaic,Passaic,Javier Melo,Denise Montes
21030,Bonfire Mofongo House (P),On,999 Market St,Passaic,Passaic,Pablo Lopez,Denise Montes
21031,Broadway Liq (A),Off,732 Broadway,Passaic,Passaic,Derrick Laws,Denise Montes
21032,Carisma Liq & Groc (P),Off,230 Vreeland Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
21033,The Liquor Shop,Off,498 E 30th Street,Passaic,Passaic,Derrick Laws,Denise Montes
21034,Schulman's (P) Deli,Off,521 Park Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
21035,M & R Disc (A) Liqs.,Off,408 21st Ave,Passaic,Passaic,Derrick Laws,Denise Montes
21038,Freddie's Dugout,On,16 3rd Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
21042,Marcet Cafe,On,1011 Market St,Passaic,Passaic,Pablo Lopez,Denise Montes
21043,Duffy's Tavern (Z),On,856 River Street,Passaic,Passaic,Allison Scott,Chris McCrohan
21044,Farm Boy,Off,465 Getty Ave,Passaic,Passaic,Javier Melo,Denise Montes
21045,Dorta Liquor (A),Off,353 21st Ave,Passaic,Passaic,Derrick Laws,Denise Montes
21048,Ferraro's Liquor,Off,423 21st Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
21050,Quis Queya Liquor(P),Off,586 21st Avenue,Passaic,Passaic,Derrick Laws,Denise Montes
21054,C & S Lucky Liquors (P),Off,299 Grand Street,Passaic,Passaic,Javier Melo,Denise Montes
21055,C & S Lucky Liquors II,Off,460 Chamberlain Ave,Passaic,Passaic,Javier Melo,Denise Montes
22001,Lena Y Carbon Restaurant,On,201 Market St,Passaic,Passaic,Pablo Lopez,Denise Montes
22004,Neighbors,On,329 Trenton Avenue,Passaic,Passaic,Allison Scott,Chris McCrohan
22006,Ant's Bar & Liquors,Off,16 Mary Street,Passaic,Passaic,Derrick Laws,Denise Montes
22009,Paterson Fire Dept,On,226 Walnut Street,Passaic,Passaic,Office Tell Sell,Chris McCrohan
22013,Hi-Beams (P),On,182 Getty Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
22014,Aruba Shots Bar,On,463 21st Avenue,Passaic,Passaic,Pablo Lopez,Denise Montes
22016,Johnny A's (P) Hitchn Pos,On,95 Barclay Street,Passaic,Passaic,Allison Scott,Chris McCrohan
22019,Noches De Colombia (Paterson),On,365 21st Avenue,Passaic,Passaic,Pablo Lopez,Denise Montes
22021,Super Korona (Z) Bar,On,991 Madison Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
22022,C Town (A),Off,680 Main Street,Passaic,Passaic,Derrick Laws,Denise Montes
22024,Edwards (P) Wine & Liq,Off,910 Main Street,Passaic,Passaic,Javier Melo,Denise Montes
22025,Dulce Patria,On,913 Main St,Passaic,Passaic,Pablo Lopez,Denise Montes
22031,Roxxie's (P),On,324 E Railway Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
22032,Economy Liquors,Off,186 5th Ave,Passaic,Passaic,Derrick Laws,Denise Montes
22036,Tease (P),On,168 Getty Avenue,Passaic,Passaic,Pablo Lopez,Denise Montes
22044,Los Cristales (Z),On,409 21st Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
22051,Quilvio's Tavern & Liquor,Off,933 Main Street,Passaic,Passaic,Javier Melo,Denise Montes
22053,Rincon Centroamericano,On,197 Market St,Passaic,Passaic,Derrick Laws,Denise Montes
22065,Mambo Lounge (P),On,62-64 Dover St,Passaic,Passaic,Javier Melo,Denise Montes
22067,Gonzalez Liq & Bar(A),Off,105 Park Ave,Passaic,Passaic,Derrick Laws,Denise Montes
23001,Bogey's Sport Bar,On,103 Valley Road,Passaic,Passaic,Allison Scott,Chris McCrohan
23002,Valley Liquors (A),Off,343 Hazel St,Passaic,Passaic,Jim Heaney,Denise Montes
23003,Pete's Liquors,Off,383 Valley Road,Passaic,Passaic,Jim Heaney,Denise Montes
23004,Shop Rite Wines/Spirits,Off,895 Paulison Ave,Passaic,Passaic,Derrick Laws,Denise Montes
23006,46 Discount Liquor Store,Off,519 Rt 46e (Piaget Ave),Passaic,Passaic,Chris Payton,Mike Engel
23007,Field Liquors (A),Off,1006 W Rt 46 W,Passaic,Passaic,Jim Heaney,Denise Montes
23009,Mountainside (A),On,509 Hazel St,Passaic,Passaic,Robin Feldman,Chris McCrohan
23010,Toros Turkish (P),On,489 Hazel Street,Passaic,Passaic,Robin Feldman,Chris McCrohan
23012,Moose Lodge (Z),On,1268 Main Ave,Passaic,Passaic,Robin Feldman,Chris McCrohan
23013,Vfw 7165 (P),On,491 Valley Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
23015,Disabled Amvets (P),On,315 Hazel St,Passaic,Passaic,Robin Feldman,Chris McCrohan
23020,Clifton City Tavern(P),On,709 Van Houten Avenue,Passaic,Passaic,Allison Scott,Chris McCrohan
24001,Richfield Liquors,Off,1362 Clifton Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24002,Swizzle Stick Liq (A),Off,137 3rd St,Passaic,Passaic,Jim Heaney,Denise Montes
24003,Paulison Liquors (P),Off,621 Paulison Ave,Passaic,Passaic,Javier Melo,Denise Montes
24005,Henry's Liquors,Off,1224 Van Houten Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24006,The Grand Saloon,On,940 Van Houten Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24009,Quik Stop Conv(Z),Off,261 Clifton Avenue,Passaic,Passaic,Jim Heaney,Denise Montes
24010,Western Bev 21088 Clift,Off,20 Bridewell Place,Passaic,Passaic,John Neukum,Mike Engel
24011,Shoppers Vineyard (A),Off,875 Bloomfield Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24012,Dante's Liquor & Wine,Off,729 Van Houten Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24014,Bottleneck Liquors,Off,120 Market St,Passaic,Passaic,Jim Heaney,Denise Montes
24015,Allwood Liquor Store,Off,60 Market St,Passaic,Passaic,Jim Heaney,Denise Montes
24016,Broad Liquors (A),Off,1187 Broad Street,Passaic,Passaic,Jim Heaney,Denise Montes
24017,Rainbow Liquor (P),Off,292 Lakeview Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24018,Agave Cantina Mexicana,On,421 Piaget Ave,Passaic,Passaic,Javier Melo,Denise Montes
24019,Sharky's Wings(P),On,545 Highland Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24020,US#1 Wine & Liquor,Off,534 Van Houten Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24021,Liquor Stop (P) (Clifton),Off,565 Clifton Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24022,Applebee's Clifton,On,375 Rte 3 E,Passaic,Passaic,Allison Scott,Chris McCrohan
24025,The Clif (P),On,605 Clifton Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24026,Rock Bar,On,414 Main Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24027,Mario's Rest,On,710 Van Houten Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24029,Dingo's Den (P),On,615 Van Houten Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24030,El Mexicano Rest (P),On,1293 Main Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
24031,Tommy's Tavern & Tap (Clifton),On,826 Route 3 Clifton Nj,Passaic,Passaic,Allison Scott,Chris McCrohan
24032,El Dorado Rest (Z),On,255 Parker Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
24034,La Fortaleza (Clifton),On,590 Lexington Ave,Passaic,Passaic,Javier Melo,Denise Montes
24036,Elks Post (Z) #1569,On,775 Clifton Ave,Passaic,Passaic,Robin Feldman,Chris McCrohan
24037,Vasel's (A),Off,586 Bloomfield Ave,Passaic,Passaic,Jim Heaney,Denise Montes
24038,J. Alexander's Restaurant,On,405 Allwood Road,Passaic,Passaic,Allison Scott,Chris McCrohan
24039,Veterans Post (9),On,147 Huron Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24042,Made in Miami Bar Bistro,On,39 Harding Ave,Passaic,Passaic,Javier Melo,Denise Montes
24043,Valley Regency,On,1129 Valley Road,Passaic,Passaic,Robin Feldman,Chris McCrohan
24044,Pub 46 B & G (Z),On,1081 Rt 46 East,Passaic,Passaic,Allison Scott,Chris McCrohan
24045,Red Robin Gourmet Burger (Clifton),On,265 Rt 3 East,Passaic,Passaic,Allison Scott,Chris McCrohan
24048,Dante's,On,955 Valley Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
24049,Hornitos Bakery,On,1094 Main Ave.,Passaic,Sales,Pablo Lopez,Denise Montes
24051,La Bonita,On,394 Lexington Ave.,Passaic,Sales,Javier Melo,Denise Montes
24054,Upper Montclair Cc (A),On,177 Hepburn Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
24056,Jaime's (A),On,915 Bloomfield Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24057,Mighty Quinns Bbq,On,850 Rte 3 West (Ste 115),Passaic,Passaic,Alisa Acciardi,Mike Kennedy
24059,Costco 306 Clifton (NA),Off,20 Bridewell Place,Passaic,Passaic,John Neukum,Mike Engel
24060,Clifton Billiards (Z),On,1158 Main Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
24061,Breaker Billiards,On,1142 US-46,Passaic,Passaic,Allison Scott,Chris McCrohan
24063,Noches De Colombia (Clifton),On,1 Village Square,Passaic,Passaic,Pablo Lopez,Denise Montes
25004,Matthews Italian Rest,On,1131 Bloomfield Avenue,Passaic,Passaic,Allison Scott,Chris McCrohan
25008,Clifton Commons S & W,Off,132 Kingsland Rd Suite 4,Passaic,Passaic,Jim Heaney,Denise Montes
25009,Spuntino Wine Bar/Italian,On,70 Kingsland Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
25010,Stew Leonard's Wines & Spirits of Clifton,Off,467 Allwood Rd,Passaic,Passaic,Phil Ernst,Mike Engel
25011,Kashan Indian Kitchen & Ber,On,50 Market St,Passaic,Passaic,Allison Scott,Chris McCrohan
25012,Bottle Liquor (P),Off,550 Lexington Avenue,Passaic,Passaic,Javier Melo,Denise Montes
25015,Limonta Liqs (A),Off,293 Vernon Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25017,Savers Club Liquor Locker,Off,314 Clifton Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25018,Tick-Tock Diner (A),On,281 Alwood Rd,Passaic,Passaic,Robin Feldman,Chris McCrohan
25019,Shaking Crab(P),On,1168 Broad St,Passaic,Passaic,Allison Scott,Chris McCrohan
25020,Corrados W&L (A),Off,1578 Main Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25023,Clifton Wine & Liquor,Off,111 Lakeview Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25025,Liquor King (P),Off,1030 Main Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25027,Sportzone B&G (P),On,593 Van Houten Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
25031,Lexington Liquors (Z),Off,430 Lexington Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25032,Liquor Mart 46,Off,1081 US-46,Passaic,Passaic,Jim Heaney,Denise Montes
25034,Figlar's (P),Off,327 Hope Ave,Passaic,Passaic,Chris Payton,Mike Engel
25036,Dingbatz (P),On,620 Van Houten Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
25040,Palenque Bar & Grill(A),On,283 Parker Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25041,Family Association,On,282 Parker Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25042,Town Liquors,Off,805 Van Houten Ave,Passaic,Passaic,Jim Heaney,Denise Montes
25043,Ooka Sushi Hibachi,On,166 Main Ave,Passaic,Sales,Robin Feldman,Chris McCrohan
25045,Clifton Disc Liq (A),Off,73 Ackerman Ave Botony Pl,Passaic,Passaic,Chris Payton,Mike Engel
25046,Jay Aldo's (Z) Bar & Pizz,On,40 Highland Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25047,Parker Liquors (Z),Off,203 Parker Ave,Passaic,Passaic,Javier Melo,Denise Montes
25049,Yesterdays (P),On,70 Main Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
25050,Tio Taco & Tequila Bar,On,850 Rte 3 Suite 105,Passaic,Sales,Allison Scott,Chris McCrohan
25051,Portuguese Tavern Steak House,On,507 Crooks Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25052,Uno Chicago Grl (A)Clifto,On,426 Rt 3 W.River Frontcnt,Passaic,Passaic,Allison Scott,Chris McCrohan
25053,Lamayoria Bar Restaurant,On,110 Ackerman Ave,Passaic,Sales,Javier Melo,Denise Montes
25056,Emerald Corner (Z),On,12 Oak St,Passaic,Passaic,Allison Scott,Chris McCrohan
25071,Jaimito's Crtside(Z),On,66 Center St,Passaic,Passaic,Pablo Lopez,Denise Montes
25073,Aruba Lounge (P),On,240 Dayton Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25075,Stew Leonard's Wines & Spirits of Clifton (NA),Off,467 Allwood Rd,Passaic,Passaic,Phil Ernst,Mike Engel
25077,Chevy's Fresh Mex (A)Clif,On,365 Rte 3 East,Passaic,Passaic,Allison Scott,Chris McCrohan
25078,The Shannon Rose (A),On,98 Kingsland Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
25082,Crab Island Cajun Seafood & Bar,On,1016 Main Ave,Passaic,Passaic,Allison Scott,Chris McCrohan
25083,Rutt's Hut (A),On,417 River Rd,Passaic,Passaic,Allison Scott,Chris McCrohan
25086,Con Sabor A Peru (A),On,109 Lakeview Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
25087,Sarina Bar,On,108 Center St,Passaic,Passaic,Pablo Lopez,Denise Montes
26001,Luigi's Liquor (A),Off,175 Jefferson St,Passaic,Passaic,Matt Powierski,Denise Montes
26003,La Casona Cafe Restaurant Bar,On,829 Main Ave,Passaic,Passaic,Javier Melo,Denise Montes
26009,Rosa's Sports Bar(Z),On,317 Broadway,Passaic,Passaic,Pablo Lopez,Denise Montes
26013,Tiny Tijuana,On,427 Van Houten Ave,Passaic,Sales,Jim Heaney,Denise Montes
26014,Regalado Liq,Off,168 Market St,Passaic,Passaic,Pablo Lopez,Denise Montes
26020,El Alamo Bar,On,90 Lexington Ave,Passaic,Sales,Javier Melo,Denise Montes
27001,Fiesta Night Club(P),On,115 President St,Passaic,Passaic,Javier Melo,Denise Montes
27002,President Liqrs (A),Off,158 President St,Passaic,Passaic,Javier Melo,Denise Montes
27005,#1 Liqrs (P),Off,130 Howe Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
27008,Bermuda Liquors (P),Off,177 Hope Ave,Passaic,Passaic,Javier Melo,Denise Montes
27009,La Rancherita,On,22 Jackson St,Passaic,Passaic,Javier Melo,Denise Montes
27012,ESTEVEZ LIQUORS LLC,Off,110 Market St,Passaic,Passaic,Javier Melo,Denise Montes
27015,Dona Maria Rest,On,32 Bergen St,Passaic,Passaic,Pablo Lopez,Denise Montes
27016,Marina's Wine & Spirits,Off,497 Van Houten Ave,Passaic,Passaic,Jim Heaney,Denise Montes
27018,Cantina Bar,On,165 Passaic St,Passaic,Passaic,Javier Melo,Denise Montes
27021,Johnny's Liqs (P),Off,370 Monroe St,Passaic,Passaic,Pablo Lopez,Denise Montes
27027,Shamrock B&G (P),On,13 Hoover Ave,Passaic,Passaic,Derrick Laws,Denise Montes
27031,Home Wine Liquor (Passaic),Off,593 Main Ave,Passaic,Passaic,Matt Powierski,Denise Montes
27032,Cork and Barrel,Off,217 Brook Ave.,Passaic,Sales,Matt Powierski,Denise Montes
27034,Liquor Stop (Passaic),Off,321 Broadway,Passaic,Passaic,Javier Melo,Denise Montes
27035,Platinum Dollz,On,426 Van Houten Ave.,Passaic,Sales,Allison Scott,Chris McCrohan
27037,Shanik Liqs.(P),Off,952 Main Ave,Passaic,Passaic,Javier Melo,Denise Montes
27039,Venus Bar & Restaurant,On,68 Central Ave,Passaic,Passaic,Javier Melo,Denise Montes
27040,Danny's Liquor,Off,268 Monroe St,Passaic,Passaic,Javier Melo,Denise Montes
27043,Monroe Wine & Liq(P),Off,199 Monroe St,Passaic,Passaic,Pablo Lopez,Denise Montes
27044,Clary's Restaurant & Bar,On,196 Monroe St,Passaic,Passaic,Javier Melo,Denise Montes
27046,New Eagle Liquors,Off,126 Passaic St,Passaic,Passaic,Javier Melo,Denise Montes
27050,Grand Rodeo Night Club(Z),On,182 Third St,Passaic,Passaic,Pablo Lopez,Denise Montes
27051,Factory 220,On,220 Passaic St,Passaic,Passaic,Javier Melo,Denise Montes
27052,Taqueria Los Gueros,On,231 Monroe St,Passaic,Passaic,Javier Melo,Denise Montes
27053,Rumba Bar,On,234 Monroe St.,Passaic,Passaic,Javier Melo,Denise Montes
27055,Don Lalo Restaurant,On,879 Main Ave,Passaic,Passaic,Javier Melo,Denise Montes
27059,D'bar Liquors (P),Off,898 Main Ave,Passaic,Passaic,Javier Melo,Denise Montes
27063,Archies (P),Off,229 Main Ave,Passaic,Passaic,Matt Powierski,Denise Montes
27064,Passaic Park (P) Liqs.,Off,184 Main Ave,Passaic,Passaic,Matt Powierski,Denise Montes
27066,Sunny's Liqs.(P),Off,413 Monroe St,Passaic,Passaic,Pablo Lopez,Denise Montes
27067,Ukranian (Z) Center,On,240 Hope Ave,Passaic,Passaic,Pablo Lopez,Denise Montes
27069,Broadway W&L,Off,62 Broadway,Passaic,Passaic,Pablo Lopez,Denise Montes
27070,Saritas Mexican Rest(A),On,82 President Street,Passaic,Passaic,Pablo Lopez,Denise Montes
27071,Mariana's Liquors,Off,266 Passaic Street,Passaic,Passaic,Javier Melo,Denise Montes
27072,Passaic Discount Liquors,Off,49 Market St,Passaic,Passaic,Pablo Lopez,Denise Montes
27073,Noches De Colombia (Passaic),On,210 Madison St,Passaic,Passaic,Pablo Lopez,Denise Montes
27076,El Asadero Mexican Grill (Passaic),On,305 Passaic St,Passaic,Passaic,Javier Melo,Denise Montes
