Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Athletic Brewing Company,9609 Athletic Dark & Gourdy Pumpkin & Spice NA 4/6/12 oz Can,0,$36.00,8/14/2026,8/14/2026,1,$24.00,$0.00,$0.00,$24.00,$12.00,33.33%
Athletic Brewing Company,9478 Athletic Upside Dawn Golden Ale Non-Alcoholic 4/6/12 oz Can,2,$36.00,8/4/2026,8/4/2026,1,$24.00,$0.00,$0.00,$24.00,$12.00,33.33%
Athletic Brewing Company,9472 Athletic Lite Brew Non-Alcoholic 4/6/12 oz Can,2,$36.00,8/21/2026,8/21/2026,1,$24.00,$0.00,$0.00,$24.00,$12.00,33.33%
Hofbrauhaus USA,3316 Hofbrau Hefe Weizen 4/6/11.2 oz Btl,5,$39.75,8/19/2026,8/19/2026,1,$27.50,$0.25,$0.00,$27.75,$12.00,30.18%
US Beverage,2311 Sagres 4/6/11.2 oz Btl,0,$34.00,8/3/2026,8/3/2026,1,$21.80,$0.25,$0.00,$22.05,$11.95,35.14%
Warwick Valley,8212 Doc's Apple 1/12/22 oz Btl,0,$41.25,8/3/2026,8/3/2026,1,$29.00,$0.31,$0.00,$29.31,$11.94,28.95%
Heineken USA,1806 Heineken 4/6/12 oz Btl,0,$35.73,8/20/2026,8/20/2026,1,$23.53,$0.27,$0.00,$23.80,$11.93,33.39%
Boston Beer Company,12015 Dogfish Head Seaquench Ale 4/6/12 oz Can,2,$36.80,8/11/2026,8/11/2026,1,$24.61,$0.27,$0.00,$24.88,$11.92,32.39%
Lagunitas Brewing Co,12909 Lagunitas IPA 2/12/12 oz Can,0,$35.00,8/26/2026,8/26/2026,1,$22.82,$0.27,$0.00,$23.09,$11.91,34.03%
New Belgium Brewing Company,6788 New Belgium Voodoo Ranger Fruit Force IPA 4/6/12 oz Can,3,$40.10,8/25/2026,8/25/2026,1,$27.93,$0.27,$0.00,$28.20,$11.90,29.68%
Victory Brewing Company,11810 Victory Witty Monkey Citrus Wheat Ale 4/6/12 oz Can,0,$38.50,8/14/2026,8/14/2026,1,$26.39,$0.27,$0.00,$26.66,$11.84,30.75%
Victory Brewing Company,11634 Victory Berry Monkey Fruited Sour Ale 4/6/12 oz Can,3,$38.50,8/28/2026,8/28/2026,1,$26.39,$0.27,$0.00,$26.66,$11.84,30.75%
Victory Brewing Company,11813 Victory Summer Love Golden Ale 4/6/12 oz Can,0,$36.00,8/4/2026,8/4/2026,1,$23.90,$0.27,$0.00,$24.17,$11.83,32.86%
Victory Brewing Company,11853 Victory Dirtwolf Double IPA 4/6/12 oz Can,0,$36.00,8/18/2026,8/18/2026,1,$23.90,$0.27,$0.00,$24.17,$11.83,32.86%
Victory Brewing Company,11640 Victory FestBier 4/6/12 oz Can,3,$36.00,8/28/2026,8/28/2026,1,$23.90,$0.27,$0.00,$24.17,$11.83,32.86%
Sierra Nevada Brewing Company,4505 Sierra Nevada Oktoberfest 2/12/12 oz Can,0,$36.00,8/5/2026,8/5/2026,1,$23.91,$0.27,$0.00,$24.18,$11.82,32.83%
Sierra Nevada Brewing Company,4782 Sierra Nevada Hazy IPA Variety 2/12/12 oz Can,3,$36.00,8/27/2026,8/27/2026,1,$23.91,$0.27,$0.00,$24.18,$11.82,32.83%
Sierra Nevada Brewing Company,4617 Sierra Nevada Pale Ale 2/12/12 oz Can,3,$36.00,8/19/2026,8/19/2026,1,$23.91,$0.27,$0.00,$24.18,$11.82,32.83%
Montauk Brewing Co,674 Montauk Pumpkin Ale 4/6/12 oz Can,0,$38.63,8/19/2026,8/19/2026,1,$26.62,$0.27,$0.00,$26.89,$11.74,30.39%
Heineken USA,1870 Heineken 0.0 4/6/11.2 oz Btl,0,$34.75,8/20/2026,8/20/2026,1,$23.03,$0.00,$0.00,$23.03,$11.72,33.73%
Great Lakes,5317 Great Lakes Juicy Vibacious 4/6/12 oz Can,5,$38.45,8/18/2026,8/18/2026,1,$26.53,$0.27,$0.00,$26.80,$11.65,30.30%
Point Brewing,5805 Point Whole Hog Pumpkin Ale 7.75 Gal Keg,0,$81.07,8/20/2026,8/20/2026,1,$68.50,$0.93,$0.00,$69.43,$11.64,14.36%
BJ'S Private Label Brew,14104 BJ'S Committed DIPA 4/6/12 oz Can,1,$36.90,8/19/2026,8/19/2026,1,$25.00,$0.27,$0.00,$25.27,$11.63,31.52%
New Belgium Brewing Company,6727 New Belgium Voodoo Ranger Juicy Haze IPA 4/6/12 oz Can,3,$39.83,8/20/2026,8/20/2026,1,$27.93,$0.27,$0.00,$28.20,$11.63,29.20%
Paulaner,10445 Paulaner Munich Lager 2/12/11.2 oz Btl,5,$33.25,8/28/2026,8/28/2026,1,$22.88,$0.25,$1.50,$21.63,$11.62,34.94%
US Beverage,9002 Daura Non-Alcoholic 4/6/11.2 oz Can,0,$35.50,8/21/2026,8/21/2026,1,$23.90,$0.00,$0.00,$23.90,$11.60,32.68%
Pabst Brewing Company,7391 St Ides Malt 1/12/40 oz Btl,10,$21.75,8/4/2026,8/4/2026,2,$15.59,$0.45,$0.37,$15.99,$11.52,26.47%
MolsonCoors Beverage Company,622 Keystone Ice 1/12/24 oz Can,0,$13.50,8/24/2026,8/31/2026,4,$10.35,$0.27,$0.00,$10.62,$11.51,21.31%
Brewt's LLC,9432 Brewt's Bloody Mary 1/6/946 mL Btl,1,$48.00,8/14/2026,8/14/2026,1,$36.50,$0.00,$0.00,$36.50,$11.50,23.96%
Montauk Brewing Co,816 Montauk Surf Beer Golden Ale 1/15/19.2 oz Can,0,$36.00,8/27/2026,8/27/2026,1,$24.24,$0.27,$0.00,$24.51,$11.49,31.92%
HOP WTR,9025 HOP WTR Variety 2/12/12 oz Can,0,$33.00,8/21/2026,8/21/2026,1,$21.60,$0.00,$0.00,$21.60,$11.40,34.55%
Boston Beer Company,3907 Sam Adams Porch Rocker 4/6/12 oz Btl,5,$36.80,8/5/2026,8/5/2026,1,$25.16,$0.27,$0.00,$25.43,$11.37,30.90%
Boston Beer Company,4039 Sam Adams American Light 4/6/12 oz Btl,5,$36.80,8/11/2026,8/11/2026,1,$25.16,$0.27,$0.00,$25.43,$11.37,30.90%
Boston Beer Company,8333 Twisted Tea 2/12/12 oz Can,2,$33.50,8/11/2026,8/11/2026,1,$21.88,$0.27,$0.00,$22.15,$11.35,33.88%
Boston Beer Company,8349 Twisted Tea Half & Half 2/12/12 oz Can,0,$33.50,8/4/2026,8/31/2026,1,$21.88,$0.27,$0.00,$22.15,$11.35,33.88%
Boston Beer Company,8373 Twisted Tea Light Party Pack 2/12/12 oz Can,2,$33.50,8/7/2026,8/7/2026,1,$21.88,$0.27,$0.00,$22.15,$11.35,33.88%
US Beverage,7234 Daura IPA 4/6/11.2 oz Can,0,$35.50,8/14/2026,8/14/2026,1,$23.90,$0.25,$0.00,$24.15,$11.35,31.97%
Passion Tree Co,11421 Pop Sips Spiked Prebiotic Soda Ginger Lime 6/4/7.5 oz Can,3,$43.00,8/13/2026,8/27/2026,1,$31.50,$0.17,$0.00,$31.67,$11.33,26.35%
New Belgium Brewing Company,6762 New Belgium Voodoo Ranger IPA 4/6/12 oz Can,2,$38.33,8/5/2026,8/5/2026,1,$26.73,$0.27,$0.00,$27.00,$11.33,29.56%
Athletic Brewing Company,9486 Athletic Free Wave Hazy IPA Non-Alcoholic 2/12/12 oz Can,2,$33.80,8/11/2026,8/11/2026,1,$22.50,$0.00,$0.00,$22.50,$11.30,33.43%
MolsonCoors Beverage Company,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,0,$23.00,8/25/2026,8/28/2026,2,$17.39,$0.00,$0.00,$17.39,$11.22,24.38%
MolsonCoors Beverage Company,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,0,$23.00,8/26/2026,8/27/2026,2,$17.39,$0.00,$0.00,$17.39,$11.22,24.38%
Phusion Projects,7922 Four Loko Peach 1/12/23.5 oz Can,25,$26.00,8/27/2026,8/27/2026,2,$20.09,$0.26,$0.00,$20.44,$11.12,21.38%
MolsonCoors Beverage Company,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,0,$28.50,8/6/2026,8/6/2026,1,$17.39,$0.00,$0.00,$17.39,$11.11,38.98%
MolsonCoors Beverage Company,1157 Fever Tree Club Soda 6/4/200 mL Btl,0,$28.50,8/13/2026,8/13/2026,1,$17.39,$0.00,$0.00,$17.39,$11.11,38.98%
MolsonCoors Beverage Company,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,0,$28.50,8/20/2026,8/20/2026,1,$17.39,$0.00,$0.00,$17.39,$11.11,38.98%
MolsonCoors Beverage Company,424 High Life 1/12/24 oz Can,2,$18.00,8/4/2026,8/4/2026,2,$12.19,$0.27,$0.00,$12.46,$11.08,30.79%
Vermont Hard Cider,8062 Woodchuck Hard Cider Amber 4/6/12 oz Can,0,$37.00,8/11/2026,8/11/2026,1,$23.92,$0.34,$0.00,$25.93,$11.07,29.93%
Vermont Hard Cider,8063 Woodchuck Blueberry 4/6/12 oz Can,0,$37.00,8/14/2026,8/14/2026,1,$23.92,$0.34,$0.00,$25.93,$11.07,29.93%
Vermont Hard Cider,8094 Woodchuck Granny Smith 4/6/12 oz Can,0,$37.00,8/10/2026,8/10/2026,1,$23.92,$0.34,$0.00,$25.93,$11.07,29.93%
DG Yuengling Inc,4780 Yuengling Flight 1/24/12 oz Loose Can,5,$21.10,8/17/2026,8/17/2026,2,$15.42,$0.27,$0.50,$15.57,$11.05,26.19%
Noca Beverages,6040 Noca Too Turnt Daddy 1/12/24 oz Can,0,$32.00,8/14/2026,8/14/2026,1,$20.68,$0.27,$0.00,$20.95,$11.05,34.53%
Victory Brewing Company,11812 Victory Witty Monkey Citrus Wheat Ale 1/15/19.2 oz Can,0,$33.50,8/25/2026,8/25/2026,1,$22.21,$0.27,$0.00,$22.48,$11.02,32.90%
Victory Brewing Company,11588 Victory Juicy Monkey Hazy Imperial IPA 1/15/19.2 oz Can,0,$33.50,8/12/2026,8/12/2026,1,$22.21,$0.27,$0.00,$22.48,$11.02,32.90%
Victory Brewing Company,4910 Victory Sour Monkey Sour Tripel 1/15/19.2 oz Can,0,$33.50,8/21/2026,8/21/2026,1,$22.21,$0.27,$0.00,$22.48,$11.02,32.90%
Victory Brewing Company,11572 Victory Berry Monkey Fruited Sour Ale 1/15/19.2 oz Can,0,$33.50,8/13/2026,8/13/2026,1,$22.21,$0.27,$0.00,$22.48,$11.02,32.90%
MolsonCoors Beverage Company,1223 Blue Moon Light 4/6/12 oz Can,0,$37.00,8/14/2026,8/14/2026,1,$25.76,$0.27,$0.00,$26.03,$10.98,29.66%
MolsonCoors Beverage Company,9018 Peroni 0.0 NA 4/6/11.2 oz Btl,0,$37.75,8/20/2026,8/20/2026,1,$26.83,$0.00,$0.00,$26.83,$10.92,28.93%
Lagunitas Brewing Co,9075 Lagunitas IPNA Non-Alcoholic 4/6/12 oz Can,3,$33.75,8/27/2026,8/27/2026,1,$22.88,$0.00,$0.00,$22.88,$10.87,32.21%
Lagunitas Brewing Co,9076 Lagunitas Hazy IPNA Non-Alcoholic 4/6/12 oz Can,3,$33.75,8/27/2026,8/27/2026,1,$22.88,$0.00,$0.00,$22.88,$10.87,32.21%
Constellation Brands,9055 Corona Non-Alcohol 2/12/12 oz Btl,0,$34.73,8/20/2026,8/20/2026,1,$23.86,$0.00,$0.00,$23.86,$10.87,31.30%
Constellation Brands,2417 Corona Familiar 2/12/12 oz Btl,0,$35.00,8/13/2026,8/13/2026,1,$23.86,$0.27,$0.00,$24.13,$10.87,31.06%
Constellation Brands,2427 Corona Sunbrew 2/12/12 oz Btl,0,$35.00,8/14/2026,8/14/2026,1,$23.86,$0.27,$0.00,$24.13,$10.87,31.06%
Constellation Brands,2839 Modelo Aquas Fresca Variety 2/12/12 oz Can,0,$35.00,8/7/2026,8/7/2026,1,$23.86,$0.27,$0.00,$24.13,$10.87,31.06%
Constellation Brands,2509 Corona Light 1/24/12 oz Loose Btl,0,$35.00,8/7/2026,8/7/2026,1,$23.86,$0.27,$0.00,$24.13,$10.87,31.06%
Total Beverage Solutions,10530 Banks Lager 4/6/12 oz Btl,0,$42.00,8/27/2026,8/27/2026,1,$30.90,$0.27,$0.00,$31.17,$10.83,25.79%
MolsonCoors Beverage Company,972 Leinenkugel Lodge Variety 2/12/12 oz Can,0,$36.00,8/5/2026,8/5/2026,1,$24.98,$0.27,$0.00,$25.25,$10.75,29.87%
Montauk Brewing Co,816 Montauk Surf Beer Golden Ale 1/15/19.2 oz Can,15,$34.50,8/14/2026,8/14/2026,1,$24.24,$0.27,$0.75,$23.76,$10.74,31.13%
Montauk Brewing Co,692 Montauk Wave Chaser IPA 1/15/19.2 oz Can,10,$34.50,8/6/2026,8/6/2026,1,$24.24,$0.27,$0.75,$23.76,$10.74,31.13%
Montauk Brewing Co,816 Montauk Surf Beer Golden Ale 1/15/19.2 oz Can,5,$34.50,8/27/2026,8/27/2026,1,$24.24,$0.27,$0.75,$23.76,$10.74,31.13%
Montauk Brewing Co,817 Montauk Juicy IPA 1/15/19.2 oz Can,15,$34.50,8/14/2026,8/14/2026,1,$24.24,$0.27,$0.75,$23.76,$10.74,31.13%
SPYRT Worldwide,101076 Ukrainian Spirit Vodka 1/12/1 L Btl,2,$225.00,8/20/2026,8/20/2026,0,$12.38,$1.03,$0.00,$13.41,$10.69,28.50%
Boston Beer Company,8674 Truly Hard Seltzer Lemonade Variety 2/12/12 oz Can,0,$33.40,8/14/2026,8/14/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Boston Beer Company,8684 Truly Hard Seltzer Citrus Variety 2/12/12 oz Can,3,$33.40,8/25/2026,8/25/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Boston Beer Company,8647 Truly Hard Seltzer Unruly Variety 2/12/12 oz Can,3,$33.40,8/7/2026,8/7/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Boston Beer Company,8726 Truly Sunset Variety 2/12/12 oz Can,0,$33.40,8/28/2026,8/28/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Boston Beer Company,8684 Truly Hard Seltzer Citrus Variety 2/12/12 oz Can,0,$33.40,8/11/2026,8/11/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Boston Beer Company,8664 Truly Star Squad 2/12/12 oz Can,3,$33.40,8/7/2026,8/7/2026,1,$22.47,$0.27,$0.00,$22.74,$10.66,31.92%
Sierra Nevada Brewing Company,4526 Sierra Nevada Hazy Little Thing IPA 1/15/19.2 oz Can,3,$35.50,8/21/2026,8/21/2026,1,$24.60,$0.27,$0.00,$24.87,$10.63,29.94%
Sierra Nevada Brewing Company,4725 Sierra Nevada Atomic Torpedo 1/15/19.2 oz Can,5,$35.50,8/24/2026,8/24/2026,1,$24.60,$0.27,$0.00,$24.87,$10.63,29.94%
MolsonCoors Beverage Company,945 Leinenkugel Summer Shandy 4/6/12 oz Btl,2,$37.00,8/18/2026,8/18/2026,1,$26.12,$0.27,$0.00,$26.39,$10.61,28.67%
MolsonCoors Beverage Company,1265 Blue Moon Belgian White Ale 2/12/12 oz Can,0,$35.50,8/27/2026,8/27/2026,1,$24.67,$0.27,$0.00,$24.94,$10.56,29.75%
Mark Anthony,86002 Mike's Hard Black Cherry Lemonade 4/6/12 oz Can,0,$33.50,8/14/2026,8/21/2026,1,$22.67,$0.27,$0.00,$22.94,$10.56,31.52%
Pabst Brewing Company,7314 Pabst 2/12/12 oz Btl,15,$18.85,8/25/2026,8/25/2026,2,$14.21,$0.27,$1.20,$13.58,$10.55,27.98%
Radeberger USA,7179 Dab Strong Lager 6/4/16.9 oz Can,0,$33.50,8/17/2026,8/17/2026,1,$22.60,$0.38,$0.00,$22.98,$10.52,31.40%
Southern Tier Distilling Company,200523 Southern Tier Creme Brulee Whiskey 6/750 mL Btl,0,$105.00,8/18/2026,8/18/2026,0,$11.16,$1.09,$0.00,$12.24,$10.51,30.03%
Southern Tier Brewing Company,11685 Southern Tier Apple Smash 4/6/12 oz Can,2,$32.50,8/18/2026,8/18/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Southern Tier Brewing Company,11671 Southern Tier Steady Yeti Easy IPA 4/6/12 oz Can,10,$32.50,8/20/2026,8/20/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Southern Tier Brewing Company,11657 Southern Tier Early Bird Blackberry Lemonade Ale 4/6/12 oz Can,3,$32.50,8/18/2026,8/18/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Southern Tier Brewing Company,4476 Southern Tier IPA 4/6/12 oz Can,5,$32.50,8/13/2026,8/13/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Southern Tier Brewing Company,4476 Southern Tier IPA 4/6/12 oz Can,20,$32.50,8/12/2026,8/12/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Southern Tier Brewing Company,11657 Southern Tier Early Bird Blackberry Lemonade Ale 4/6/12 oz Can,15,$32.50,8/18/2026,8/18/2026,1,$21.79,$0.27,$0.00,$22.06,$10.44,32.12%
Narragansett,5369 Narragansett Lager 1/30/12 oz,0,$27.00,8/7/2026,8/7/2026,1,$16.24,$0.34,$0.00,$16.58,$10.42,38.60%
New Belgium Brewing Company,6755 New Belgium Atomic Pumpkin 4/6/12 oz Can,0,$38.60,8/11/2026,8/11/2026,1,$27.93,$0.27,$0.00,$28.20,$10.40,26.94%
MolsonCoors Beverage Company,930 Leinenkugel Oktoberfest 4/6/12 oz Btl,0,$36.73,8/19/2026,8/19/2026,1,$26.12,$0.27,$0.00,$26.39,$10.34,28.15%
Stone Brewing,13218 Stone Double Delicious IPA 1/12/19.2 oz Can,0,$28.55,8/19/2026,8/19/2026,1,$18.00,$0.22,$0.00,$18.22,$10.33,36.20%
Constellation Brands,2824 Modelo Negra 1/12/24 oz Can,0,$33.00,8/6/2026,8/6/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Constellation Brands,2827 Modelo Chelada Pina Picante 1/12/24 oz Can,0,$33.00,8/18/2026,8/18/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Constellation Brands,2821 Modelo Chelada Limon y Sal 1/12/24 oz Can,2,$33.00,8/21/2026,8/21/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Constellation Brands,2818 Modelo Chelada 1/12/24 oz Can,2,$33.00,8/21/2026,8/21/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Constellation Brands,2428 Corona Sunbrew 1/12/24 oz Can,0,$33.00,8/21/2026,8/21/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Constellation Brands,2818 Modelo Chelada 1/12/24 oz Can,0,$33.00,8/21/2026,8/21/2026,1,$22.41,$0.27,$0.00,$22.68,$10.32,31.28%
Pampa Beverages,2320 Quilmes 4/6/12 oz Btl,20,$27.80,8/14/2026,8/14/2026,10,$26.50,$0.27,$0.00,$26.77,$10.30,3.71%
Famosa,3731 Famosa 4/6/7 oz Btl,0,$24.50,8/11/2026,8/11/2026,1,$14.10,$0.16,$0.00,$14.26,$10.24,41.81%
Evil Genius,77014 Evil Genius 867-5309 Jenny 4/6/12 oz Can,3,$37.75,8/18/2026,8/18/2026,1,$28.25,$0.27,$1.00,$27.52,$10.23,27.10%
Evil Genius,7798 Evil Genius There's No Crying In Baseball Hazy Mango IPA 4/6/12 oz Can,5,$37.75,8/26/2026,8/26/2026,1,$28.25,$0.27,$1.00,$27.52,$10.23,27.10%
Evil Genius,7767 Evil Genius #SorryNotSorry Peach IPA 4/6/12 oz Can,3,$37.75,8/18/2026,8/18/2026,1,$28.25,$0.27,$1.00,$27.52,$10.23,27.10%
Pabst Brewing Company,7310 Pabst 2/12/12 oz Can,0,$18.73,8/27/2026,8/27/2026,2,$13.43,$0.00,$0.00,$13.62,$10.21,27.27%
Constellation Brands,2416 Corona Familiar 1/12/32 oz Btl,50,$36.50,8/27/2026,8/27/2026,1,$25.93,$0.36,$0.00,$26.29,$10.21,27.96%
Constellation Brands,2654 Victoria 1/12/32 oz Btl,130,$36.50,8/5/2026,8/5/2026,1,$25.93,$0.36,$0.00,$26.29,$10.21,27.96%
Constellation Brands,2654 Victoria 1/12/32 oz Btl,50,$36.50,8/27/2026,8/27/2026,1,$25.93,$0.36,$0.00,$26.29,$10.21,27.96%
Harpoon Brewery,7634 Long Trail Double Bag 4/6/12 oz Btl,3,$33.50,8/17/2026,8/17/2026,1,$23.04,$0.27,$0.00,$23.31,$10.19,30.42%
Stone Brewing,13219 Stone Delicious Mixed 2/12/12 oz Can,5,$32.40,8/28/2026,8/28/2026,1,$21.95,$0.27,$0.00,$22.22,$10.18,31.42%
Mark Anthony,8509 Mike's Chillin & Grillin Variety 1/24/12 oz Loose Can,0,$31.50,8/17/2026,8/17/2026,1,$21.06,$0.27,$0.00,$21.33,$10.17,32.29%
New Belgium Brewing Company,6755 New Belgium Atomic Pumpkin 4/6/12 oz Can,0,$38.33,8/19/2026,8/19/2026,1,$27.93,$0.27,$0.00,$28.20,$10.13,26.43%
Mark Anthony,86002 Mike's Hard Black Cherry Lemonade 4/6/12 oz Can,5,$33.00,8/25/2026,8/25/2026,1,$22.67,$0.27,$0.00,$22.94,$10.06,30.48%
Mark Anthony,8527 Cayman Jack Margarita Zero Sugar 4/6/11.2 oz Btl,0,$33.50,8/21/2026,8/21/2026,1,$23.20,$0.25,$0.00,$23.45,$10.05,29.99%
Mark Anthony,86011 Mikes Hard Dirty Lemonade Variety 2/12/12 oz Can,0,$33.50,8/11/2026,8/11/2026,1,$23.20,$0.27,$0.00,$23.47,$10.03,29.94%
Mark Anthony,8414 Mikes Hard Lemonade 2/12/12 oz Can,0,$33.50,8/11/2026,8/11/2026,1,$23.20,$0.27,$0.00,$23.47,$10.03,29.94%
Athletic Brewing Company,9489 Athletic Lite Brew Non-Alcoholic 2/12/12 oz Can,0,$28.00,8/3/2026,8/3/2026,1,$18.00,$0.00,$0.00,$18.00,$10.00,35.71%
BJ'S Private Label Brew,14146 BJ'S Root Beer Non-Alcoholic 6/4/12 oz Can,0,$30.00,8/5/2026,8/5/2026,1,$20.00,$0.00,$0.00,$20.00,$10.00,33.33%
Constellation Brands,2511 Corona Light 1/24/12 oz Loose Can,0,$32.50,8/10/2026,8/10/2026,1,$22.28,$0.27,$0.00,$22.55,$9.95,30.62%
Food & Bev Enterprise LLC,11181 Club Colombia Dorada 4/6/12 oz Can,10,$37.00,8/13/2026,8/13/2026,1,$26.78,$0.27,$0.00,$27.05,$9.95,26.89%
Warwick Valley,8212 Doc's Apple 1/12/22 oz Btl,2,$39.25,8/11/2026,8/11/2026,1,$29.00,$0.31,$0.00,$29.31,$9.94,25.33%
Mark Anthony,8561 MXD Margarita 1/24/16 oz Loose Can,0,$35.90,8/13/2026,8/13/2026,1,$25.63,$0.36,$0.00,$25.99,$9.91,27.60%
Local Choice Inc,200365 Striped Pig Doppio 1/6/750 mL Btl,0,$120.00,8/7/2026,8/31/2026,0,$14.00,$1.09,$0.00,$15.09,$9.82,24.55%
Athletic Brewing Company,9472 Athletic Lite Brew Non-Alcoholic 4/6/12 oz Can,3,$33.80,8/26/2026,8/26/2026,1,$24.00,$0.00,$0.00,$24.00,$9.80,28.99%
Mark Anthony,8551 Cayman Jack Margarita 2/12/12 oz Can,0,$33.25,8/28/2026,8/28/2026,1,$23.20,$0.27,$0.00,$23.47,$9.78,29.41%
Mark Anthony,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,0,$34.33,8/20/2026,8/20/2026,1,$24.32,$0.27,$0.00,$24.59,$9.74,28.37%
Mark Anthony,8497 Mikes Hard Freeze Red 1/12/23.5 oz Can,3,$29.00,8/13/2026,8/13/2026,1,$20.89,$0.26,$1.89,$19.26,$9.74,33.57%
BJ'S Private Label Brew,14107 BJ'S Ginger Beer 6/4/12 oz Can,0,$29.95,8/5/2026,8/5/2026,1,$20.00,$0.27,$0.00,$20.27,$9.68,32.32%
MolsonCoors Beverage Company,1180 Fever Tree Classic Margarita Light Mix 6/750 mL Btl,4,$35.00,8/20/2026,8/20/2026,1,$25.33,$0.00,$0.00,$25.33,$9.67,27.63%
MolsonCoors Beverage Company,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,4,$35.00,8/28/2026,8/28/2026,1,$25.33,$0.00,$0.00,$25.33,$9.67,27.63%
MolsonCoors Beverage Company,1180 Fever Tree Classic Margarita Light Mix 6/750 mL Btl,0,$35.00,8/17/2026,8/17/2026,1,$25.33,$0.00,$0.00,$25.33,$9.67,27.63%
Total Beverage Solutions,8852 Magners Hard Cider Pear 4/6/12 oz Btl,0,$40.00,8/19/2026,8/19/2026,1,$30.00,$0.34,$0.00,$30.34,$9.66,24.16%
MolsonCoors Beverage Company,124 Coors Banquet 1/15/16 oz Aluminum Btl,10,$20.05,8/6/2026,8/6/2026,2,$15.00,$0.23,$0.00,$15.23,$9.64,24.05%
Evil Genius,7790 Evil Genius Stacy's Mom Citra IPA 1/12/19.2 oz Can,3,$31.00,8/12/2026,8/12/2026,1,$21.15,$0.22,$0.00,$21.37,$9.63,31.08%
Constellation Brands,2835 Modelo Chelada 2/12/12 oz Can,3,$33.00,8/7/2026,8/7/2026,1,$23.86,$0.27,$0.75,$23.38,$9.62,29.15%
MolsonCoors Beverage Company,937 Leinenkugel Berry Weiss 4/6/12 oz Btl,3,$35.00,8/31/2026,8/31/2026,1,$26.12,$0.27,$1.00,$25.39,$9.61,27.45%
MolsonCoors Beverage Company,1177 Fever Tree Distillers Cola 6/4/200 mL Btl,2,$27.00,8/17/2026,8/17/2026,1,$17.39,$0.00,$0.00,$17.39,$9.61,35.59%
Athletic Brewing Company,9485 Athletic Oktoberfest Non-Alcoholic 4/6/12 oz Can,3,$33.60,8/7/2026,8/7/2026,1,$24.00,$0.00,$0.00,$24.00,$9.60,28.57%
Constellation Brands,2834 Modelo Chelada Sandia Picante 1/12/24 oz Can,3,$32.25,8/25/2026,8/25/2026,1,$22.41,$0.27,$0.00,$22.68,$9.57,29.68%
Phusion Projects,7978 Four Loko Jungle Juice 1/12/23.5 oz Can,0,$30.00,8/11/2026,8/11/2026,1,$20.09,$0.26,$0.00,$20.44,$9.56,31.87%
MolsonCoors Beverage Company,7148 Peroni 6/4/16 oz Can,0,$35.00,8/24/2026,8/24/2026,1,$25.08,$0.36,$0.00,$25.44,$9.56,27.32%
MolsonCoors Beverage Company,1162 Fever Tree Tonic Water 3/8/150 mL Can,0,$22.00,8/5/2026,8/5/2026,1,$12.46,$0.00,$0.00,$12.46,$9.54,43.35%
Sixpoint Brewing,10936 Sixpoint The Pursuit IPA 4/6/12 oz Can,10,$32.85,8/12/2026,8/12/2026,1,$23.36,$0.27,$0.30,$23.33,$9.52,28.98%
Sixpoint Brewing,10910 Sixpoint Stooper Hazy IPA 4/6/12 oz Can,20,$32.85,8/13/2026,8/13/2026,1,$23.36,$0.27,$0.30,$23.33,$9.52,28.98%
Sierra Nevada Brewing Company,9065 Sierra Nevada Trail Pass Hazy IPA Non-Alcoholic 4/6/12 oz Can,0,$34.00,8/20/2026,8/20/2026,1,$24.48,$0.00,$0.00,$24.48,$9.52,28.00%
Sierra Nevada Brewing Company,9063 Sierra Nevada Trail Pass IPA Non-Alcoholic 4/6/12 oz Can,0,$34.00,8/7/2026,8/7/2026,1,$24.48,$0.00,$0.00,$24.48,$9.52,28.00%
Garage Beer,6989 Garage Beer Light Lime 4/6/16 oz Can,0,$32.20,8/13/2026,8/13/2026,1,$22.35,$0.36,$0.00,$22.71,$9.49,29.47%
