Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Ithaca,4980 Ithaca Apricot Wheat 4/6/12 oz Btl,2,$33.50,8/13/2026,8/20/2026,2,$25.00,$0.27,$2.00,$25.65,$15.71,23.44%
MolsonCoors Beverage Company,523 Miller Lite 1/18/12 oz Can,3,$21.00,8/12/2026,8/12/2026,2,$12.96,$0.20,$0.00,$13.16,$15.67,37.31%
Warwick Valley,8213 Doc's Pear 4/6/12 oz Btl,2,$44.00,8/20/2026,8/20/2026,1,$28.00,$0.34,$0.00,$28.34,$15.66,35.60%
Warwick Valley,8236 Doc's Pear 4/6/12 oz Can,2,$44.00,8/6/2026,8/6/2026,1,$28.00,$0.34,$0.00,$28.34,$15.66,35.60%
Warwick Valley,8211 Doc's Apple 4/6/12 oz Btl,2,$44.00,8/20/2026,8/20/2026,1,$28.00,$0.34,$0.00,$28.34,$15.66,35.60%
Paulaner,3415 Tsingtao Premium Lager 1/12/24 oz Can,2,$28.00,8/7/2026,8/12/2026,2,$19.90,$0.27,$0.00,$20.17,$15.66,27.96%
MolsonCoors Beverage Company,761 Miller Extra Light 4/6/12 oz Btl,3,$28.83,8/5/2026,8/5/2026,2,$20.75,$0.27,$0.00,$21.02,$15.61,27.08%
Total Beverage Solutions,10519 Weihenstephan Pilsner 4/6/11.2 oz Btl,0,$48.00,8/12/2026,8/12/2026,1,$32.15,$0.25,$0.00,$32.40,$15.60,32.50%
Boston Beer Company,83053 Lytt Peach Mango 1/24/6.8 oz Btl,0,$62.30,8/19/2026,8/19/2026,1,$46.60,$0.15,$0.00,$46.75,$15.55,24.96%
Boston Beer Company,83052 Lytt Strawberry Rita 1/24/6.8 oz Btl,0,$62.30,8/14/2026,8/14/2026,1,$46.60,$0.15,$0.00,$46.75,$15.55,24.96%
Caravella Inc,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1,$58.60,8/11/2026,8/13/2026,1,$41.00,$2.08,$0.00,$43.08,$15.52,26.48%
Pabst Brewing Company,7362 Colt 45 6/4/16 oz Can,0,$18.75,8/11/2026,8/25/2026,3,$12.97,$0.36,$0.00,$13.59,$15.48,27.51%
New Belgium Brewing Company,6651 New Belgium Fat Tire 2/12/12 oz Btl,3,$27.75,8/4/2026,8/26/2026,2,$20.81,$0.27,$1.00,$20.08,$15.34,27.64%
Heineken USA,1824 Heineken 2/5 L Keg Can,20,$27.00,8/17/2026,8/17/2026,2,$19.02,$0.32,$0.00,$19.34,$15.32,28.38%
Food & Bev Enterprise LLC,11172 Aguila Light Import 1/24/11.15 oz Btl,0,$46.00,8/28/2026,8/28/2026,1,$30.45,$0.25,$0.00,$30.70,$15.30,33.26%
MolsonCoors Beverage Company,1552 Simply Spiked Bold Signature Lemonade 1/12/24 oz Can,3,$27.60,8/24/2026,8/24/2026,2,$21.45,$0.27,$1.75,$19.97,$15.25,27.63%
FX Matt,11269 Flying Dog The Truth 1/15/19.2 oz Can,0,$40.00,8/21/2026,8/21/2026,1,$24.50,$0.27,$0.00,$24.77,$15.23,38.08%
Cape May,13123 Cape May Crushin It Orange IPA 4/6/12 oz Can,0,$48.00,8/11/2026,8/11/2026,1,$32.50,$0.27,$0.00,$32.77,$15.23,31.73%
Boston Beer Company,8323 Twisted Tea Mangonada 1/12/24 oz Can,15,$29.00,8/27/2026,8/27/2026,2,$21.38,$0.27,$0.25,$21.40,$15.20,26.21%
Boston Beer Company,8377 Twisted Tea Pineapple 1/12/24 oz Can,25,$29.00,8/6/2026,8/21/2026,2,$21.38,$0.27,$0.25,$21.40,$15.20,26.21%
Heineken USA,1831 Heineken Silver 4/6/12 oz Btl,10,$30.00,8/13/2026,8/13/2026,2,$22.50,$0.27,$0.29,$22.48,$15.04,25.07%
Sierra Nevada Brewing Company,9062 Sierra Nevada Trail Pass Golden Ale Non-Alcoholic 4/6/12 oz Can,3,$32.00,8/17/2026,8/19/2026,2,$24.48,$0.00,$0.00,$24.48,$15.04,23.50%
Sierra Nevada Brewing Company,9063 Sierra Nevada Trail Pass IPA Non-Alcoholic 4/6/12 oz Can,5,$32.00,8/11/2026,8/25/2026,2,$24.48,$0.00,$0.00,$24.48,$15.04,23.50%
MolsonCoors Beverage Company,522 Miller Lite 1/24/12 oz Loose Can,10,$24.00,8/13/2026,8/13/2026,2,$16.22,$0.27,$0.00,$16.49,$15.02,31.28%
DG Yuengling Inc,4755 Yuengling Golden Pilsner 2/12/12 oz Can,3,$24.60,8/27/2026,8/27/2026,2,$16.45,$0.27,$0.00,$17.13,$14.94,30.37%
Boston Beer Company,12040 Dogfish Head 90 Minute IPA 4/6/12 oz Btl,2,$45.00,8/11/2026,8/11/2026,1,$29.80,$0.27,$0.00,$30.07,$14.93,33.18%
Boston Beer Company,12040 Dogfish Head 90 Minute IPA 4/6/12 oz Btl,3,$45.00,8/19/2026,8/19/2026,1,$29.80,$0.27,$0.00,$30.07,$14.93,33.18%
Sixpoint Brewing,10955 Sixpoint Mango Resin 4/6/12 oz Can,0,$45.05,8/24/2026,8/24/2026,1,$29.86,$0.27,$0.00,$30.13,$14.92,33.12%
Sixpoint Brewing,10942 Sixpoint Pineapple Resin Double IPA 4/6/12 oz Can,0,$45.05,8/7/2026,8/7/2026,1,$29.86,$0.27,$0.00,$30.13,$14.92,33.12%
Paulaner,10439 Paulaner Grapefruit Radler 6/4/16.9 oz Can,3,$45.50,8/7/2026,8/7/2026,1,$31.25,$0.38,$1.00,$30.63,$14.87,32.68%
MolsonCoors Beverage Company,7163 Tyskie Gronie 2/12/11.2 oz Btl,0,$27.70,8/14/2026,8/14/2026,2,$20.04,$0.25,$0.00,$20.29,$14.82,26.75%
MolsonCoors Beverage Company,1620 Molson Canadian 4/6/11.5 oz Btl,0,$28.45,8/13/2026,8/26/2026,2,$20.79,$0.26,$0.00,$21.05,$14.81,26.02%
Boston Beer Company,8148 Angry Orchard Crisp Imperial 4/6/12 oz Btl,0,$41.00,8/19/2026,8/19/2026,1,$25.87,$0.34,$0.00,$26.21,$14.79,36.08%
Sixpoint Brewing,10923 Sixpoint The Crisp Pilsner 1/15/19.2 oz Can,2,$27.75,8/18/2026,8/18/2026,2,$20.11,$0.27,$0.00,$20.38,$14.74,26.56%
Sixpoint Brewing,10923 Sixpoint The Crisp Pilsner 1/15/19.2 oz Can,3,$27.75,8/20/2026,8/26/2026,2,$20.11,$0.27,$0.00,$20.38,$14.74,26.56%
Constellation Brands,2427 Corona Sunbrew 2/12/12 oz Btl,3,$31.50,8/6/2026,8/6/2026,2,$23.86,$0.27,$0.00,$24.13,$14.74,23.40%
Primos Imports LLC,2977 Charro 4/6/12 oz Btl,0,$53.35,8/7/2026,8/7/2026,1,$35.25,$0.27,$0.00,$38.65,$14.71,27.56%
Bell's,10704 Bell's Two Hearted 1/15/19.2 oz Can,0,$38.50,8/13/2026,8/13/2026,1,$23.55,$0.27,$0.00,$23.82,$14.68,38.13%
Paulaner,10452 Paulaner Oktoberfest Bier 2/5 L Keg Can,3,$44.00,8/25/2026,8/25/2026,1,$29.06,$0.32,$0.00,$29.38,$14.62,33.23%
Bardstown Bourbon Co,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,0,$244.00,8/20/2026,8/20/2026,0,$26.00,$0.18,$0.00,$26.18,$14.49,35.62%
Boston Beer Company,200642 Sun Cruiser Vodka Pink Lemonade 1/12/24 oz Can,5,$34.00,8/10/2026,8/10/2026,1,$21.54,$0.00,$2.00,$19.54,$14.46,42.53%
Paulaner,10439 Paulaner Grapefruit Radler 6/4/16.9 oz Can,5,$45.00,8/5/2026,8/5/2026,1,$31.25,$0.38,$1.00,$30.63,$14.37,31.93%
Paulaner,10444 Paulaner Oktoberfest Bier 6/4/16.9 oz Can,0,$46.00,8/14/2026,8/14/2026,1,$31.25,$0.38,$0.00,$31.63,$14.37,31.24%
Total Beverage Solutions,10603 Carib Lime Shandy 4/6/12 oz Btl,0,$41.00,8/13/2026,8/13/2026,1,$26.40,$0.27,$0.00,$26.67,$14.33,34.95%
Hofbrauhaus USA,3314 Hofbrau Dunkel 4/6/11.2 oz Btl,3,$42.00,8/28/2026,8/28/2026,1,$27.50,$0.25,$0.00,$27.75,$14.25,33.92%
Warwick Valley,8230 Doc's Peach 5.2 Gal Keg,0,$70.00,8/5/2026,8/5/2026,1,$55.00,$0.78,$0.00,$55.78,$14.22,20.31%
MolsonCoors Beverage Company,721 Miller Genuine Draft 1/30/12 oz Can,5,$27.50,8/12/2026,8/12/2026,2,$20.06,$0.34,$0.00,$20.39,$14.21,25.84%
Mark Anthony,8612 White Claw Watermelon 1/12/19.2 oz Can,2,$30.00,8/13/2026,8/13/2026,2,$22.68,$0.22,$0.00,$22.90,$14.21,23.68%
Mark Anthony,8533 White Claw Surge Green Apple 1/12/19.2 oz Can,2,$30.00,8/7/2026,8/7/2026,2,$22.68,$0.22,$0.00,$22.90,$14.21,23.68%
Boston Beer Company,4037 Sam Adams Breakaway Blonde Ale 2/12/12 oz Can,0,$37.80,8/24/2026,8/24/2026,1,$23.36,$0.27,$0.00,$23.63,$14.17,37.49%
Boston Beer Company,4016 Sam Adams Star Spangled Summer Variety 2/12/12 oz Can,2,$37.80,8/11/2026,8/11/2026,1,$23.36,$0.27,$0.00,$23.63,$14.17,37.49%
Boston Beer Company,3829 Sam Adams Boston Lager 2/12/12 oz Can,0,$37.80,8/13/2026,8/13/2026,1,$23.36,$0.27,$0.00,$23.63,$14.17,37.49%
Boston Beer Company,4016 Sam Adams Star Spangled Summer Variety 2/12/12 oz Can,0,$37.80,8/13/2026,8/13/2026,1,$23.36,$0.27,$0.00,$23.63,$14.17,37.49%
Constellation Brands,2443 Corona Premier 1/12/24 oz Can,3,$20.80,8/7/2026,8/26/2026,3,$18.05,$0.27,$2.24,$16.08,$14.17,22.71%
Boston Beer Company,12148 Dogfish Head 30 Minute Light IPA 2/12/12 oz Can,3,$37.80,8/19/2026,8/19/2026,1,$23.38,$0.27,$0.00,$23.65,$14.15,37.43%
MolsonCoors Beverage Company,590 Olde English 1/12/40 oz Btl,0,$27.25,8/5/2026,8/27/2026,2,$19.77,$0.45,$0.00,$20.22,$14.07,25.81%
Athletic Brewing Company,9489 Athletic Lite Brew Non-Alcoholic 2/12/12 oz Can,3,$25.00,8/14/2026,8/14/2026,2,$18.00,$0.00,$0.00,$18.00,$14.00,28.00%
New Belgium Brewing Company,16718 New Belgium Voodoo Ranger Tiger Blood 1/12/24 oz Can,0,$28.50,8/7/2026,8/21/2026,2,$21.23,$0.27,$0.00,$21.50,$14.00,24.56%
Boston Beer Company,8391 Twisted Tea Extreme Long Island Iced Tea 1/24/16 oz Can,3,$40.50,8/19/2026,8/19/2026,1,$26.21,$0.36,$0.00,$26.57,$13.93,34.40%
Radeberger USA,3174 Schofferhofer Grapefruit 6/4/16.9 oz Can,3,$44.00,8/11/2026,8/11/2026,1,$29.75,$0.38,$0.00,$30.13,$13.87,31.52%
Beak & Skiff,9145 1911 Variety 3/8/12 oz Can,3,$43.00,8/5/2026,8/5/2026,1,$28.80,$0.34,$0.00,$29.14,$13.86,32.24%
Boston Beer Company,200674 Sun Cruiser Classic Lemonade 1/12/19.2 oz Can,20,$32.00,8/10/2026,8/10/2026,1,$18.25,$0.00,$0.00,$18.25,$13.75,42.97%
Boston Beer Company,200677 Sun Cruiser Blueberry Lemonade 1/12/19.2 oz Can,52,$32.00,8/12/2026,8/12/2026,1,$18.25,$0.00,$0.00,$18.25,$13.75,42.97%
Pabst Brewing Company,7312 Pabst 1/18/12 oz Can,3,$15.70,8/6/2026,8/6/2026,3,$10.95,$0.20,$0.00,$11.16,$13.62,28.92%
Radeberger USA,3176 Schofferhofer Grapefruit 2/12/11.2 oz Can,0,$33.50,8/21/2026,8/21/2026,1,$19.80,$0.25,$0.00,$20.05,$13.45,40.14%
Pabst Brewing Company,7425 Jack Daniels Country Cocktails Watermelon Punch 4/6/10 oz Btl,10,$24.97,8/20/2026,8/20/2026,2,$19.50,$0.23,$2.38,$18.25,$13.44,26.91%
FX Matt,11266 Flying Dog Gonzo Summer Peach 4/6/12 oz Btl,0,$39.50,8/31/2026,8/31/2026,1,$25.04,$0.27,$0.00,$26.08,$13.42,33.98%
FX Matt,11223 Flying Dog The Truth 4/6/12 oz Btl,3,$39.50,8/5/2026,8/5/2026,1,$25.04,$0.27,$0.00,$26.10,$13.40,33.91%
MolsonCoors Beverage Company,720 Miller Genuine Draft 2/12/12 oz Can,150,$24.60,8/13/2026,8/13/2026,2,$17.65,$0.27,$0.00,$17.92,$13.36,27.16%
MolsonCoors Beverage Company,413 High Life 4/6/7 oz Btl,0,$15.50,8/12/2026,8/26/2026,3,$10.89,$0.16,$0.00,$11.05,$13.36,28.73%
MolsonCoors Beverage Company,421 High Life 1/30/12 oz Can,2,$25.00,8/13/2026,8/13/2026,2,$18.00,$0.34,$0.00,$18.34,$13.32,26.64%
FX Matt,11228 Flying Dog Snake Dog 4/6/12 oz Btl,3,$39.50,8/5/2026,8/5/2026,1,$25.04,$0.27,$0.00,$26.21,$13.29,33.64%
New Belgium Brewing Company,6729 New Belgium Voodoo Ranger Imperial IPA 2/12/12 oz Can,2,$39.40,8/25/2026,8/25/2026,1,$25.89,$0.27,$0.00,$26.16,$13.24,33.60%
New Belgium Brewing Company,16727 New Belgium Voodoo Ranger Halloween Hoppy 2/12/12 oz Can,0,$39.40,8/11/2026,8/11/2026,1,$25.89,$0.27,$0.00,$26.16,$13.24,33.60%
New Belgium Brewing Company,6764 New Belgium Voodoo Ranger Juicy Haze 2/12/12 oz Can,3,$39.40,8/12/2026,8/13/2026,1,$25.89,$0.27,$0.00,$26.16,$13.24,33.60%
Mark Anthony,8629 White Claw Peach 1/24/16 oz Can,0,$40.00,8/7/2026,8/7/2026,1,$26.40,$0.36,$0.00,$26.76,$13.24,33.10%
Mark Anthony,8594 White Claw Hard Seltzer Mango 1/24/16 oz,0,$40.00,8/7/2026,8/7/2026,1,$26.40,$0.36,$0.00,$26.76,$13.24,33.10%
Cape May,13123 Cape May Crushin It Orange IPA 4/6/12 oz Can,3,$46.00,8/11/2026,8/11/2026,1,$32.50,$0.27,$0.00,$32.77,$13.23,28.76%
Lagunitas Brewing Co,12919 Lagunitas Little Sumpin IPA 1/12/19.2 oz Can,0,$36.00,8/6/2026,8/6/2026,1,$22.58,$0.22,$0.00,$22.80,$13.20,36.68%
Bardstown Bourbon Co,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,0,$220.00,8/5/2026,8/26/2026,0,$23.33,$0.18,$0.00,$23.51,$13.15,35.87%
BJ'S Private Label Brew,14101 BJ'S Black Cherry Soda Keg 15.5 Gal Keg,0,$39.00,8/5/2026,8/5/2026,1,$24.00,$1.86,$0.00,$25.86,$13.14,33.69%
BJ'S Private Label Brew,14127 BJ'S Vanilla Cream Soda Keg 15.5 Gal Keg,0,$39.00,8/5/2026,8/5/2026,1,$24.00,$1.86,$0.00,$25.86,$13.14,33.69%
Phusion Projects,7911 Four Loko 14% Electric Lemonade 1/12/23.5 oz Can,25,$26.00,8/28/2026,8/28/2026,2,$19.09,$0.26,$0.00,$19.45,$13.11,25.21%
Phusion Projects,7905 Four Loko Gold 1/12/23.5 oz Can,25,$26.00,8/27/2026,8/27/2026,2,$19.09,$0.26,$0.00,$19.45,$13.11,25.21%
Noca Beverages,6033 Noca Too Turnt Tea Ice Tea 2/12/12 oz Can,3,$35.25,8/21/2026,8/21/2026,1,$21.88,$0.27,$0.00,$22.15,$13.10,37.16%
Noca Beverages,6039 Noca Weekend Water 2/12/12 oz Can,0,$35.25,8/27/2026,8/27/2026,1,$21.88,$0.27,$0.00,$22.15,$13.10,37.16%
Noca Beverages,6037 Noca Too Turnt Lemonade Pink Lemonade 2/12/12 oz Can,3,$35.25,8/21/2026,8/21/2026,1,$21.88,$0.27,$0.00,$22.15,$13.10,37.16%
Noca Beverages,6035 Noca Too Turnt Tea Bayou Berrry Blast 2/12/12 oz Can,3,$35.25,8/21/2026,8/21/2026,1,$21.88,$0.27,$0.00,$22.15,$13.10,37.16%
Noca Beverages,6035 Noca Too Turnt Tea Bayou Berrry Blast 2/12/12 oz Can,0,$35.25,8/7/2026,8/21/2026,1,$21.88,$0.27,$0.00,$22.15,$13.10,37.16%
Pride & Clarke,200310 Pride & Clarke Vodka 6/1.75 L Btl,0,$72.00,8/12/2026,8/12/2026,1,$43.75,$15.26,$0.00,$59.01,$12.99,18.05%
Stone Brewing,13269 Stone Pilsner 4/6/12 oz Can,7,$36.90,8/19/2026,8/28/2026,3,$33.30,$0.27,$1.00,$32.57,$12.99,11.73%
Stone Brewing,13269 Stone Pilsner 4/6/12 oz Can,5,$36.90,8/19/2026,8/27/2026,3,$33.30,$0.27,$1.00,$32.57,$12.99,11.73%
New Belgium Brewing Company,6728 New Belgium Voodoo Ranger IPA 1/15/19.2 oz Can,2,$38.50,8/7/2026,8/7/2026,1,$25.25,$0.27,$0.00,$25.52,$12.98,33.71%
Pabst Brewing Company,7421 Jack Daniels Country Cocktails Black Jack & Cola 4/6/10 oz Btl,10,$24.97,8/12/2026,8/20/2026,2,$19.50,$0.23,$2.38,$18.50,$12.94,25.91%
Flying Fish,5574 Flying Fish Hazy Bones Hazy IPA 4/6/12 oz Can,0,$39.75,8/14/2026,8/28/2026,1,$25.50,$0.27,$0.00,$26.82,$12.93,32.52%
Sixpoint Brewing,10942 Sixpoint Pineapple Resin Double IPA 4/6/12 oz Can,3,$43.05,8/24/2026,8/24/2026,1,$29.86,$0.27,$0.00,$30.13,$12.92,30.01%
Constellation Brands,2405 Coronita Extra 1/24/7 oz Btl,0,$22.09,8/20/2026,8/20/2026,2,$15.53,$0.16,$0.00,$15.69,$12.81,28.98%
Southern Tier Brewing Company,11654 Southern Tier 2X Hop'd IPA 4/6/12 oz Can,10,$38.00,8/6/2026,8/6/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,4475 Southern Tier 2X IPA 4/6/12 oz Can,3,$38.00,8/17/2026,8/17/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,4475 Southern Tier 2X IPA 4/6/12 oz Can,5,$38.00,8/13/2026,8/13/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,4475 Southern Tier 2X IPA 4/6/12 oz Can,15,$38.00,8/20/2026,8/20/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,4436 Southern Tier Lake Shore Fog 4/6/12 oz Can,10,$38.00,8/20/2026,8/20/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,4436 Southern Tier Lake Shore Fog 4/6/12 oz Can,3,$38.00,8/18/2026,8/18/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Southern Tier Brewing Company,11654 Southern Tier 2X Hop'd IPA 4/6/12 oz Can,3,$38.00,8/17/2026,8/17/2026,1,$25.00,$0.27,$0.00,$25.27,$12.73,33.50%
Boston Beer Company,12010 Dogfish Head 60 Minute IPA 4/6/12 oz Btl,0,$37.53,8/20/2026,8/20/2026,1,$24.61,$0.27,$0.00,$24.88,$12.65,33.71%
New Belgium Brewing Company,6660 New Belgium Voodoo Ranger Imperial IPA 4/6/12 oz Btl,2,$40.83,8/5/2026,8/5/2026,1,$27.93,$0.27,$0.00,$28.20,$12.63,30.93%
Flying Fish,5607 Flying Fish Oktoberfish 4/6/12 oz Can,0,$39.75,8/10/2026,8/10/2026,1,$25.50,$0.27,$0.00,$27.19,$12.56,31.59%
Evil Genius,7796 Evil Genius #Adulting Guava IPA 4/6/12 oz Can,0,$41.00,8/14/2026,8/14/2026,1,$28.25,$0.27,$0.00,$28.52,$12.48,30.44%
Cape May,13120 Cape May Coastal Evacuation Double IPA 4/6/12 oz Can,3,$42.73,8/20/2026,8/20/2026,1,$30.00,$0.27,$0.00,$30.27,$12.46,29.16%
Southern Tier Brewing Company,200535 Southern Tier Strawberry Basil Fizz 4/6/12 oz Can,0,$34.50,8/7/2026,8/7/2026,1,$21.79,$0.27,$0.00,$22.06,$12.44,36.06%
Southern Tier Brewing Company,11685 Southern Tier Apple Smash 4/6/12 oz Can,0,$34.50,8/26/2026,8/26/2026,1,$21.79,$0.27,$0.00,$22.06,$12.44,36.06%
Constellation Brands,2614 Pacifico 1/24/7 oz Btl,10,$21.60,8/27/2026,8/27/2026,2,$15.53,$0.16,$0.30,$15.39,$12.43,28.76%
Red Bull,8720 Red Bull Sugar Free 1/24/8.4 oz Can,0,$41.50,8/3/2026,8/3/2026,1,$32.84,$0.00,$3.75,$29.09,$12.41,29.90%
Sapporo,10335 Sapporo Black 1/12/22 oz Can,3,$35.00,8/11/2026,8/11/2026,1,$22.35,$0.25,$0.00,$22.60,$12.40,35.44%
Riviera Imports,200319 Ecaana Pinot Grigio 1/12/750 mL Btl,1,$65.00,8/12/2026,8/12/2026,1,$50.52,$2.08,$0.00,$52.60,$12.40,19.08%
Sixpoint Brewing,10918 Sixpoint Resin Double IPA 1/15/19.2 oz Can,0,$36.50,8/11/2026,8/11/2026,1,$23.85,$0.27,$0.00,$24.12,$12.38,33.92%
Boston Beer Company,3953 Sam Adams Jack-O Pumpkin Ale 4/6/12 oz Btl,2,$37.80,8/27/2026,8/27/2026,1,$25.16,$0.27,$0.00,$25.43,$12.37,32.72%
Boston Beer Company,4039 Sam Adams American Light 4/6/12 oz Btl,0,$37.80,8/20/2026,8/20/2026,1,$25.16,$0.27,$0.00,$25.43,$12.37,32.72%
Boston Beer Company,4030 Sam Adams Juicy IPA 4/6/12 oz Can,0,$37.80,8/13/2026,8/13/2026,1,$25.16,$0.27,$0.00,$25.43,$12.37,32.72%
Boston Beer Company,3821 Sam Adams Cherry Wheat 4/6/12 oz Btl,2,$37.80,8/27/2026,8/27/2026,1,$25.16,$0.27,$0.00,$25.43,$12.37,32.72%
Sierra Nevada Brewing Company,4642 Sierra Nevada Torpedo Extra IPA 4/6/12 oz Btl,3,$39.50,8/13/2026,8/13/2026,1,$26.90,$0.27,$0.00,$27.17,$12.33,31.22%
Sierra Nevada Brewing Company,4509 Sierra Nevada Big Little Thing 4/6/12 oz Can,0,$39.50,8/11/2026,8/11/2026,1,$26.90,$0.27,$0.00,$27.17,$12.33,31.22%
Vermont Hard Cider,8086 Woodchuck Great Gathering Variety 2/12/12 oz Can,0,$38.50,8/5/2026,8/5/2026,1,$24.50,$0.34,$0.00,$26.25,$12.25,31.82%
Caravella Inc,200737 Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,2,$33.50,8/12/2026,8/26/2026,8,$30.00,$1.97,$0.00,$31.97,$12.25,4.57%
Heineken USA,1910 Heineken Light 2/12/12 oz Btl,3,$36.00,8/25/2026,8/25/2026,1,$23.48,$0.27,$0.00,$23.75,$12.25,34.03%
Great Lakes,5315 Great Lakes Eliot Ness 4/6/12 oz Can,0,$35.00,8/6/2026,8/6/2026,1,$22.50,$0.27,$0.00,$22.77,$12.23,34.94%
Great Lakes,5253 Great Lakes Dortmunder Gold Lager 4/6/12 oz Can,0,$35.00,8/7/2026,8/7/2026,1,$22.50,$0.27,$0.00,$22.77,$12.23,34.94%
Sixpoint Brewing,10904 Sixpoint The Crisp Pilsner 4/6/12 oz Can,0,$35.85,8/6/2026,8/6/2026,1,$23.36,$0.27,$0.00,$23.63,$12.22,34.09%
Sixpoint Brewing,10955 Sixpoint Mango Resin 4/6/12 oz Can,15,$42.05,8/21/2026,8/21/2026,1,$29.86,$0.27,$0.30,$29.83,$12.22,29.06%
Sixpoint Brewing,10955 Sixpoint Mango Resin 4/6/12 oz Can,10,$42.05,8/12/2026,8/12/2026,1,$29.86,$0.27,$0.30,$29.83,$12.22,29.06%
Sixpoint Brewing,10942 Sixpoint Pineapple Resin Double IPA 4/6/12 oz Can,10,$42.05,8/12/2026,8/12/2026,1,$29.86,$0.27,$0.30,$29.83,$12.22,29.06%
Sixpoint Brewing,10942 Sixpoint Pineapple Resin Double IPA 4/6/12 oz Can,20,$42.05,8/13/2026,8/13/2026,1,$29.86,$0.27,$0.30,$29.83,$12.22,29.06%
Flying Fish,5567 Flying Fish Salt & Sea Session Sour Ale 4/6/12 oz Can,3,$38.75,8/28/2026,8/28/2026,1,$24.35,$0.27,$0.00,$26.53,$12.22,31.52%
Constellation Brands,2654 Victoria 1/12/32 oz Btl,0,$38.50,8/27/2026,8/27/2026,1,$25.93,$0.36,$0.00,$26.29,$12.21,31.71%
Heineken USA,1906 Heineken Light 4/6/12 oz Btl,4,$36.00,8/19/2026,8/19/2026,1,$23.53,$0.27,$0.00,$23.80,$12.20,33.89%
Red Bull,8720 Red Bull Sugar Free 1/24/8.4 oz Can,0,$38.50,8/14/2026,8/14/2026,1,$32.84,$0.00,$6.50,$26.34,$12.16,31.58%
Red Bull,8723 Red Bull White Peach Edition 1/24/8.4 oz Can,0,$41.25,8/17/2026,8/17/2026,1,$32.84,$0.00,$3.75,$29.09,$12.16,29.48%
Red Bull,8723 Red Bull White Peach Edition 1/24/8.4 oz Can,0,$42.25,8/28/2026,8/28/2026,1,$32.84,$0.00,$2.75,$30.09,$12.16,28.78%
Red Bull,8710 Red Bull 1/24/8.4 oz Can,0,$42.75,8/4/2026,8/4/2026,1,$32.84,$0.00,$2.25,$30.59,$12.16,28.44%
Flying Fish,12706 Flying Fish Juicy Bones Juicy IPA 4/6/12 oz Can,3,$38.75,8/17/2026,8/17/2026,1,$25.50,$0.27,$0.00,$26.61,$12.14,31.32%
MolsonCoors Beverage Company,420 High Life 2/12/12 oz Can,2,$21.25,8/7/2026,8/7/2026,2,$14.92,$0.27,$0.00,$15.19,$12.11,28.50%
Phusion Projects,7935 Four Loko 14% USA 1/12/23.5 oz Can,102,$23.00,8/25/2026,8/25/2026,5,$20.09,$0.26,$0.00,$20.58,$12.10,10.52%
Stone Brewing,13203 Stone Buenaveza 4/6/12 oz Can,5,$36.90,8/28/2026,8/28/2026,1,$25.53,$0.27,$1.00,$24.80,$12.10,32.79%
Boston Beer Company,3821 Sam Adams Cherry Wheat 4/6/12 oz Btl,2,$37.53,8/5/2026,8/5/2026,1,$25.16,$0.27,$0.00,$25.43,$12.10,32.24%
Boston Beer Company,3818 Sam Adams Boston Lager 4/6/12 oz Btl,2,$37.53,8/5/2026,8/5/2026,1,$25.16,$0.27,$0.00,$25.43,$12.10,32.24%
Boston Beer Company,3818 Sam Adams Boston Lager 4/6/12 oz Btl,0,$37.53,8/20/2026,8/20/2026,1,$25.16,$0.27,$0.00,$25.43,$12.10,32.24%
Paulaner,10410 Paulaner Munich Lager 4/6/11.2 oz Btl,2,$36.00,8/28/2026,8/28/2026,1,$23.71,$0.25,$0.00,$23.96,$12.04,33.44%
Paulaner,10417 Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,2,$36.00,8/28/2026,8/28/2026,1,$23.71,$0.25,$0.00,$23.96,$12.04,33.44%
Montauk Brewing Co,693 Montauk Summer Ale 4/6/12 oz Can,0,$38.90,8/14/2026,8/14/2026,1,$26.62,$0.27,$0.00,$26.89,$12.01,30.87%
Montauk Brewing Co,698 Montauk Surf Beer Golden Ale 4/6/12 oz Can,2,$38.90,8/20/2026,8/20/2026,1,$26.62,$0.27,$0.00,$26.89,$12.01,30.87%
Montauk Brewing Co,801 Montauk Tropical IPA 4/6/12 oz Can,2,$38.90,8/14/2026,8/14/2026,1,$26.62,$0.27,$0.00,$26.89,$12.01,30.87%
