Asset Type,Purchased Date,Sold Date,Customer Name,Num Of Placed Assets
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Blackjack Mulligans(P) (Garfield),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Fiesta (A),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Hearth & Tap Co.,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Sunny's Liqs.(P),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Thatcher Mc Ghees (A),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Black Rabbit Saloon LLC,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Sonoma Bistro,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Blarney Station,3
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Thatcher Mcghee's (A),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Wine Country Newton,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Dream Bar,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,The Orange Lantern,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Marty Gra's (A),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Gerry's Place,2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Victor's Maywood Inn,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Dino's Bar & Grill,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,US#1 Wine & Liquor,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Sheridan Lodge (P),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Brick & Brew,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Adams (P),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Hilltop Tav.(Z),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Doc Watsons NJ,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,W's Village Grille,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Great Notch Inn(Z),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,The Celtic Knot,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Wyckoff Tavern Kitchen and Bar,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Cork & Keg (A),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Fair Lawn Athletic Club,2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,cherry's,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Lou's,3
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Boomer Bar (P) & Grill,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Neighbors,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,The River Of Beer,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Whiskey Wolf Tavern (P),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Celtic Crossings,1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Lenoras Bar (P),1
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Redd's Rest (Z),6
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Kohler Samples Taken 100%,25
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Sharky's Wings(P),19
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,House of Que (East Rutherford),8
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Airport Pub & Pkg,4
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Shoppers Disc(A)Pompton,4
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,The Yard,2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Patricks Pub (P),3
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Stosh's Craft Bar (Z),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Rockafella's,2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Cozy Tavern (P),3
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Blackjack Mulligan's Public House,5
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Shortways' Barn (A),7
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,New Park Tav (A),12
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,JJ's Pub,5
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Blackjack Mulligans (Hawthorne),4
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Charley's Tavern,2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,Pat's Bar (P),2
(CM)Coors Light 16oz Cups - PLASTIC CUPS,,,QB's Bar and Grill,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Davey's Locker (A),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Beverage Barn (A),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Redd's Rest (Z),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Knotty Pine Pub (P),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Patricks Pub (P),2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Little Falls Liq(P),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,The Greek's,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Shop Rite Wines/Spirits,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Blackjack Mulligans (Hawthorne),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Duffy's Tavern (Z),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Fair Lawn Athletic Club,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Patricks Wine Barn,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Cozy Tavern (P),3
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,QB's Bar and Grill,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Jimmy Geez(North)Bar/Gril,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Layton Tavern,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Thirsty Farmer,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Sam's Bar and Grill,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Lou's,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Stosh's Craft Bar (Z),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Woody's Liq Shop (A),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Elks Post 782 (Z),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Airport Pub & Pkg,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Exquisite W & L (A),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Fountain House (Z),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Kohler Samples Taken 100%,46
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Celtic Crossings,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,New Park Tav (A),1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Black Rabbit Saloon LLC,1
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Pat's Bar (P),2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Gerry's Place,5
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Glen Rock Inn,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Skyland Baseball,9
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,The Club (NAFIB4-22-A-0036),2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Moose Lodge 432,2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Jefferson House (A),2
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,Sharky's Wings(P),4
(CM)Miller Lite 16oz Plastic cups - PLASTIC CUPS,,,The River Of Beer,3
(CP)DFH Grateful Dead Record Player - Dealer,,,Hearth & Tap Co.,1
(CP)DFH Grateful Dead Record Player - Dealer,,,Kohler Samples Taken 100%,3
(CP)DFH Grateful Dead Record Player - Dealer,,,Bardis (P),1
(CP)DFH Grateful Dead Record Player - Dealer,,,Dingo's Den (P),1
(CP)DFH Grateful Dead Record Player - Dealer,,,Stosh's Craft Bar (Z),1
(DD)Miller Lite Pool Table Lamp,,,Freddie's Dugout,1
(DM) Coors Light Golf Bag,,,Valley Liquors (A),1
(PC) Yueng Field And Stream Cooler-Dealer Loader,,,Buy Rite Discount Liquor,1
(PC)Heineken Mets LED,,,River Palm (A),1
