Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,County,City,Area,Premise,Buyer Count   2026,Cases   2026
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,621.00
Nick Melissari,92006,Chili's Ramsey (A),900 Rt 17 N,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,225.00
Nick Melissari,92007,Brady's At(A)The Station,5 W Main St,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,1182.00
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,192.00
Nick Melissari,92012,The Shannon Rose/Ramsey,1200 Rt 17 N,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,504.00
Nick Melissari,92013,Varka,30 N Spruce St,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,218.50
Nick Melissari,92014,Ramsey Country Clb,105 Lakeside Dr,Bergen,Bergen,Ramsey,Bergen,On Premise,1.00,556.00
Nick Melissari,93002,Roxanne's A),150 Franklin Tpk,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,341.00
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,654.00
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,674.00
Nick Melissari,93007,Rp Prime Restaurant,209 Ramapo Valley Rd,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,218.00
Nick Melissari,93008,Nonna's Pizza,11 Franklin Tpke,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,99.00
Nick Melissari,93014,Double Tree By Hilton,180 Rt 17 S,Bergen,Bergen,Mahwah,Bergen,On Premise,1.00,222.00
Nick Melissari,94002,Trovato's Due (Z),4 Barbara Lane,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,204.00
Nick Melissari,94003,Segovia Tavern,110 W Oakland Ave,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,314.00
Nick Melissari,94004,Hansil's Bar (P),7 Ramapo Valley Rd.,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,251.00
Nick Melissari,94005,Cenzino's (P),589 Ramapo Valley Rd,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,70.00
Nick Melissari,94009,Oakland Diner,72 Ramapo Valley Rd,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,88.00
Nick Melissari,94010,Portobello Banquets,155 Ramapo Valley Rd,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,120.00
Nick Melissari,94012,Holiday Bowl,29 Spruce St,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,616.00
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Bergen,Bergen,Oakland,Bergen,On Premise,1.00,271.00
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Bergen,Bergen,Wyckoff,Bergen,On Premise,1.00,537.00
Nick Melissari,96006,Blue Moon Mexican Cafe,327j Franklin Ave,Bergen,Bergen,Wyckoff,Bergen,On Premise,1.00,696.00
Nick Melissari,96007,The Original Barn,359 Sicomac Ave,Bergen,Bergen,Wyckoff,Bergen,On Premise,1.00,106.00
Nick Melissari,96010,Aldo's Italian Rest(Z),640 Wyckoff Ave,Bergen,Bergen,Wyckoff,Bergen,On Premise,1.00,320.00
Office Tell Sell,15002,Cost Plus,1730 Rt 46,Passaic,Passaic,Woodland Park,Passaic,Off Premise,1.00,102.00
Office Tell Sell,15053,Wrights Tavern(Z),80 Montgomery St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1310.00
Office Tell Sell,15054,Blue Palace (A),4 North Bridge Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,39.00
Office Tell Sell,20103,Moonlight (P) Lounge,100 Market St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,389.00
Office Tell Sell,21020,Rincon Criollo Restaurant,715 E 18th Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,10.00
Office Tell Sell,22009,Paterson Fire Dept,226 Walnut Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,35.00
Office Tell Sell,230110,Homestead Rest,294 N Church Rd,Sussex,Sussex,Sparta,Sussex,On Premise,1.00,1200.25
Office Tell Sell,31032,Fiesta Hut (Z),227 Park Ave,Bergen,Bergen,East Rutherford,Bergen,On Premise,1.00,1172.00
Office Tell Sell,33009,In Thyme,55 Moonachie Ave,Bergen,Bergen,Moonachie,Bergen,On Premise,1.00,95.00
Office Tell Sell,36035,Hillside (A) S A C,26 1st St,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,128.00
Office Tell Sell,38035,The Elan (P),111 Rt 46 W,Bergen,Bergen,Lodi,Bergen,On Premise,1.00,108.00
Office Tell Sell,4008,Lina's Ristorante,49 Main Street,Passaic,Passaic,Bloomingdale,Passaic,On Premise,1.00,1.00
Office Tell Sell,42005,Empire Club (P),136 Mehrhof Rd,Bergen,Bergen,Little Ferry,Bergen,On Premise,1.00,817.23
Office Tell Sell,42016,Palermo Cafe (A),389 Liberty St,Bergen,Bergen,Little Ferry,Bergen,On Premise,1.00,10.00
Office Tell Sell,43014,Patsy's Bistro,344 Jersey Ave,Bergen,Bergen,Fairview,Bergen,On Premise,1.00,27.00
Office Tell Sell,44032,Rustica Bar & Restaurant,565 Gorge Rd,Bergen,Bergen,Cliffside Park,Bergen,On Premise,1.00,8.00
Office Tell Sell,47007,Luigi's Rest (P),54 Mt Vernon St,Bergen,Bergen,Ridgefield Park,Bergen,On Premise,1.00,5.00
Office Tell Sell,49003,Roberto's Restaurant (P),936 River Rd,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,29.00
Office Tell Sell,49006,Ga Yeon Restaurant,2020 Hudson St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,191.00
Office Tell Sell,49009,Ft Lee Athletic Club,2029 Lemoine Ave,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,24.00
Office Tell Sell,49025,Flemings Stkhse (P),90 Promanade Ave,Bergen,Bergen,Edgewater,Bergen,On Premise,1.00,49.00
Office Tell Sell,49042,Fire Company 3 Ft Lee,557 Main St,Bergen,Bergen,Fort Lee,Bergen,On Premise,1.00,10.00
Office Tell Sell,52038,Grissini's Restaurant,484 Sylvan Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,67.00
Office Tell Sell,53006,Cafe Italiano (Z),14 Sylvan Ave,Bergen,Bergen,Englewood Cliff,Bergen,On Premise,1.00,27.00
Office Tell Sell,76007,Matsuya,490 Market St,Bergen,Bergen,Saddle Brook,Bergen,On Premise,1.00,63.00
Office Tell Sell,76008,Saddle Brook (A) Diner,30 Market St,Bergen,Bergen,Saddle Brook,Bergen,On Premise,1.00,63.00
Office Tell Sell,77038,Taverna Mykonos,238 Broadway,Bergen,Bergen,Elmwood Park,Bergen,On Premise,1.00,1507.83
Office Tell Sell,78018,Columbian Club (Z),235 Rochelle Ave,Bergen,Bergen,Rochelle Park,Bergen,On Premise,1.00,127.00
Pablo Lopez,15016,Gene's Liquor,26 N Straight St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,13200.00
Pablo Lopez,15018,Diana's Bar (Z),235 Grand St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1945.00
Pablo Lopez,15030,EL BOHEMIO 2 LIQUOR STORE & BAR,92 Belmont Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,29864.40
Pablo Lopez,15034,Allen's Liquors,209 Mcbride Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,18920.15
Pablo Lopez,15040,Legacy Bar & Liquor,1019 Mcbride Ave,Passaic,Passaic,Woodland Park,Passaic,Off Premise,1.00,1633.67
Pablo Lopez,15045,Bacchus Sport Bar & Grill,176 Union Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1019.00
Pablo Lopez,15046,Romo Restaurant,177 3rd Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,750.00
Pablo Lopez,15047,Freddie's Corner,295 Mt Pleasant Ave,Passaic,Passaic,West Paterson,Passaic,Off Premise,1.00,2832.00
Pablo Lopez,15061,Boulevard Wine & Spirits,467 Union Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5896.00
Pablo Lopez,15062,Ragtime Gentlemen's Club,821 Mcbride Avenue,Passaic,Passaic,Woodland Park,Passaic,On Premise,1.00,23.00
Pablo Lopez,20004,Bocaditos Bistro,710 Madison Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,996.00
Pablo Lopez,20014,Bombolon Liquor & Grocery,192 E 16th St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,110867.77
Pablo Lopez,20022,Caraballo's,495 Market Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,51120.90
Pablo Lopez,20029,Star Liquor Store,13 12th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,1755.00
Pablo Lopez,20042,Midtown Liquors,274 Broadway,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,38646.33
Pablo Lopez,20046,Circle Cafe (A),144 Washington St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,3200.00
Pablo Lopez,20051,Costambar Bar & Liquor Corp.,292-294 Market Street,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,3177.83
Pablo Lopez,20062,Intensity Lounge/Angie's Liquors,109 Main St,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5586.00
Pablo Lopez,20068,Florida Drugs (A),507 Broadway,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,469.00
Pablo Lopez,20070,Joe's Liquor (A),328 11th Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,6406.50
Pablo Lopez,20081,Hacienda (P),102 Mclean Blvd,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,399.00
Pablo Lopez,20090,D'classico (P),58 Ellison St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,2380.10
Pablo Lopez,20102,La Fiesta,50 Cianci St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,3824.25
Pablo Lopez,20108,5th Avenue (P) Tavern,138 5th Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,395.00
Pablo Lopez,20114,Ronny's Liqrs (Z),389 Madison Avenue,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,2485.00
Pablo Lopez,21014,Ranchito Mi Peru,487 21st Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,8714.94
Pablo Lopez,21022,Costa Marina Lounge(A),182 Market St.,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,3257.50
Pablo Lopez,21024,Altiero Liquors,498 Ellison St.,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,63576.01
Pablo Lopez,21030,Bonfire Mofongo House (P),999 Market St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1324.00
Pablo Lopez,21032,Carisma Liq & Groc (P),230 Vreeland Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,4474.00
Pablo Lopez,21034,Schulman's (P) Deli,521 Park Ave,Passaic,Passaic,Paterson,Passaic,Off Premise,1.00,5462.33
Pablo Lopez,21038,Freddie's Dugout,16 3rd Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,19995.22
Pablo Lopez,21042,Marcet Cafe,1011 Market St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,263.00
Pablo Lopez,22001,Lena Y Carbon Restaurant,201 Market St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,847.00
Pablo Lopez,22013,Hi-Beams (P),182 Getty Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,637.00
Pablo Lopez,22019,Noches De Colombia (Paterson),365 21st Avenue,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,323.00
Pablo Lopez,22021,Super Korona (Z) Bar,991 Madison Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,10128.30
Pablo Lopez,22025,Dulce Patria,913 Main St,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,54.00
Pablo Lopez,22031,Roxxie's (P),324 E Railway Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1238.00
Pablo Lopez,22036,Tease (P),168 Getty Avenue,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,40.00
Pablo Lopez,22044,Los Cristales (Z),409 21st Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,3058.00
Pablo Lopez,24030,El Mexicano Rest (P),1293 Main Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,122.00
Pablo Lopez,24032,El Dorado Rest (Z),255 Parker Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,348.00
Pablo Lopez,24063,Noches De Colombia (Clifton),1 Village Square,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,629.33
Pablo Lopez,25015,Limonta Liqs (A),293 Vernon Ave,Passaic,Passaic,Clifton,Passaic,Off Premise,1.00,22880.94
Pablo Lopez,25040,Palenque Bar & Grill(A),283 Parker Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,2624.15
Pablo Lopez,25041,Family Association,282 Parker Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,18.00
Pablo Lopez,25046,Jay Aldo's (Z) Bar & Pizz,40 Highland Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,18250.80
Pablo Lopez,25051,Portuguese Tavern Steak House,507 Crooks Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,375.00
Pablo Lopez,25071,Jaimito's Crtside(Z),66 Center St,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,128.00
Pablo Lopez,25073,Aruba Lounge (P),240 Dayton Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,228.00
Pablo Lopez,25086,Con Sabor A Peru (A),109 Lakeview Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,57.00
Pablo Lopez,25087,Sarina Bar,108 Center St,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,206.00
Pablo Lopez,26014,Regalado Liq,168 Market St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,12723.00
Pablo Lopez,27005,#1 Liqrs (P),130 Howe Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,8006.00
Pablo Lopez,27015,Dona Maria Rest,32 Bergen St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,513.00
Pablo Lopez,27021,Johnny's Liqs (P),370 Monroe St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,10190.00
Pablo Lopez,27043,Monroe Wine & Liq(P),199 Monroe St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,12594.00
Pablo Lopez,27050,Grand Rodeo Night Club(Z),182 Third St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,1394.00
Pablo Lopez,27066,Sunny's Liqs.(P),413 Monroe St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,12069.00
Pablo Lopez,27067,Ukranian (Z) Center,240 Hope Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,26.00
Pablo Lopez,27069,Broadway W&L,62 Broadway,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,12334.00
Pablo Lopez,27070,Saritas Mexican Rest(A),82 President Street,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,2239.00
Pablo Lopez,27072,Passaic Discount Liquors,49 Market St,Passaic,Passaic,Passaic,Passaic,Off Premise,1.00,12729.00
Pablo Lopez,27073,Noches De Colombia (Passaic),210 Madison St,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,282.00
Pablo Lopez,27099,Mama Sushi Rest & Lounge,663 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,246.00
Pablo Lopez,27145,LOTUS,822 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1.00,299.00
Pablo Lopez,33005,La Havana 59,110 Moonachie Ave,Bergen,Bergen,Moonachie,Bergen,On Premise,1.00,257.33
Pablo Lopez,39004,Noches De Colombia (S. Hackensack)),370 Rt 46 West,Bergen,Bergen,South Hackensac,Bergen,On Premise,1.00,1386.00
Pablo Lopez,41008,Noches De Colombia (Hackensack),382 Main St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,1123.33
Pablo Lopez,52005,Noches De Colombia(Englewood)),90 W. Palisade Ave,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,631.00
Paul Mclaughlin,150014,Tierney's Tavern(A),138 Valley Road,Essex,Essex,Montclair,Essex,On Premise,1.00,231.17
Paul Mclaughlin,29051,Medieval Times,149 Polito Ave,Bergen,Bergen,Lyndhurst,Bergen,On Premise,1.00,745.00
Paul Mclaughlin,36015,Wallington Lane (Bowlero),299 Paterson Ave,Bergen,Bergen,Wallington,Bergen,On Premise,1.00,557.00
Paul Mclaughlin,39007,Club Flamingo (A),430 Route 46,Bergen,Bergen,South Hackensac,Bergen,On Premise,1.00,504.00
Paul Mclaughlin,39008,Blush Gentleman's Club,2 S Main St,Bergen,Bergen,South Hackensac,Bergen,On Premise,1.00,8321.89
Paul Mclaughlin,39010,Players Club (Z),213 Huyler St,Bergen,Bergen,South Hackensac,Bergen,On Premise,1.00,1286.17
Paul Mclaughlin,40005,Lazy Lanigans (A),604 Main Street,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,1148.17
Paul Mclaughlin,40008,Tavern 61 (Z),61 River St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,199.50
Paul Mclaughlin,40021,Bowler City Bowling,85 Midtown Bridge St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,799.00
Paul Mclaughlin,40026,Brooklyn's (A),161 Hackensack Ave,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,145.00
Paul Mclaughlin,40038,Forte Ristorante,160 Prospect Ave,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,222.00
Paul Mclaughlin,41001,Casual Habana Cafe(Hack),125 Main St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,91.00
Paul Mclaughlin,41002,Mi Tierrita (P),252 Main St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,3245.40
Paul Mclaughlin,41006,Straphanger Saloon (A),126 Anderson St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,1903.32
Paul Mclaughlin,41010,Lenoras Bar (P),129 Johnson Ave,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,1011.50
Paul Mclaughlin,41020,Lidos Restaurant (P),701 Main St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,260.00
Paul Mclaughlin,41022,Coach House Diner/Rest(Z),55 Rt 4 E,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,25.00
Paul Mclaughlin,41023,The Whiskey Priest (Hackensack),159 Main St.,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,685.33
Paul Mclaughlin,41027,Cubby's (P),249 S River St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,22.00
Paul Mclaughlin,41029,Riviera Lounge (P),310 Main St,Bergen,Bergen,Hackensack,Bergen,On Premise,1.00,1934.00
Paul Mclaughlin,50001,Andy's Corner (Z),257 Queen Ann Rd,Bergen,Bergen,Bogota,Bergen,On Premise,1.00,460.50
Paul Mclaughlin,50006,Cozy Tavern (P),131 Queen Anne Rd,Bergen,Bergen,Bogota,Bergen,On Premise,1.00,448.00
Paul Mclaughlin,50008,101 Pub (A),101 Queen Anne Rd,Bergen,Bergen,Bogota,Bergen,On Premise,1.00,1244.17
Paul Mclaughlin,50015,PUB 178,178 Cedar Lane,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,256.00
Paul Mclaughlin,50018,Debonair Music Hall,1409 Queen Ann Road,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,195.00
Paul Mclaughlin,50029,La Tequilera Restaurant,293 Queen Anne Rd,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,8562.62
Paul Mclaughlin,50035,Nobo,1400 Palisade Ave,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,16.00
Paul Mclaughlin,51005,Zina's Steakhouse & Grill,827 Teaneck Rd,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,128.00
Paul Mclaughlin,51014,Marriott (A) Teaneck,100 Frank Burr Blvd,Bergen,Bergen,Teaneck,Bergen,On Premise,1.00,281.00
Paul Mclaughlin,52003,Cassies (A),18 S Dean St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,65.00
Paul Mclaughlin,52012,CZEN Restaurant,36 N Van Brunt St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,11.00
Paul Mclaughlin,52014,El Tango,22-24 N Van Brunt St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,304.00
Paul Mclaughlin,52018,Aumm Aumm @The Brownstone,73 Brownstone Way,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,150.00
Paul Mclaughlin,52026,Englewood Field Club,341 Engle St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,43.00
Paul Mclaughlin,52030,Sofia,36 Engle St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,376.00
Paul Mclaughlin,52033,Blue Akai,23 E Palisade Ave,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,271.00
Paul Mclaughlin,52036,Vida Garden,14-16 Armory St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,733.00
Paul Mclaughlin,52043,Balthazar Bakery (A),214 South Dean St,Bergen,Bergen,Englewood,Bergen,Off Premise,1.00,104.00
Paul Mclaughlin,52046,Bergen Performing Arts,30 N Van Brunt St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,3252.55
Paul Mclaughlin,52049,Sini Bistro,401 S Van Brunt St,Bergen,Bergen,Englewood,Bergen,On Premise,1.00,1010.85
Paul Mclaughlin,54001,Tenafly Pizza (Z),38 W Railroad Ave,Bergen,Bergen,Tenafly,Bergen,On Premise,1.00,104.17
Paul Mclaughlin,54005,The 130 Club,130 County Rd,Bergen,Bergen,Tenafly,Bergen,On Premise,1.00,54.00
Paul Mclaughlin,54011,Knickerbocker Golf (P),188 Knickerbocker Rd,Bergen,Bergen,Tenafly,Bergen,On Premise,1.00,235.17
Paul Mclaughlin,54012,Axia Taverna,18 Piermont Rd,Bergen,Bergen,Tenafly,Bergen,On Premise,1.00,42.00
Paul Mclaughlin,55005,Cresskill Tavern,29 E Madison Ave,Bergen,Bergen,Cresskill,Bergen,On Premise,1.00,673.00
Paul Mclaughlin,56004,Jack E Pooh's,22 N Front St,Bergen,Bergen,Bergenfield,Bergen,On Premise,1.00,476.17
Paul Mclaughlin,56006,Lula's Latin Cuisine,86 S. Washington Ave,Bergen,Bergen,Bergenfield,Bergen,On Premise,1.00,11.00
Paul Mclaughlin,56009,Tommy Fox's Pub Hse(P),32 S Washington Ave,Bergen,Bergen,Bergenfield,Bergen,On Premise,1.00,800.00
Paul Mclaughlin,56011,International Bar/Rest,96 S Washington Ave,Bergen,Bergen,Bergenfield,Bergen,On Premise,1.00,6594.52
Paul Mclaughlin,56016,Chapala Grill - Bergenfield,52 S Washington Ave,Bergen,Bergen,Bergenfield,Bergen,On Premise,1.00,415.00
Paul Mclaughlin,57004,River & Henley,704 River Rd,Bergen,Bergen,New Milford,Bergen,On Premise,1.00,692.00
Paul Mclaughlin,57007,New Bridge Inn(A),105 Old New Bridge Rd,Bergen,Bergen,New Milford,Bergen,On Premise,1.00,349.00
Paul Mclaughlin,57009,Pancho Burrito's (A),214 Main St,Bergen,Bergen,New Milford,Bergen,On Premise,1.00,1648.93
Paul Mclaughlin,57011,Casual Habana Cafe (P),200 Main St,Bergen,Bergen,New Milford,Bergen,On Premise,1.00,70.00
Paul Mclaughlin,57012,N Milford Ath Club,126 Boulevard,Bergen,Bergen,New Milford,Bergen,On Premise,1.00,182.00
Paul Mclaughlin,59005,Hackensack Golf (A),880 Soldier Hill Rd,Bergen,Bergen,Oradell,Bergen,On Premise,1.00,351.00
Paul Mclaughlin,59006,The Oak House,2 Kinderkamack Rd,Bergen,Bergen,Oradell,Bergen,On Premise,1.00,142.00
Paul Mclaughlin,60004,La Taberna Steak House,31 W Madison Ave,Bergen,Bergen,Dumont,Bergen,On Premise,1.00,147.00
Paul Mclaughlin,60012,Grant Street Cafe (A),25 Grant Ave.,Bergen,Bergen,Dumont,Bergen,On Premise,1.00,1524.00
Paul Mclaughlin,60014,Pop(xo) Taco,20 E. Madison Ave,Bergen,Bergen,Dumont,Bergen,On Premise,1.00,75.00
Paul Mclaughlin,61002,Haworth Golf Club(A),5 Lake Shore Dr,Bergen,Bergen,Haworth,Bergen,On Premise,1.00,71.00
Paul Mclaughlin,61003,White Beeches Golf Club,70 Haworth Dr,Bergen,Bergen,Haworth,Bergen,On Premise,1.00,449.67
Paul Mclaughlin,61004,Andiamo,23 Hardenburgh Ave,Bergen,Bergen,Haworth,Bergen,On Premise,1.00,254.17
Paul Mclaughlin,62002,Rudy's Pizzeria (P),65 Closter Plaza,Bergen,Bergen,Closter,Bergen,On Premise,1.00,94.00
Paul Mclaughlin,62003,Stern And Bow,171 Schraalenburgh Rd,Bergen,Bergen,Closter,Bergen,On Premise,1.00,247.00
Paul Mclaughlin,62007,The Hill,252 Schraalenburgh Rd,Bergen,Bergen,Closter,Bergen,On Premise,1.00,95.00
Paul Mclaughlin,62008,Bareburger (Closter),129 Vervalen St,Bergen,Bergen,Closter,Bergen,On Premise,1.00,226.00
Paul Mclaughlin,62010,LUCIOS,208 Piermont Rd,Bergen,Bergen,Closter,Bergen,On Premise,1.00,383.50
Paul Mclaughlin,62011,Sear House (A),411 Piermont Rd,Bergen,Bergen,Closter,Bergen,On Premise,1.00,241.00
Paul Mclaughlin,62012,Landmark Closter,130 Vervalen St,Bergen,Bergen,Closter,Bergen,On Premise,1.00,13.00
Paul Mclaughlin,63002,Alpine C.C. (Z),80 Anderson Ave,Bergen,Bergen,Demarest,Bergen,On Premise,1.00,271.00
Paul Mclaughlin,65003,Verana,530 Livingston St,Bergen,Bergen,Norwood,Bergen,On Premise,1.00,52.00
Paul Mclaughlin,65005,Dimora Ristorante (P),100 Piermont Rd,Bergen,Bergen,Norwood,Bergen,On Premise,1.00,197.00
Paul Mclaughlin,65006,Gerry's Place,595 Broadway,Bergen,Bergen,Norwood,Bergen,On Premise,1.00,932.00
Paul Mclaughlin,67001,Olar Noso,493 Tappan Rd,Bergen,Bergen,Northvale,Bergen,On Premise,1.00,30.00
Paul Mclaughlin,67002,Brady's Fox Hunt Inn,201 Livingston St,Bergen,Bergen,Northvale,Bergen,On Premise,1.00,317.00
Paul Mclaughlin,67010,Biddy O'malleys Pub (A),191 Paris Ave,Bergen,Bergen,Northvale,Bergen,On Premise,1.00,149.00
Paul Mclaughlin,67011,Mykos,416 Tappan Rd,Bergen,Bergen,Northvale,Bergen,Off Premise,1.00,66.00
Paul Mclaughlin,67014,The Rockleigh C C (P),26 Paris Ave,Bergen,Bergen,Rockleigh,Bergen,On Premise,1.00,269.33
Paul Mclaughlin,68006,Old Tappan Manor (P),137 Orangeburg Rd,Bergen,Bergen,Old Tappan,Bergen,On Premise,1.00,112.00
Paul Mclaughlin,69003,Edgewood Country Club,449 Rivervale Rd,Bergen,Bergen,Rivervale,Bergen,On Premise,1.00,250.33
Paul Mclaughlin,69005,Let's Meat Steakhouse,625 Rivervale Rd,Bergen,Bergen,Rivervale,Bergen,On Premise,1.00,87.00
Paul Mclaughlin,69007,Florentine Garden,97 Rivervale Road,Bergen,Bergen,Rivervale,Bergen,On Premise,1.00,316.00
Paul Mclaughlin,69009,Rivervale Country Club,660 Rivervale Road,Bergen,Bergen,Rivervale,Bergen,On Premise,1.00,635.33
